InChIKey	CanonicalSMILES	Organism	Relation	LD50(mg/kg)	Confidence_Score(highest=9)
ANKGPSXFXHCLHL-UHFFFAOYSA-N	Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1C(=C)n2ccnc2	Mus musculus	=	29.5	1
RFUBXIOWFAWDGY-UHFFFAOYSA-M	[I-].CC[N+](C)(C)CC#CCN1C(C)CCC1=O	Mus musculus	=	61.64224	1
LRGQQOCGOGYEGN-MEFGMAGPSA-N	Clc1ccc(NC(=S)\N=C\2/SN=C(Nc3ccc(Cl)cc3)N2c4ccc(Cl)cc4)cc1	Rattus norvegicus	=	117.0	0
CXOFVDLJLONNDW-UHFFFAOYSA-N	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Rattus norvegicus	=	65.5	0
MTGXJWRECSAOKX-UHFFFAOYSA-N	CCn1c(O)nnc1c2cccc(c2)C(F)(F)F	Mus musculus	=	400.0	1
WUNJSFUQRGEAEJ-UHFFFAOYSA-N	OC1CCCc2nc3cc(Cl)ccc3c(NCc4ccc(F)cc4)c12	Rattus norvegicus	>	80.0	1
OWBNFJAAJWGIKZ-VYIQYICTSA-N	COc1ccc(NC2=NS\C(=N/C(=N/c3ccc(Cl)cc3)/S)\N2c4ccc(OC)cc4)cc1	Rattus norvegicus	=	210.0	0
FFPKQMAWGCUVQP-UHFFFAOYSA-N	CSc1nc(c2ccccc2)n(C)n1	Mus musculus	>	800.0	1
FMUWJXJGJZXYJN-UHFFFAOYSA-N	Cn1c(O)nnc1c2ccc(Cl)cc2	Mus musculus	>	800.0	1
ZHFXMERFRYSFFB-UHFFFAOYSA-N	Nc1c2C(O)CCCc2nc3cc(ccc13)C(F)(F)F	Rattus norvegicus	<	80.0	1
JXPMOHORRCTRTH-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1ccccc1C(=C)n2cccn2	Mus musculus	=	22.3	1
MTPOCJZXHNQTCO-UHFFFAOYSA-N	CC[S+]([O-])c1nnc(c2ccccc2F)n1C	Mus musculus	>	800.0	1
RGXRZHGPTUWEOH-UHFFFAOYSA-N	Cn1c(O)nnc1c2cccs2	Mus musculus	=	400.0	1
BQJKURVSYAWFBG-UHFFFAOYSA-N	CCN1N=C(N(C)C1=O)c2cccs2	Mus musculus	=	800.0	1
PRBCPEIUILMRLL-UHFFFAOYSA-N	OC1CCCc2nc3cc(F)ccc3c(NCc4ccccc4)c12	Rattus norvegicus	<	80.0	1
ZOBZYPPNZPDEHJ-UHFFFAOYSA-N	NC(=O)C1CCCN1C(=O)N(CCCl)N=O	Mus musculus	=	219.6	1
ZOBZYPPNZPDEHJ-UHFFFAOYSA-N	NC(=O)C1CCCN1C(=O)N(CCCl)N=O	Mus musculus	=	195.4	1
VHYUYQHTMPWAPK-UHFFFAOYSA-N	CC(C#CCN1CCCC1)N(C)C(=O)C	Mus musculus	=	138.5195	1
ARMYNQNHPIAGMQ-UHFFFAOYSA-N	CCn1c(SC)nnc1c2ccc(Cl)cc2	Mus musculus	>	800.0	1
HWUIMHNMMNELCP-UHFFFAOYSA-N	CN1N=C(N(C)C1=O)c2cccs2	Mus musculus	=	800.0	1
HIDQLUBLWMEMEQ-WLHGVMLRSA-N	OC1CCCc2nc3ccccc3c(NCCCC(c4cccc(F)c4)c5cccc(F)c5)c12.OC(=O)\C=C\C(=O)O	Rattus norvegicus	>	80.0	1
LLZPXWNSZOEXRM-UHFFFAOYSA-N	COc1ccccc1CNc2c3C(O)CCCc3nc4ccccc24	Rattus norvegicus	=	80.0	1
IJPJFSRSZPHFNX-UHFFFAOYSA-N	OC1CCCc2nc3ccccc3c(NCc4ccccc4C(F)(F)F)c12	Rattus norvegicus	=	80.0	1
XDFZZQNTAWSQRW-UHFFFAOYSA-N	OC1CCCc2nc3cc(ccc3c(NCc4ccccc4)c12)C(F)(F)F	Rattus norvegicus	>	80.0	1
UVTNFZQICZKOEM-UHFFFAOYSA-N	CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C	Mus musculus	=	30.0	1
RKUNBYITZUJHSG-SPUOUPEWSA-N	CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	Mus musculus	=	30.09448	1
IDJLCZSOBSQVFH-UHFFFAOYSA-N	CSc1nnc(c2cccc(F)c2)n1C	Mus musculus	>	800.0	1
OKFGHQWHWBSJHA-UHFFFAOYSA-N	Cn1c(O)nnc1c2ccccc2	Mus musculus	>	800.0	1
HEKGBDCRHYILPL-UHFFFAOYSA-N	OC1CCCc2nc3ccccc3c(NCc4ccc(Cl)cc4)c12	Rattus norvegicus	>	80.0	1
GYKLFBYWXZYSOW-UHFFFAOYSA-N	CCCC(=O)OCOC(=O)C(C)(C)C	Mus musculus	=	1360.0	1
SOHQLNWCVGOCAY-UHFFFAOYSA-N	Cc1cc(C)c(OCC(O)CNC(C)(C)C)c(c1)C(=C)n2ccnc2	Mus musculus	=	15.9	1
QQXGIHDPMVPWDQ-UHFFFAOYSA-M	[I-].CC1CCC(=O)N1CC#CC[N+](C)(C)C	Mus musculus	=	11.296656	1
WETURUQUTKXZKR-UHFFFAOYSA-N	CNc1c2C(O)CCCc2nc3ccccc13	Rattus norvegicus	<	80.0	1
OYECSEBZWOFEHH-UHFFFAOYSA-N	OC1CCCc2nc3ccccc3c(NCc4cccc(F)c4)c12	Rattus norvegicus	<	80.0	1
CNEAOFIRLZNTDC-UHFFFAOYSA-N	CCS(=O)(=O)c1nnc(c2ccccc2F)n1C	Mus musculus	>	800.0	1
SJFJHLIONMQPRS-UHFFFAOYSA-N	Cn1c(O)nnc1c2ccccc2Cl	Mus musculus	=	800.0	1
ORWUMNGYNRJQII-UHFFFAOYSA-N	CCN1N=C(N(C)C1=O)c2ccccc2	Mus musculus	=	800.0	1
UOUFRBKRLMKLHS-UHFFFAOYSA-N	CC(C)NCC(O)COc1c(Cl)cc(C)c(C)c1C(=C)n2ccnc2	Mus musculus	=	15.5	1
HMOUVELVVNRYEL-UHFFFAOYSA-N	Cc1ccc(cc1)c2nnc(n2C)S(=O)(=O)C	Mus musculus	>	800.0	1
YGMQOVFCJMPTRH-UHFFFAOYSA-N	Cn1c(nnc1S(=O)(=O)C)c2ccccc2F	Mus musculus	>	800.0	1
PXINDYJACXPZIN-UHFFFAOYSA-N	CCn1c(O)nnc1c2ccc(Cl)cc2	Mus musculus	=	400.0	1
XRKIMANYLDOPAR-UHFFFAOYSA-N	CCCNc1c2C(O)CCCc2nc3ccccc13	Rattus norvegicus	<	80.0	1
JAQGGIPGDYWRJW-UHFFFAOYSA-N	CCN(CC)CC#CCN1C(C)CCC1=O	Mus musculus	=	160.0776	1
ZLWMYBZOUMGRRY-UHFFFAOYSA-N	CN1N=C(N(C)C1=O)c2ccccc2Cl	Mus musculus	=	800.0	1
PAKRGUABUWIYQH-UHFFFAOYSA-N	OC1CCCc2nc3ccccc3c(NCc4cccc(Cl)c4)c12	Rattus norvegicus	>	80.0	1
LXHVERNYCANDQP-UHFFFAOYSA-N	C[S+]([O-])c1nnc(c2ccccc2)n1C	Mus musculus	=	800.0	1
CYUHKBWENYTWOZ-UHFFFAOYSA-N	CC(C)NCC(O)COc1c(C)ccc(C)c1C(=C)n2ccnc2	Mus musculus	=	30.7	1
JOZWIAGRGLYPDK-UHFFFAOYSA-N	CC(Cl)C(=O)Nc1ccc2C3=NNC(=O)CC3Cc2c1	Mus musculus	=	1000.0	1
RDROPWNXSBFLST-WXIWBVQFSA-N	Cc1ccc(cc1)S(=O)(=O)O.N\C(=N/O)\N\N=C\c2ccc(cc2)C#N	Mus musculus	=	156.49	1
RNDXIMQRVWNQMU-MEFGMAGPSA-N	Clc1ccc(NC(=S)\N=C\2/SN=C(Nc3cccc(Cl)c3)N2c4cccc(Cl)c4)cc1	Rattus norvegicus	=	120.0	0
MKEGAUDAHBKFIZ-UHFFFAOYSA-N	Cn1nc(nc1S(=O)(=O)C)c2cccc(F)c2	Mus musculus	=	800.0	1
LEQSEAZYHFDOER-UHFFFAOYSA-N	CN1N=C(N(C)C1=O)c2ccccc2F	Mus musculus	=	800.0	1
DKUJACOBAKIJQF-UHFFFAOYSA-N	COc1cccc(CNc2c3C(O)CCCc3nc4ccccc24)c1	Rattus norvegicus	>	80.0	1
UFBJNPUZMUQXFV-UHFFFAOYSA-N	OC1CCCc2nc3cc(Cl)ccc3c(NCc4ccccc4)c12	Rattus norvegicus	>	80.0	1
LOUPRKONTZGTKE-NBGVHYBESA-N	COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)c2c1	Mus musculus	=	53.6	1
YYUALTZHLJSXFR-UHFFFAOYSA-N	CC1CCC(=O)N1CC#CCN(C)C	Mus musculus	=	78.09654	1
BZCOASIWPFVBQZ-UHFFFAOYSA-N	CC1CCC(=O)N1CC#CCN2CCCC2	Mus musculus	=	23.57317	1
RBTBTFCSOLFQCL-UHFFFAOYSA-N	Nc1ccc2C3=NNC(=O)CC3Cc2c1	Mus musculus	=	308.0	1
KGRKSAKMQXDVHO-UHFFFAOYSA-N	CCS(=O)(=O)c1nnc(c2ccccc2)n1C	Mus musculus	>	800.0	1
VWNZCRPRNPRKND-UHFFFAOYSA-N	Cn1c(O)nnc1c2ccc(F)cc2	Mus musculus	>	800.0	1
XNHJDSQIZMQBFF-UHFFFAOYSA-N	CN1N=C(N(C)C1=O)c2ccccc2	Mus musculus	=	800.0	1
DDHKIJYSDNGYFV-UHFFFAOYSA-N	CN1N=C(N(C)C1=O)c2ccc(Cl)c(Cl)c2	Mus musculus	=	200.0	1
LHBQKFLAPXCANH-UHFFFAOYSA-N	Nc1c2C(O)CCCc2nc3cc(Cl)ccc13	Rattus norvegicus	>	10.0	1
CSTQOUIHHVJLQT-UHFFFAOYSA-N	OC1CCCc2nc3ccccc3c(NCCc4ccccc4)c12	Rattus norvegicus	>	80.0	1
BYPDEGAWEGLJQT-WLHGVMLRSA-N	OC1CCCc2nc3ccccc3c(NCc4cccs4)c12.OC(=O)\C=C\C(=O)O	Rattus norvegicus	>	80.0	1
GEUCUNZKXCPSET-DAFNUICNSA-N	Clc1ccc(NC(=S)\N=C\2/SN=C(Nc3ccccc3)N2c4ccccc4)cc1	Rattus norvegicus	=	250.0	0
KRHDSRWEONQVEF-UHFFFAOYSA-N	Cn1nc(nc1S(=O)(=O)C)c2ccc(Cl)cc2	Mus musculus	>	800.0	1
MWKWMNGWIBKDCM-UHFFFAOYSA-N	CCSc1nnc(c2ccccc2)n1C	Mus musculus	=	800.0	1
ZXPFKJWKKSEUKF-UHFFFAOYSA-N	CSc1nnc(c2cccc3ccccc23)n1C	Mus musculus	>	800.0	1
GNHBSIFYQATKHI-UHFFFAOYSA-N	COc1ccc(cc1)c2nnc(n2C)S(=O)(=O)C	Mus musculus	>	800.0	1
CFPVKCWDDDIQRT-UHFFFAOYSA-N	CSc1nnc(c2ccc(Cl)cc2)n1C	Mus musculus	>	800.0	1
RUJCPPGLVRBNRL-UHFFFAOYSA-N	CN1N=C(N(C)C1=O)c2ccc(F)cc2	Mus musculus	=	800.0	1
APOMRWXYQSHYMK-UHFFFAOYSA-N	OC1CCCc2nc3ccccc3c(NCc4ccc(F)cc4)c12	Rattus norvegicus	<	80.0	1
GKQCJUSPLSEUKC-UHFFFAOYSA-N	COc1ccc(CNc2c3C(O)CCCc3nc4ccccc24)cc1	Rattus norvegicus	>	80.0	1
PJHOBAOZIVAPRZ-WLHGVMLRSA-N	OC1CCCc2nc3ccccc3c(NCc4c(F)c(F)c(F)c(F)c4F)c12.OC(=O)\C=C\C(=O)O	Rattus norvegicus	>	80.0	1
YLJREFDVOIBQDA-UHFFFAOYSA-N	Nc1c2CCCCc2nc3ccccc13	Rattus norvegicus	<	20.0	1
YLJREFDVOIBQDA-UHFFFAOYSA-N	Nc1c2CCCCc2nc3ccccc13	Mus musculus	=	29.1	1
PAZJSJFMUHDSTF-UHFFFAOYSA-N	CC(C)NCC(O)COc1ccccc1CC=C	Mus musculus	=	278.0	0
PAZJSJFMUHDSTF-UHFFFAOYSA-N	CC(C)NCC(O)COc1ccccc1CC=C	Mus musculus	=	415.1	0
AQHHHDLHHXJYJD-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2ccccc12	Mus musculus	=	22.0	0
AQHHHDLHHXJYJD-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2ccccc12	Mus musculus	=	34.1	0
AQHHHDLHHXJYJD-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2ccccc12	Mus musculus	=	565.0	0
AQHHHDLHHXJYJD-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2ccccc12	Mus musculus	=	403.7	0
SSEBTPPFLLCUMN-UHFFFAOYSA-N	CCc1cccc2cc(oc12)C(O)CNC(C)(C)C	Mus musculus	=	29.7	0
SSEBTPPFLLCUMN-UHFFFAOYSA-N	CCc1cccc2cc(oc12)C(O)CNC(C)(C)C	Mus musculus	=	25.9	0
SSEBTPPFLLCUMN-UHFFFAOYSA-N	CCc1cccc2cc(oc12)C(O)CNC(C)(C)C	Mus musculus	=	117.0	0
SSEBTPPFLLCUMN-UHFFFAOYSA-N	CCc1cccc2cc(oc12)C(O)CNC(C)(C)C	Mus musculus	=	272.9	0
PCFWUYJHCYCQKP-QMMMGPOBSA-N	CC(=O)N[C@@H](CS)C(=O)NCCSC(=O)C	Mus musculus	=	700.0	1
GXEMWUSHSIBTJU-UHFFFAOYSA-N	CCC(C)c1ccc(Oc2ccc(C)cc2CC(=O)O)c(Cl)c1	Rattus norvegicus	=	1109.0	1
UPZVYDSBLFNMLK-UHFFFAOYSA-N	N\C(=N/O)\CC(O)COc1cccc2ccccc12	Mus musculus	=	180.0	0
UPZVYDSBLFNMLK-UHFFFAOYSA-N	N\C(=N/O)\CC(O)COc1cccc2ccccc12	Mus musculus	=	119.0	0
UPZVYDSBLFNMLK-UHFFFAOYSA-N	N\C(=N/O)\CC(O)COc1cccc2ccccc12	Mus musculus	=	1000.0	0
UPZVYDSBLFNMLK-UHFFFAOYSA-N	N\C(=N/O)\CC(O)COc1cccc2ccccc12	Mus musculus	=	710.3	0
IMQSIXYSKPIGPD-ZPXVTHDFSA-N	CCCCCC(O)C1C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)\C(=C\C=C\C=C\C=C\C=C\C(O)C(C)OC1=O)\C	Mus musculus	=	5.0	0
IMQSIXYSKPIGPD-ZPXVTHDFSA-N	CCCCCC(O)C1C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)\C(=C\C=C\C=C\C=C\C=C\C(O)C(C)OC1=O)\C	Mus musculus	=	18.0	0
JDCQMAAXUGRUEF-UHFFFAOYSA-N	Fc1ccc(CCN2CCC(CC2)C(=O)c3nc4ccccc4s3)cc1	Mus musculus	>	400.0	0
QYSXJFDSZSMRKU-UHFFFAOYSA-N	COC(=O)CN1CCC(CC1)C(=O)c2nc3ccccc3s2	Mus musculus	>	400.0	0
FOEHSYMATISXPO-UHFFFAOYSA-N	COc1ccc(CCN2CCC(CC2)C(=O)c3nc4ccccc4s3)cc1	Mus musculus	>	400.0	0
XTNFRILIQDRAPH-UHFFFAOYSA-N	COC(=O)c1ccc(OCCCN2CCC(CC2)C(=O)c3nc4ccccc4s3)cc1	Mus musculus	>	400.0	0
KHQHHRITVZPWRW-UHFFFAOYSA-N	NCCNCCCCCCNc1cccc2C(=O)c3ccccc3C(=O)c12	Mus musculus	=	200.0	1
VWPOSFSPZNDTMJ-UCWKZMIHSA-N	CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12	Mus musculus	=	4500.0	0
VWPOSFSPZNDTMJ-UCWKZMIHSA-N	CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12	Mus musculus	=	2708.1	0
DTOBTMTUCDAZIZ-UHFFFAOYSA-N	CCc1ccc(Oc2ccc(C)cc2CC(=O)O)c(Cl)c1	Rattus norvegicus	=	2853.0	1
WKBUBVJLPPZRGJ-WDTSGDEMSA-N	Cl.CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)N(CCCl)N=O)C(=O)N	Mus musculus	=	175.0	1
OIRAEJWYWSAQNG-UHFFFAOYSA-N	OC(=O)C1CCc2cc(C3CCCCC3)c(Cl)cc12	Mus musculus	=	34.0	0
OIRAEJWYWSAQNG-UHFFFAOYSA-N	OC(=O)C1CCc2cc(C3CCCCC3)c(Cl)cc12	Mus musculus	=	41.0	0
OIRAEJWYWSAQNG-UHFFFAOYSA-N	OC(=O)C1CCc2cc(C3CCCCC3)c(Cl)cc12	Mus musculus	=	252.0	0
NEEKVKZFYBQFGT-BTJKTKAUSA-N	Nc1c2C(O)CCCc2nc3ccccc13.OC(=O)\C=C/C(=O)O	Mus musculus	=	136.0	1
CHWBMSDWRPQJGQ-UHFFFAOYSA-N	COc1ccc(OCCCN2CCC(CC2)C(=O)c3nc4ccccc4s3)cc1	Mus musculus	>	400.0	0
MXFWWQICDIZSOA-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1	Mus musculus	=	25.0	0
MXFWWQICDIZSOA-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1	Mus musculus	=	25.8	0
MXFWWQICDIZSOA-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1	Mus musculus	=	593.0	0
MXFWWQICDIZSOA-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1	Mus musculus	=	1048.5	0
OENHQHLEOONYIE-JLTXGRSLSA-N	C\C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C)\C=C\C=C(/C)\C=C\C2=C(C)CCCC2(C)C	Mus musculus	=	26.0	0
OENHQHLEOONYIE-JLTXGRSLSA-N	C\C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C)\C=C\C=C(/C)\C=C\C2=C(C)CCCC2(C)C	Mus musculus	=	6749.0	0
NIVJPFDJZYTZMA-UHFFFAOYSA-N	NCCCCCCNc1cccc2C(=O)c3ccccc3C(=O)c12	Mus musculus	=	133.0	1
ZPQPDBIHYCBNIG-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2cc(oc12)C(=O)C	Mus musculus	=	102.0	0
ZPQPDBIHYCBNIG-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2cc(oc12)C(=O)C	Mus musculus	=	75.1	0
LWAFSWPYPHEXKX-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12	Mus musculus	=	54.5	0
LWAFSWPYPHEXKX-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12	Mus musculus	=	39.4	0
LWAFSWPYPHEXKX-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12	Mus musculus	=	810.0	0
LWAFSWPYPHEXKX-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12	Mus musculus	=	656.1	0
IUBSYMUCCVWXPE-UHFFFAOYSA-N	COCCc1ccc(OCC(O)CNC(C)C)cc1	Mus musculus	=	118.0	0
IUBSYMUCCVWXPE-UHFFFAOYSA-N	COCCc1ccc(OCC(O)CNC(C)C)cc1	Mus musculus	=	292.1	0
IUBSYMUCCVWXPE-UHFFFAOYSA-N	COCCc1ccc(OCC(O)CNC(C)C)cc1	Mus musculus	=	2090.0	0
IUBSYMUCCVWXPE-UHFFFAOYSA-N	COCCc1ccc(OCC(O)CNC(C)C)cc1	Mus musculus	=	3060.6	0
BLJRIMJGRPQVNF-JTQLQIEISA-N	CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2	Mus musculus	=	1190.0	0
BLJRIMJGRPQVNF-JTQLQIEISA-N	CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2	Mus musculus	=	1464.5	0
UUOJIACWOAYWEZ-UHFFFAOYSA-N	Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1	Mus musculus	=	17.0	0
UUOJIACWOAYWEZ-UHFFFAOYSA-N	Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1	Mus musculus	=	15.9	0
JEDNHHFGXJUGRV-CMOCDZPBSA-N	CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNOC(=O)C(C)(C)C)NC(=O)[C@@H]2CCCN2C(=O)N(CCCl)N=O)C(=O)N	Mus musculus	=	300.0	1
IXHBTMCLRNMKHZ-LBPRGKRZSA-N	CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12	Mus musculus	=	25.0	0
IXHBTMCLRNMKHZ-LBPRGKRZSA-N	CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12	Mus musculus	=	37.7	0
IXHBTMCLRNMKHZ-LBPRGKRZSA-N	CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12	Mus musculus	=	700.0	0
IXHBTMCLRNMKHZ-LBPRGKRZSA-N	CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12	Mus musculus	=	797.9	0
HLOBSLOGSOBWJY-UWVGGRQHSA-N	CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O)C(=O)N	Mus musculus	=	150.0	1
ILDQFGBFCPVRIF-JYJNAYRXSA-N	CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC=O)NC(=O)N(CCCl)N=O)C(=O)N	Mus musculus	=	260.0	1
AKLNLVOZXMQGSI-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1ccccc1OCC2CCCO2	Mus musculus	=	409.0	0
AKLNLVOZXMQGSI-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1ccccc1OCC2CCCO2	Mus musculus	=	237.7	0
HRSANNODOVBCST-UHFFFAOYSA-N	CC(C)NCC(O)c1ccc2ccccc2c1	Mus musculus	=	46.0	0
HRSANNODOVBCST-UHFFFAOYSA-N	CC(C)NCC(O)c1ccc2ccccc2c1	Mus musculus	=	38.0	0
HRSANNODOVBCST-UHFFFAOYSA-N	CC(C)NCC(O)c1ccc2ccccc2c1	Mus musculus	=	512.0	0
HRSANNODOVBCST-UHFFFAOYSA-N	CC(C)NCC(O)c1ccc2ccccc2c1	Mus musculus	=	486.4	0
GOEMGAFJFRBGGG-UHFFFAOYSA-N	CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C	Mus musculus	=	76.0	0
GOEMGAFJFRBGGG-UHFFFAOYSA-N	CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C	Mus musculus	=	82.2	0
NWIUTZDMDHAVTP-UHFFFAOYSA-N	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1	Mus musculus	=	37.0	0
NWIUTZDMDHAVTP-UHFFFAOYSA-N	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1	Mus musculus	=	38.0	0
NWIUTZDMDHAVTP-UHFFFAOYSA-N	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1	Mus musculus	=	944.0	0
NWIUTZDMDHAVTP-UHFFFAOYSA-N	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1	Mus musculus	=	624.8	0
VCVQSRCYSKKPBA-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1ccccc1C#N	Mus musculus	=	1349.0	0
VCVQSRCYSKKPBA-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1ccccc1C#N	Mus musculus	=	998.3	0
IDKAXRLETRCXKS-UHFFFAOYSA-N	OC(=O)Cc1ccccc1Oc2ccc(Cl)cc2Cl	Rattus norvegicus	=	2500.0	1
ZOBZYPPNZPDEHJ-UHFFFAOYSA-N	NC(=O)C1CCCN1C(=O)N(CCCl)N=O	Mus musculus	=	140.0	1
CMMBKQPJAONVII-TUFLPTIASA-N	CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)N(CCCl)N=O)NC(=O)[C@@H]2CCCN2C(=O)N(CCCl)N=O)C(=O)N	Mus musculus	=	220.0	1
YLJREFDVOIBQDA-UHFFFAOYSA-N	Nc1c2CCCCc2nc3ccccc13	Mus musculus	=	39.8	1
IPTXXHDVZIXYPK-UHFFFAOYSA-N	NCCCCNc1cccc2C(=O)c3ccccc3C(=O)c12	Mus musculus	=	200.0	1
JOATXPAWOHTVSZ-UHFFFAOYSA-N	CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C	Mus musculus	=	56.2	0
JOATXPAWOHTVSZ-UHFFFAOYSA-N	CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C	Mus musculus	=	42.8	0
JOATXPAWOHTVSZ-UHFFFAOYSA-N	CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C	Mus musculus	=	1834.0	0
JOATXPAWOHTVSZ-UHFFFAOYSA-N	CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C	Mus musculus	=	1768.5	0
MPGBPFMOOXKQRX-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2CC=Cc12	Mus musculus	=	26.0	0
MPGBPFMOOXKQRX-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2CC=Cc12	Mus musculus	=	32.4	0
GXDCFPCXWURGAX-UHFFFAOYSA-N	CC(=O)Nc1ccc(OCCCN2CCC(CC2)C(=O)c3nc4ccccc4s3)cc1	Mus musculus	>	400.0	0
OMCPLEZZPVJJIS-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2CC(COc12)O[N+](=O)[O-]	Mus musculus	=	74.0	0
OMCPLEZZPVJJIS-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2CC(COc12)O[N+](=O)[O-]	Mus musculus	=	63.6	0
OMCPLEZZPVJJIS-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2CC(COc12)O[N+](=O)[O-]	Mus musculus	=	540.0	0
OMCPLEZZPVJJIS-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2CC(COc12)O[N+](=O)[O-]	Mus musculus	=	742.2	0
IRNUMHPICHMPTD-UHFFFAOYSA-N	COc1cccc(CN2CCC(CC2)C(=O)c3nc4ccccc4s3)c1	Mus musculus	=	400.0	0
HTWFXPCUFWKXOP-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1cccc2CCCSc12	Mus musculus	=	37.0	0
HTWFXPCUFWKXOP-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1cccc2CCCSc12	Mus musculus	=	34.1	0
UYPFAWKFCWHLQX-MUGJNUQGSA-N	CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC=O)NC(=O)[C@@H]2CCCN2C(=O)N(CCCl)N=O)C(=O)N	Mus musculus	=	250.0	1
SGUAFYQXFOLMHL-UHFFFAOYSA-N	CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N	Mus musculus	=	47.0	0
SGUAFYQXFOLMHL-UHFFFAOYSA-N	CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N	Mus musculus	=	51.1	0
SGUAFYQXFOLMHL-UHFFFAOYSA-N	CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N	Mus musculus	=	1450.0	0
