rank=75 iter=300 dis_sim= lin_norm
rank	TPR
1	0.066811
2	0.10587
3	0.14494
4	0.18173
5	0.21116
6	0.24088
7	0.26975
8	0.29749
9	0.32098
10	0.35267
11	0.38465
12	0.40531
13	0.43249
14	0.45769
15	0.47976
16	0.49561
17	0.5092
18	0.52674
19	0.54288
20	0.56128
21	0.57317
22	0.5859
23	0.60118
24	0.61618
25	0.63147
26	0.64336
27	0.65581
28	0.6677
29	0.67874
30	0.68723
31	0.69373
32	0.70336
33	0.71326
34	0.72317
35	0.73053
36	0.73789
37	0.74468
38	0.75346
39	0.76195
40	0.77101
41	0.77893
42	0.78403
43	0.79139
44	0.79874
45	0.80525
46	0.81261
47	0.82025
48	0.82818
49	0.83526
50	0.84064
51	0.8463
52	0.85055
53	0.85734
54	0.86272
55	0.86809
56	0.87206
57	0.87715
58	0.88083
59	0.88649
60	0.89046
61	0.893
62	0.89697
63	0.90234
64	0.90404
65	0.90744
66	0.91168
67	0.91508
68	0.91876
69	0.92046
70	0.92386
71	0.92753
72	0.9315
73	0.93348
74	0.93631
75	0.93914
76	0.94084
77	0.94253
78	0.94565
79	0.94933
80	0.95159
81	0.95329
82	0.95584
83	0.9581
84	0.96037
85	0.96291
86	0.96376
87	0.96744
88	0.97027
89	0.97112
90	0.97225
91	0.97282
92	0.97452
93	0.97622
94	0.97735
95	0.97961
96	0.98131
97	0.98329
98	0.98556
99	0.98669
100	0.98726
101	0.98839
102	0.98952
103	0.99037
104	0.99179
105	0.99377
106	0.9966
107	0.99858
108	1
