rank=75 iter=300 dis_sim= blank
rank	TPR
1	0.09879
2	0.17462
3	0.23263
4	0.27628
5	0.31707
6	0.35724
7	0.38737
8	0.41545
9	0.44005
10	0.46771
11	0.49108
12	0.51403
13	0.53146
14	0.54908
15	0.56569
16	0.58434
17	0.60012
18	0.61467
19	0.63107
20	0.64664
21	0.65812
22	0.67226
23	0.68661
24	0.69789
25	0.70977
26	0.72043
27	0.73068
28	0.74052
29	0.74667
30	0.75651
31	0.76409
32	0.7729
33	0.78069
34	0.78889
35	0.79525
36	0.8018
37	0.80898
38	0.81697
39	0.82578
40	0.83173
41	0.83788
42	0.84341
43	0.84853
44	0.85058
45	0.85632
46	0.86329
47	0.86821
48	0.87374
49	0.87948
50	0.88337
51	0.8887
52	0.89157
53	0.89526
54	0.89813
55	0.90305
56	0.90674
57	0.91084
58	0.91371
59	0.91781
60	0.92335
61	0.9256
62	0.92827
63	0.93032
64	0.93257
65	0.93605
66	0.93892
67	0.94056
68	0.9422
69	0.94753
70	0.94917
71	0.95122
72	0.95306
73	0.9545
74	0.95675
75	0.95901
76	0.96188
77	0.96311
78	0.96495
79	0.96618
80	0.96803
81	0.96967
82	0.97069
83	0.97254
84	0.97438
85	0.97541
86	0.97664
87	0.97766
88	0.9791
89	0.97951
90	0.98156
91	0.98217
92	0.98278
93	0.98442
94	0.98483
95	0.98606
96	0.98627
97	0.98688
98	0.98791
99	0.98873
100	0.98934
101	0.99016
102	0.99119
103	0.99201
104	0.99365
105	0.99426
106	0.99672
107	0.99754
108	1
