rank=75 iter=300 dis_sim= blank
rank	TPR
1	0.063121
2	0.10699
3	0.14152
4	0.18398
5	0.21314
6	0.24484
7	0.27428
8	0.30173
9	0.32947
10	0.35806
11	0.3807
12	0.40334
13	0.42372
14	0.44579
15	0.46702
16	0.48343
17	0.49985
18	0.5174
19	0.53778
20	0.55504
21	0.57004
22	0.58561
23	0.59807
24	0.61052
25	0.62496
26	0.63656
27	0.65099
28	0.66203
29	0.67902
30	0.69006
31	0.7028
32	0.7144
33	0.72799
34	0.74044
35	0.75091
36	0.75997
37	0.77016
38	0.7812
39	0.78771
40	0.79648
41	0.80327
42	0.80752
43	0.81432
44	0.82083
45	0.8279
46	0.83158
47	0.84008
48	0.84659
49	0.85055
50	0.85847
51	0.86442
52	0.87008
53	0.87489
54	0.87885
55	0.88338
56	0.88763
57	0.89244
58	0.89697
59	0.90008
60	0.9049
61	0.90772
62	0.91084
63	0.91423
64	0.91933
65	0.92159
66	0.92556
67	0.9281
68	0.9315
69	0.93405
70	0.93716
71	0.93858
72	0.94113
73	0.94311
74	0.94565
75	0.94735
76	0.95046
77	0.95131
78	0.95358
79	0.95415
80	0.95783
81	0.96207
82	0.96462
83	0.96745
84	0.96886
85	0.96943
86	0.97141
87	0.97367
88	0.97622
89	0.97792
90	0.97962
91	0.98103
92	0.98188
93	0.98245
94	0.9833
95	0.985
96	0.98641
97	0.98754
98	0.98981
99	0.99037
100	0.99151
101	0.99292
102	0.99292
103	0.99434
104	0.99604
105	0.99688
106	0.99745
107	0.9983
108	1
