rank=75 iter=300 dis_sim= resnik_norm
rank	TPR
1	0.1035
2	0.17852
3	0.22976
4	0.27649
5	0.31523
6	0.34926
7	0.37734
8	0.41341
9	0.44129
10	0.46814
11	0.49663
12	0.51528
13	0.53639
14	0.55341
15	0.57124
16	0.58845
17	0.60362
18	0.61673
19	0.63231
20	0.64461
21	0.65813
22	0.67453
23	0.68826
24	0.69687
25	0.70855
26	0.71716
27	0.72823
28	0.73847
29	0.74769
30	0.75712
31	0.76553
32	0.77454
33	0.78438
34	0.79381
35	0.80057
36	0.80938
37	0.81574
38	0.82107
39	0.82906
40	0.835
41	0.84218
42	0.84874
43	0.85366
44	0.85858
45	0.86329
46	0.86759
47	0.87333
48	0.87948
49	0.88379
50	0.88789
51	0.89219
52	0.89752
53	0.90121
54	0.9049
55	0.90879
56	0.91289
57	0.91638
58	0.92027
59	0.92334
60	0.92621
61	0.92929
62	0.93277
63	0.93708
64	0.93954
65	0.94097
66	0.94445
67	0.94589
68	0.94876
69	0.95204
70	0.95347
71	0.95532
72	0.95716
73	0.9588
74	0.96044
75	0.9629
76	0.96474
77	0.96659
78	0.96761
79	0.97069
80	0.97253
81	0.97397
82	0.97561
83	0.97663
84	0.97806
85	0.97868
86	0.97909
87	0.9795
88	0.97991
89	0.97991
90	0.98032
91	0.98134
92	0.98257
93	0.98298
94	0.98339
95	0.98483
96	0.98708
97	0.98811
98	0.98872
99	0.98934
100	0.98975
101	0.99057
102	0.99077
103	0.99118
104	0.99221
105	0.99426
106	0.9959
107	0.99713
108	1
