rank=75 iter=300 dis_sim= path_norm
rank	TPR
1	0.063982
2	0.1053
3	0.1404
4	0.1704
5	0.20381
6	0.23438
7	0.26636
8	0.30116
9	0.33201
10	0.35918
11	0.38323
12	0.4039
13	0.42711
14	0.44381
15	0.46702
16	0.48627
17	0.5041
18	0.52335
19	0.5409
20	0.55816
21	0.56977
22	0.58336
23	0.60006
24	0.61534
25	0.62751
26	0.64024
27	0.65157
28	0.66515
29	0.67959
30	0.69374
31	0.70223
32	0.70987
33	0.72091
34	0.73025
35	0.74044
36	0.74921
37	0.75742
38	0.76704
39	0.77497
40	0.78318
41	0.79393
42	0.80271
43	0.80979
44	0.81375
45	0.81941
46	0.82705
47	0.833
48	0.83781
49	0.8446
50	0.84942
51	0.85479
52	0.86046
53	0.86697
54	0.87319
55	0.87801
56	0.88509
57	0.8916
58	0.89697
59	0.90065
60	0.90348
61	0.90744
62	0.90999
63	0.91254
64	0.91622
65	0.91905
66	0.92217
67	0.92613
68	0.92868
69	0.93179
70	0.93547
71	0.93801
72	0.94084
73	0.94396
74	0.94651
75	0.94933
76	0.95103
77	0.95301
78	0.95556
79	0.95895
80	0.96009
81	0.96292
82	0.9649
83	0.96716
84	0.96914
85	0.97027
86	0.97282
87	0.97452
88	0.97509
89	0.97565
90	0.97622
91	0.97763
92	0.97961
93	0.98103
94	0.98301
95	0.98329
96	0.98471
97	0.98584
98	0.98839
99	0.98981
100	0.99207
101	0.9932
102	0.99462
103	0.99547
104	0.99603
105	0.99717
106	0.99773
107	0.99915
108	1
