rank=75 iter=300 dis_sim= resnik_norm
rank	TPR
1	0.062278
2	0.10842
3	0.14324
4	0.18002
5	0.2106
6	0.23946
7	0.2706
8	0.29664
9	0.32127
10	0.34647
11	0.37223
12	0.39882
13	0.42175
14	0.44439
15	0.46533
16	0.48457
17	0.50298
18	0.51713
19	0.53468
20	0.55392
21	0.57119
22	0.58704
23	0.60119
24	0.61449
25	0.62722
26	0.63798
27	0.6476
28	0.65638
29	0.66515
30	0.67478
31	0.68497
32	0.6946
33	0.70308
34	0.71468
35	0.72318
36	0.73507
37	0.74129
38	0.75091
39	0.7594
40	0.76478
41	0.77242
42	0.78148
43	0.78742
44	0.79818
45	0.80582
46	0.81233
47	0.81828
48	0.8245
49	0.82903
50	0.83469
51	0.83979
52	0.8463
53	0.85253
54	0.85847
55	0.86442
56	0.87065
57	0.87801
58	0.88254
59	0.88791
60	0.89329
61	0.89782
62	0.9032
63	0.9066
64	0.90971
65	0.91367
66	0.9182
67	0.92075
68	0.92217
69	0.92414
70	0.92613
71	0.92867
72	0.9315
73	0.93546
74	0.93999
75	0.94226
76	0.94509
77	0.94622
78	0.94848
79	0.95188
80	0.95471
81	0.95612
82	0.95726
83	0.96009
84	0.96122
85	0.96405
86	0.96433
87	0.9666
88	0.96858
89	0.96999
90	0.97311
91	0.97509
92	0.97679
93	0.9782
94	0.97934
95	0.9833
96	0.98528
97	0.9867
98	0.98896
99	0.98953
100	0.99123
101	0.99179
102	0.99236
103	0.99292
104	0.99462
105	0.99632
106	0.99774
107	0.99859
108	1
