1, 1, 0.9997
1, 2, 0.6556
1, 3, 0.5755
1, 4, 0.7228
1, 5, 0.6319
1, 6, 0.4179
1, 7, 0.5036
1, 8, 0.5989
1, 9, 0.4248
1, 10, 0.5543
1, 11, 0.5965
1, 12, 0.4968
1, 13, 0.6730
1, 14, 0.6715
1, 15, 0.6737
1, 16, 0.5334
1, 17, 0.6993
1, 18, 0.4514
1, 19, 0.5412
1, 20, 0.4284
1, 21, 0.5718
1, 22, 0.4660
1, 23, 0.6657
1, 24, 0.6758
1, 25, 0.5103
1, 26, 0.4630
1, 27, 0.6816
1, 28, 0.4945
1, 29, 0.7787
1, 30, 0.6457
1, 31, 0.6559
1, 32, 0.6441
1, 33, 0.6062
1, 34, 0.5353
1, 35, 0.5190
1, 36, 0.4981
1, 37, 0.4339
1, 38, 0.4089
1, 39, 0.4398
1, 40, 0.4323
1, 41, 0.3731
1, 42, 0.3482
1, 43, 0.5118
1, 44, 0.4451
1, 45, 0.4564
1, 46, 0.6384
1, 47, 0.8653
1, 48, 0.5563
1, 49, 0.4530
1, 50, 0.4672
1, 51, 0.7059
1, 52, 0.5236
1, 53, 0.7576
1, 54, 0.7404
1, 55, 0.3029
1, 56, 0.8043
1, 57, 0.5142
1, 58, 0.5686
1, 59, 0.6399
1, 60, 0.6279
1, 61, 0.6571
1, 62, 0.5333
1, 63, 0.8003
1, 64, 0.6849
1, 65, 0.6602
1, 66, 0.5313
1, 67, 0.5306
1, 68, 0.5540
1, 69, 0.6174
1, 70, 0.5851
1, 71, 0.4443
1, 72, 0.6427
1, 73, 0.4579
1, 74, 0.6667
1, 75, 0.7293
1, 76, 0.5123
1, 77, 0.6637
1, 78, 0.3482
1, 79, 0.6117
1, 80, 0.7197
1, 81, 0.7682
1, 82, 0.6197
1, 83, 0.6255
1, 84, 0.5697
1, 85, 0.3948
1, 86, 0.7286
1, 87, 0.5835
1, 88, 0.5051
1, 89, 0.6589
1, 90, 0.6956
1, 91, 0.5788
1, 92, 0.4842
1, 93, 0.4884
1, 94, 0.5052
1, 95, 0.5705
1, 96, 0.4633
1, 97, 0.5873
1, 98, 0.5849
1, 99, 0.5189
1, 100, 0.3752
1, 101, 0.5595
1, 102, 0.4842
1, 103, 0.3298
1, 104, 0.7446
1, 105, 0.6179
1, 106, 0.7114
1, 107, 0.4009
1, 108, 0.4671
2, 1, 0.6556
2, 2, 1.0000
2, 3, 0.8570
2, 4, 0.7813
2, 5, 0.8111
2, 6, 0.5892
2, 7, 0.6802
