1, 1, 0.8304
1, 2, 0.1370
1, 3, 0.1370
1, 4, 0.1370
1, 5, 0.1370
1, 6, 0.1370
1, 7, 0.0209
1, 8, 0.1370
1, 9, 0.1370
1, 10, 0.1370
1, 11, 0.1370
1, 12, 0.1370
1, 13, 0.1370
1, 14, 0.1370
1, 15, 0.1370
1, 16, 0.1370
1, 17, 0.0209
1, 18, 0.1370
1, 19, 0.1370
1, 20, 0.1370
1, 21, 0.1370
1, 22, 0.0000
1, 23, 0.1370
1, 24, 0.1370
1, 25, 0.1370
1, 26, 0.1370
1, 27, 0.1370
1, 28, 0.1370
1, 29, 0.1370
1, 30, 0.1370
1, 31, 0.1370
1, 32, 0.1370
1, 33, 0.1370
1, 34, 0.0209
1, 35, 0.0209
1, 36, 0.1370
1, 37, 0.1370
1, 38, 0.0000
1, 39, 0.1370
1, 40, 0.1370
1, 41, 0.1370
1, 42, 0.1370
1, 43, 0.1370
1, 44, 0.1370
1, 45, 0.1370
1, 46, 0.1370
1, 47, 0.4600
1, 48, 0.0209
1, 49, 0.1370
1, 50, 0.1370
1, 51, 0.1370
1, 52, 0.1370
1, 53, 0.5509
1, 54, 0.2365
1, 55, 0.1370
1, 56, 0.2365
1, 57, 0.1370
1, 58, 0.1370
1, 59, 0.1370
1, 60, 0.1370
1, 61, 0.1370
1, 62, 0.1370
1, 63, 0.5509
1, 64, 0.1370
1, 65, 0.1370
1, 66, 0.1370
1, 67, 0.1370
1, 68, 0.1370
1, 69, 0.1370
1, 70, 0.1370
1, 71, 0.1370
1, 72, 0.1370
1, 73, 0.1370
1, 74, 0.1370
1, 75, 0.1370
1, 76, 0.1370
1, 77, 0.1370
1, 78, 0.1370
1, 79, 0.1370
1, 80, 0.1370
1, 81, 0.4600
1, 82, 0.1370
1, 83, 0.1370
1, 84, 0.1370
1, 85, 0.1370
1, 86, 0.1370
1, 87, 0.1370
1, 88, 0.1370
1, 89, 0.1370
1, 90, 0.1370
1, 91, 0.1370
1, 92, 0.0209
1, 93, 0.1370
1, 94, 0.0209
1, 95, 0.2365
1, 96, 0.1370
1, 97, 0.1370
1, 98, 0.1370
1, 99, 0.1370
1, 100, 0.1370
1, 101, 0.1370
1, 102, 0.1370
1, 103, 0.1370
1, 104, 0.1370
1, 105, 0.1370
1, 106, 0.1370
1, 107, 0.1370
1, 108, 0.0000
2, 1, 0.1370
2, 2, 0.5848
2, 3, 0.1370
2, 4, 0.1370
2, 5, 0.1370
2, 6, 0.1370
2, 7, 0.0209
2, 8, 0.1370
2, 9, 0.1370
2, 10, 0.1370
2, 11, 0.1370
2, 12, 0.1370
2, 13, 0.4317
2, 14, 0.1370
2, 15, 0.1370
2, 16, 0.1370
2, 17, 0.0209
2, 18, 0.1370
2, 19, 0.1370
2, 20, 0.1370
2, 21, 0.1370
2, 22, 0.0000
2, 23, 0.1370
2, 24, 0.1370
2, 25, 0.1370
2, 26, 0.1370
2, 27, 0.1370
2, 28, 0.1370
2, 29, 0.1370
2, 30, 0.1370
2, 31, 0.1370
2, 32, 0.1370
2, 33, 0.1370
2, 34, 0.0209
2, 35, 0.0209
2, 36, 0.1370
2, 37, 0.1370
2, 38, 0.0000
2, 39, 0.1370
2, 40, 0.1370
2, 41, 0.1370
2, 42, 0.1370
2, 43, 0.1370
2, 44, 0.1370
2, 45, 0.1370
2, 46, 0.1370
2, 47, 0.1370
2, 48, 0.0209
2, 49, 0.1370
2, 50, 0.1370
2, 51, 0.1370
2, 52, 0.1370
2, 53, 0.1370
2, 54, 0.1370
2, 55, 0.1370
2, 56, 0.1370
2, 57, 0.1370
2, 58, 0.1370
2, 59, 0.1370
2, 60, 0.1370
2, 61, 0.1370
2, 62, 0.1370
2, 63, 0.1370
2, 64, 0.1370
2, 65, 0.1370
2, 66, 0.4317
2, 67, 0.1370
2, 68, 0.1370
2, 69, 0.1370
2, 70, 0.1370
2, 71, 0.1370
2, 72, 0.1370
2, 73, 0.1370
2, 74, 0.1370
2, 75, 0.1370
2, 76, 0.1370
2, 77, 0.1370
2, 78, 0.1370
2, 79, 0.1370
2, 80, 0.1370
2, 81, 0.1370
2, 82, 0.1370
2, 83, 0.1370
2, 84, 0.1370
2, 85, 0.1370
2, 86, 0.1370
2, 87, 0.1370
2, 88, 0.1370
2, 89, 0.1370
2, 90, 0.1370
2, 91, 0.1370
2, 92, 0.0209
2, 93, 0.1370
2, 94, 0.0209
2, 95, 0.1370
2, 96, 0.1370
2, 97, 0.4317
2, 98, 0.1370
2, 99, 0.1370
2, 100, 0.1370
2, 101, 0.1370
2, 102, 0.1370
2, 103, 0.1370
2, 104, 0.1370
2, 105, 0.1370
2, 106, 0.1370
2, 107, 0.4317
2, 108, 0.0000
3, 1, 0.1370
3, 2, 0.1370
3, 3, 0.6622
3, 4, 0.1370
3, 5, 0.1370
3, 6, 0.3488
3, 7, 0.0209
3, 8, 0.3786
3, 9, 0.1370
3, 10, 0.1370
3, 11, 0.1370
3, 12, 0.3488
3, 13, 0.1370
3, 14, 0.1370
3, 15, 0.1370
3, 16, 0.1370
3, 17, 0.0209
3, 18, 0.1370
3, 19, 0.3488
3, 20, 0.3786
3, 21, 0.1370
3, 22, 0.0000
3, 23, 0.1370
3, 24, 0.1370
3, 25, 0.1370
3, 26, 0.1370
3, 27, 0.1370
3, 28, 0.1370
3, 29, 0.1370
3, 30, 0.1370
3, 31, 0.3488
3, 32, 0.1370
3, 33, 0.1370
3, 34, 0.0209
3, 35, 0.0209
3, 36, 0.1370
3, 37, 0.1370
3, 38, 0.0000
3, 39, 0.1370
3, 40, 0.3786
3, 41, 0.3488
3, 42, 0.3488
3, 43, 0.1370
3, 44, 0.1370
3, 45, 0.1370
3, 46, 0.1370
3, 47, 0.1370
3, 48, 0.0209
3, 49, 0.1370
3, 50, 0.1370
3, 51, 0.1370
3, 52, 0.1370
3, 53, 0.1370
3, 54, 0.1370
3, 55, 0.1370
3, 56, 0.1370
3, 57, 0.1370
3, 58, 0.1370
3, 59, 0.1370
3, 60, 0.1370
3, 61, 0.1370
3, 62, 0.1370
3, 63, 0.1370
3, 64, 0.1370
3, 65, 0.1370
3, 66, 0.1370
3, 67, 0.1370
3, 68, 0.1370
3, 69, 0.1370
3, 70, 0.1370
3, 71, 0.1370
3, 72, 0.1370
3, 73, 0.3488
3, 74, 0.1370
3, 75, 0.1370
3, 76, 0.1370
3, 77, 0.1370
3, 78, 0.1370
3, 79, 0.3488
3, 80, 0.1370
3, 81, 0.1370
3, 82, 0.1370
3, 83, 0.3786
3, 84, 0.3439
3, 85, 0.1370
3, 86, 0.1370
3, 87, 0.1370
3, 88, 0.1370
3, 89, 0.1370
3, 90, 0.1370
3, 91, 0.1370
3, 92, 0.0209
3, 93, 0.1370
3, 94, 0.0209
3, 95, 0.1370
3, 96, 0.1370
3, 97, 0.1370
3, 98, 0.1370
3, 99, 0.1370
3, 100, 0.1370
3, 101, 0.1370
3, 102, 0.3786
3, 103, 0.1370
3, 104, 0.1370
3, 105, 0.1370
3, 106, 0.1370
3, 107, 0.1370
3, 108, 0.0000
4, 1, 0.1370
4, 2, 0.1370
4, 3, 0.1370
4, 4, 0.6947
4, 5, 0.1370
4, 6, 0.1370
4, 7, 0.0209
4, 8, 0.1370
4, 9, 0.1370
4, 10, 0.1370
4, 11, 0.1370
4, 12, 0.1370
4, 13, 0.1370
4, 14, 0.1370
4, 15, 0.1370
4, 16, 0.1370
4, 17, 0.0209
4, 18, 0.1370
4, 19, 0.1370
4, 20, 0.1370
4, 21, 0.1370
4, 22, 0.0000
4, 23, 0.1370
4, 24, 0.2685
4, 25, 0.1370
4, 26, 0.1370
4, 27, 0.1370
4, 28, 0.1370
4, 29, 0.2685
4, 30, 0.1370
4, 31, 0.1370
4, 32, 0.1370
4, 33, 0.1370
4, 34, 0.0209
4, 35, 0.0209
4, 36, 0.1370
4, 37, 0.1370
4, 38, 0.0000
4, 39, 0.1370
4, 40, 0.1370
4, 41, 0.1370
4, 42, 0.1370
4, 43, 0.1370
4, 44, 0.1370
4, 45, 0.1370
4, 46, 0.1370
4, 47, 0.1370
4, 48, 0.0209
4, 49, 0.1370
4, 50, 0.1370
4, 51, 0.2685
4, 52, 0.2685
4, 53, 0.1370
4, 54, 0.1370
4, 55, 0.1370
4, 56, 0.1370
4, 57, 0.1370
4, 58, 0.1370
4, 59, 0.1370
4, 60, 0.1370
4, 61, 0.1370
4, 62, 0.2542
4, 63, 0.1370
4, 64, 0.1370
4, 65, 0.1370
4, 66, 0.1370
4, 67, 0.2929
4, 68, 0.1370
4, 69, 0.2929
4, 70, 0.1370
