,ADAR1,AGO1,AGO2,AGO4,ALKBH5,ATXN2,C17ORF85,C22ORF28,CAPRIN1,CELF1,CPEB1,DDX21,DGCR8,EIF3A,EIF3B,EIF3D,EIF3G,EIF4A3,ELAVL1,EWSR1,FMR1_iso1,FMR1_iso7,FUS,FXR1,FXR2,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPF,HNRNPH1,HNRNPU,IGF2BP1,IGF2BP2,IGF2BP3,LARP4B,LIN28A,LIN28B,METTL3,MOV10,MSI1,PABPC1,PARK7,PCBP2,PUM1,PUM2,QKI,RBFOX2,RBM10,RBM47,RBPMS,RC3H1,SRRM4,STAU1,TAF15,TARBP2,TARDBP,TIA1,TIAL1,TNRC6B,U2AF2,WDR33,YTHDF1,YTHDF2,ZC3H12A,ZC3H7B,ZFP36
IGF2BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0281858916171,0.0,0.0,0.0,0.0,0.0346594576664,0.0,-0.000483995874378,0.0,0.110511708868,-0.0101608739743,0.00138744873068,0.00138744873068,0.00146152999897,0.00858877224949,0.00825780437926,0.00488052467785,0.0174829704346,-0.00687932307899,0.00573230994248,0.044537235141,0.0537166799325,0.0,0.312987523826,1.0,0.312860367118,0.0,0.0,0.0,0.0,0.0,0.0650078378939,-0.0098774156445,0.0,0.067250236759,0.0,0.0,0.0253377298708,-0.00726949856791,0.000833467790007,-0.014985180038,0.106223055695,0.0,0.0,0.0,-0.000116526898632,0.0,0.00166806437603,-0.0171960284662,-0.0274268983621,0.0,0.0148058748137,0.0,0.0,0.0,0.0,0.0,0.0
IGF2BP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110627559312,0.0,0.0,0.0,0.0,0.0018533028918,0.0,-0.0166263922859,0.0,-0.0311556760453,-0.00672532453251,-0.00056800235756,-0.00056800235756,-0.00629989904433,0.00171243303623,0.00390452250219,-0.0177917499117,-0.0204051166189,-0.0178523591414,-0.0290463884541,-0.00643052965926,-0.0104727441039,0.0,0.943612700072,0.312860367118,1.0,0.0,0.0,0.0,0.0,0.0,-0.0181822723429,-0.00608213980092,0.0,0.0236028993143,0.0,0.0,-0.000244107716418,-0.0179583685215,-0.0058021775934,-0.0135868284452,0.015125976581,0.0,0.0,0.0,-0.00217929658774,0.0,-0.0118045006243,-0.0284982325016,-0.0249244596197,0.0,-0.0103938126525,0.0,0.0,0.0,0.0,0.0,0.0
LARP4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIN28A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.329984652377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIN28B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329984652377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOV10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00935732228128,0.0,0.0,0.0,0.0,-0.0109610501003,0.0,0.00738379780377,0.0,0.100509323885,0.00509512958543,0.0,0.0,0.312509204682,0.0,0.0,0.0371583433285,0.185334035094,0.0370075382526,0.129795447817,0.00553907758661,0.0720235467264,0.0,0.0103904856538,0.0650078378939,-0.0181822723429,0.0,0.0,0.0,0.0,0.0,1.0,-0.00642043953636,0.0,0.0,0.0,0.0,0.0,0.0178752739375,-0.00673986967331,-0.0152383078409,-0.0151491557322,0.0,0.0,0.0,-0.00221435380413,0.0,0.0176024071601,0.0219844425463,0.0209406980002,0.0,-0.0141846934308,0.0,0.0,0.0,0.0,0.0,0.0
PABPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009681164601,0.0,0.0,0.0,0.0,-0.0119592859749,0.0,-0.00132516137004,0.0,-0.00516114949276,0.000811698339791,0.0,0.0,-0.00352676720801,0.0,0.0,-0.00480244282279,-0.00430995574788,-0.00804712620036,0.0139211425072,-0.0134137371167,-0.0164925348874,0.0,-0.00550449353621,-0.0098774156445,-0.00608213980092,0.0,0.0,0.0,0.0,0.0,-0.00642043953636,1.0,0.0,0.0,0.0,0.0,0.0,-0.00250599883013,-0.0031288237498,0.00130333160861,-0.00585145715703,0.0,0.0,0.0,-0.00254969460693,0.0,-0.00574406095957,-0.00380236994768,-0.00525641748584,0.0,-0.0113850804944,0.0,0.0,0.0,0.0,0.0,0.0
PARK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00290990123545,0.00290990123545,0.0,0.008497635663,0.0173787859437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271770433392,0.067250236759,0.0236028993143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0216999875321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.949668948496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949668948496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0255646786922,-0.0255646786922,0.0,-0.0236906998851,-0.0139857098887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108273707292,0.0253377298708,-0.000244107716418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216999875321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBFOX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782615702588,0.0,0.0,0.0,0.0,0.00455697997246,0.0,0.0586724015103,0.0,0.0836370387428,-0.0145675722785,0.0,0.0,-0.0191150568275,0.0,0.0,0.0112873323869,0.0235226780401,0.0927438586202,0.0585539485263,0.0370107739051,0.0362277566625,0.0,-0.0143050269057,-0.00726949856791,-0.0179583685215,0.0,0.0,0.0,0.0,0.0,0.0178752739375,-0.00250599883013,0.0,0.0,0.0,0.0,0.0,1.0,-0.0144061068087,-0.0070688417391,0.00548241371562,0.0,0.0,0.0,-0.0114955458516,0.0,0.000796035151426,0.0864903796261,0.0599673013255,0.0,0.00908705534111,0.0,0.0,0.0,0.0,0.0,0.0
RBM10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00996929930455,0.0,0.0,0.0,0.0,-0.0159649692901,0.0,-0.0148835085566,0.0,-0.0189537809196,-0.00169318571892,0.0,0.0,-0.00189653910449,0.0,0.0,-0.00855453596874,-0.00855780949928,-0.0217008701282,-0.0126666944698,-0.0156056128251,-0.018648881793,0.0,-0.00436238587587,0.000833467790007,-0.0058021775934,0.0,0.0,0.0,0.0,0.0,-0.00673986967331,-0.0031288237498,0.0,0.0,0.0,0.0,0.0,-0.0144061068087,1.0,-0.00420107591204,-0.0116034003012,0.0,0.0,0.0,-0.000616564826941,0.0,-0.00150116146632,-0.0226331798198,-0.0168703945887,0.0,-0.0113550810478,0.0,0.0,0.0,0.0,0.0,0.0
RBM47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00697963141394,0.0,0.0,0.0,0.0,-0.00579223069988,0.0,-0.0122572760215,0.0,-0.0110978444308,-0.0103872456443,0.0,0.0,-0.0133653196412,0.0,0.0,0.0138627569752,-0.0101281865134,0.0184198770748,0.0309765735934,-0.0201198119563,-0.0261852467926,0.0,-0.00692799286275,-0.014985180038,-0.0135868284452,0.0,0.0,0.0,0.0,0.0,-0.0152383078409,0.00130333160861,0.0,0.0,0.0,0.0,0.0,-0.0070688417391,-0.00420107591204,1.0,-0.00332468204772,0.0,0.0,0.0,-0.00960104940206,0.0,-0.0072053582601,-0.00392243178133,0.00330563630346,0.0,-0.02010071215,0.0,0.0,0.0,0.0,0.0,0.0
RBPMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00622451792801,0.0,0.0,0.0,0.0,-0.0115897739221,0.0,0.00819288819903,0.0,0.00984247684406,-0.0121539169839,0.0,0.0,-0.0136968569051,0.0,0.0,-0.0146657361469,-0.0118198360601,-0.000143513380826,-0.00717288499488,0.0239091548877,0.0544182395053,0.0,0.0143178141341,0.106223055695,0.015125976581,0.0,0.0,0.0,0.0,0.0,-0.0151491557322,-0.00585145715703,0.0,0.0,0.0,0.0,0.0,0.00548241371562,-0.0116034003012,-0.00332468204772,1.0,0.0,0.0,0.0,-0.0108339463499,0.0,-0.0149616318396,-0.00363862517638,-0.0149046026007,0.0,-0.0158544447309,0.0,0.0,0.0,0.0,0.0,0.0
RC3H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20493616926,0.0
SRRM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAU1,0.00536981604136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189389758452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.230467633159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0144763388321,0.0,0.0,0.0,0.0,-0.0104673712099,0.0,-0.00137559372781,0.0,-0.00931158991774,0.940603906794,0.0,0.0,0.822149374247,0.0,0.0,0.00422874422343,-0.007468466495,-0.0138132154092,-0.00973575433758,0.015975876137,0.014859626123,0.0,-0.00502115970391,-0.000116526898632,-0.00217929658774,0.0,0.0,0.0,0.0,0.0,-0.00221435380413,-0.00254969460693,0.0,0.0,0.0,0.0,0.0,-0.0114955458516,-0.000616564826941,-0.00960104940206,-0.0108339463499,0.0,0.0,0.0,1.0,0.0,-8.26893924712e-05,-0.0130934737401,-0.0104979578147,0.0,0.0101147035494,0.0,0.0,0.0,0.0,0.0,0.0
TARBP2,-1.17165126476e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947518361126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230467633159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARDBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00792089010947,0.0,0.0,0.0,0.0,0.00144738793323,0.0,-0.00361123012805,0.0,0.0243936857294,0.00779223714667,0.0,0.0,-0.0036745578406,0.0,0.0,0.0658018350298,0.000300657128887,-0.012609918761,0.0266772719419,-0.00380964592149,0.00451266399919,0.0,-0.00222891819436,0.00166806437603,-0.0118045006243,0.0,0.0,0.0,0.0,0.0,0.0176024071601,-0.00574406095957,0.0,0.0,0.0,0.0,0.0,0.000796035151426,-0.00150116146632,-0.0072053582601,-0.0149616318396,0.0,0.0,0.0,-8.26893924712e-05,0.0,1.0,-0.0115945660654,-0.0162538834321,0.0,-0.00740132788338,0.0,0.0,0.0,0.0,0.0,0.0
TIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511979884935,0.0,0.0,0.0,0.0,0.149178867966,0.0,0.110464447054,0.0,0.146347113465,-0.0211677243534,0.0,0.0,-0.0224121932946,0.0,0.0,0.0215654823689,0.0514622159124,0.149304234303,0.0916508410522,0.0304329688818,0.0258171331277,0.0,-0.0198363216646,-0.0171960284662,-0.0284982325016,0.0,0.0,0.0,0.0,0.0,0.0219844425463,-0.00380236994768,0.0,0.0,0.0,0.0,0.0,0.0864903796261,-0.0226331798198,-0.00392243178133,-0.00363862517638,0.0,0.0,0.0,-0.0130934737401,0.0,-0.0115945660654,1.0,0.558624215815,0.0,0.0295582597675,0.0,0.0,0.0,0.0,0.0,0.0
TIAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166541779904,0.0,0.0,0.0,0.0,-0.00845457802272,0.0,0.0822651250243,0.0,0.0842861605042,-0.0178341219299,0.0,0.0,-0.0168420377768,0.0,0.0,0.00651600588121,0.0274136355239,0.0957847432545,0.0378938070341,0.00194888342438,-0.00463520233036,0.0,-0.0162861786689,-0.0274268983621,-0.0249244596197,0.0,0.0,0.0,0.0,0.0,0.0209406980002,-0.00525641748584,0.0,0.0,0.0,0.0,0.0,0.0599673013255,-0.0168703945887,0.00330563630346,-0.0149046026007,0.0,0.0,0.0,-0.0104979578147,0.0,-0.0162538834321,0.558624215815,1.0,0.0,0.00308530085343,0.0,0.0,0.0,0.0,0.0,0.0
TNRC6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U2AF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000570080818067,0.0,0.0,0.0,0.0,-0.0146560520092,0.0,0.0108715439778,0.0,0.0200945450145,-0.00312238100752,0.0,0.0,0.00251788764025,0.0,0.0,-0.00490214541742,-0.00837365785195,0.0435565355141,0.00129524343385,0.0465760757975,0.0305549392125,0.0,-0.014719595123,0.0148058748137,-0.0103938126525,0.0,0.0,0.0,0.0,0.0,-0.0141846934308,-0.0113850804944,0.0,0.0,0.0,0.0,0.0,0.00908705534111,-0.0113550810478,-0.02010071215,-0.0158544447309,0.0,0.0,0.0,0.0101147035494,0.0,-0.00740132788338,0.0295582597675,0.00308530085343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
YTHDF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.245860988954,0.0,0.0,0.0
YTHDF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245860988954,1.0,0.0,0.0,0.0
ZC3H12A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZC3H7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20493616926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZFP36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
