A5X5Y0	37
O08556	3521
O08565	3054
O08725	1598
O08726	742
O08786	2208
O08858	3283
O14842	1149
O15552	1549
O43193	1631
O43603	1320
O43613	479
O43614	715
O54798	3211
O54814	2994
O55193	2175
O55242	1127
O60755	273
O70342	941
O70526	467
O70528	1231
O88319	2338
O88410	1071
O95136	25
O95264	38
O95665	3714
O95977	69
P02699	3549
P04274	2811
P06199	3065
P07550	981
P08172	388
P08173	875
P08482	906
P08483	939
P08485	1364
P08588	1117
P08908	940
P08909	375
P08911	1603
P08912	3
P08913	436
P10608	1303
P10980	1061
P11229	72
P12657	1365
P13500	2742
P13501	4334
P13945	1195
P14416	473
P14600	549
P14842	376
P15823	517
P16177	1728
P16610	1976
P18089	876
P18090	509
P18130	1392
P18825	565
P18841	2556
P18871	1793
P18901	510
P19020	511
P19327	536
P19328	1570
P20272	444
P20288	1186
P20309	4
P20789	2842
P21451	1228
P21452	566
P21453	70
P21462	1020
P21554	107
P21556	95
P21728	916
P21729	1478
P21730	824
P21731	584
P21761	3307
P21917	512
P21918	2281
P22086	1571
P22888	3337
P22909	1572
P23944	518
P23945	2636
P24530	1042
P25021	622
P25024	665
P25025	657
P25095	655
P25099	833
P25100	1202
P25101	482
P25102	1604
P25103	207
P25104	643
P25105	371
P25106	1593
P25115	513
P25116	321
P25929	344
P26255	514
P26684	483
P28190	1262
P28221	1156
P28222	1157
P28223	420
P28335	421
P28336	723
P28564	1126
P28565	1605
P28566	1044
P28647	1263
P29089	2008
P29274	568
P29275	410
P29276	1065
P29371	13
P30098	961
P30411	868
P30518	958
P30542	725
P30543	834
P30545	1790
P30547	710
P30548	2399
P30550	2747
P30551	900
P30552	2982
P30553	1622
P30555	3158
P30556	535
P30557	825
P30559	1646
P30560	1529
P30680	3204
P30728	3434
P30729	515
P30872	1240
P30873	3284
P30874	1241
P30875	3285
P30935	2418
P30939	1045
P30940	1606
P30966	2041
P30968	14
P30969	726
P30987	948
P30989	1204
P30994	377
P31388	1607
P31389	1023
P31390	1563
P31391	1242
P32211	2775
P32238	45
P32239	46
P32240	2514
P32244	2623
P32245	526
P32246	193
P32247	938
P32248	2738
P32249	1411
P32300	550
P32302	1500
P32304	2273
P32305	966
P32745	1243
P33032	917
P33533	557
P33534	786
P33535	322
P33766	3386
P34968	1608
P34969	922
P34972	108
P34975	712
P34976	50
P34978	1591
P34981	3308
P34995	59
P35344	1216
P35345	2624
P35346	1244
P35348	1053
P35351	1144
P35363	2539
P35364	1609
P35365	1610
P35367	623
P35368	1205
P35370	2011
P35372	65
P35375	2515
P35377	2107
P35383	2780
P35408	1492
P35414	1501
P35462	474
P35463	1561
P35563	1275
P37288	959
P37289	2491
P41143	551
P41144	471
P41145	66
P41146	67
P41231	1801
P41595	569
P41597	200
P41968	1335
P42866	713
P43088	1060
P43114	1284
P43115	337
P43116	1663
P43119	2016
P43140	187
P43253	2047
P46002	3330
P46092	3342
P46098	1079
P46616	1265
P46663	208
P47746	2103
P47747	1309
P47898	1393
P47900	332
P47901	1094
P47936	1933
P48039	1206
P48145	681
P48302	3104
P48748	1131
P48974	2959
P49019	2217
P49146	345
P49285	1798
P49286	1600
P49288	1799
P49652	811
P49660	3286
P49681	651
P49682	24
P49684	390
P49892	1137
P50052	1525
P50129	1727
P50130	1687
P50391	1703
P50406	192
P51050	1800
P51436	2957
P51582	2228
P51675	1030
P51677	488
P51678	1385
P51679	288
P51680	1448
P51681	77
P51682	2300
P51683	1278
P51684	1182
P51685	758
P51686	4987
P52702	2884
P54833	516
P55085	685
P56481	2054
P58406	2340
P61073	1122
P61168	1612
P61169	582
P61794	1574
P61814	1544
P69332	2922
P70263	554
P70536	2182
P70596	1550
P70597	2568
P79291	1887
P79350	1888
P79400	2079
P97266	552
P97520	3210
P97583	2284
P97639	808
Q00788	1293
Q01337	1791
Q01338	1792
Q01717	3306
Q01718	1336
Q01726	1426
Q01727	2095
Q02152	2540
Q13258	336
Q13304	2017
Q13639	877
Q14330	852
Q15077	2229
Q15722	2051
Q15761	733
Q16581	921
Q1ZY22	3522
Q28044	1894
Q28838	1394
Q29010	2692
Q2NNR5	459
Q3BCU0	1085
Q3U6B2	1412
Q5DUB1	3033
Q5KSK8	2832
Q60612	2643
Q60613	2644
Q60614	1066
Q61224	3176
Q61614	3103
Q61616	2395
Q61618	2645
Q62053	2516
Q62758	878
Q62805	2368
Q62928	1285
Q63371	2867
Q63384	2268
Q63634	1257
Q63931	656
Q64077	2110
Q64264	1395
Q6IYF9	1352
Q6W5P4	1159
Q6XKD3	555
Q6Y1R5	2749
Q70Z44	39
Q75Z89	1396
Q7TQN9	1889
Q7TQP3	1769
Q80Z39	1074
Q8BLD9	3435
Q8JZL2	809
Q8K418	3212
Q8K4Z4	1225
Q8K5E0	3225
Q8MJ89	3253
Q8SPZ1	2060
Q8TCW9	1118
Q8TDS4	907
Q8TDS5	835
Q8TDU6	1232
Q8TDV5	1770
Q8WXA8	40
Q91ZY1	1616
Q91ZY2	2646
Q920H4	2776
Q923Y8	1590
Q923Y9	2833
Q924U1	1984
Q92633	1575
Q92847	364
Q95136	1391
Q95254	1599
Q969F8	1292
Q969V1	384
Q96G91	3073
Q96P65	1545
Q96RJ0	330
Q99500	71
Q99527	3238
Q99705	20
Q99P50	2382
Q9BDQ5	2657
Q9BDS8	2778
Q9BXA5	1354
Q9EP66	2305
Q9EPX4	731
Q9ERZ3	2777
Q9ERZ4	1356
Q9ESG6	1428
Q9GJU1	1692
Q9H1C0	1831
Q9H228	783
Q9H244	730
Q9H3N8	625
Q9HBW0	1832
Q9HC97	896
Q9JI35	2332
Q9JII9	1512
Q9JJ16	1276
Q9MYW9	3106
Q9NPC1	2378
Q9NS75	1515
Q9QYN8	626
Q9QZN9	971
Q9R0C9	560
Q9UBY5	1938
Q9UKP6	787
Q9WV26	1494
Q9Y271	768
Q9Y2T6	629
Q9Y5N1	627
Q9Y5Y4	426
Q9Z2J6	556
