47	DB00154	HOBAELRKJCKHQD-QNEBEIHSSA-N	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O
48	DB00155	RHGKLRLOHDJJDR-BYPYZUCNSA-N	N[C@@H](CCCNC(N)=O)C(O)=O
49	DB00156	AYFVYJQAPQTCCC-GBXIJSLDSA-N	C[C@@H](O)[C@H](N)C(O)=O
50	DB00157	BOPGDPNILDQYTO-NNYOXOHSSA-N	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
51	DB00158	OVBPIULPVIDEAO-LBPRGKRZSA-N	NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
52	DB00159	JAZBEHYOTPTENJ-JLNKQSITSA-N	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
53	DB00160	QNAYBMKLOCPYGJ-REOHCLBHSA-N	C[C@H](N)C(O)=O
54	DB00161	KZSNJWFQEVHDMF-BYPYZUCNSA-N	CC(C)[C@H](N)C(O)=O
55	DB00162	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
56	DB00163	GVJHHUAWPYXKBD-IEOSBIPESA-N	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
57	DB00165	LXNHXLLTXMVWPM-UHFFFAOYSA-N	CC1=C(O)C(CO)=C(CO)C=N1
58	DB00166	AGBQKNBQESQNJD-UHFFFAOYSA-N	OC(=O)CCCCC1CCSS1
59	DB00167	AGPKZVBTJJNPAG-WHFBIAKZSA-N	CC[C@H](C)[C@H](N)C(O)=O
60	DB00168	IAOZJIPTCAWIRG-QWRGUYRKSA-N	COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O
61	DB00169	QYSXJUFSXHHAJI-YRZJJWOYSA-N	CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
62	DB00170	MJVAVZPDRWSRRC-UHFFFAOYSA-N	CC1=CC(=O)C2=CC=CC=C2C1=O
63	DB00171	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
64	DB00172	ONIBWKKTOPOVIA-BYPYZUCNSA-N	OC(=O)[C@@H]1CCCN1
65	DB00173	GFFGJBXGBJISGV-UHFFFAOYSA-N	NC1=C2NC=NC2=NC=N1
66	DB00174	DCXYFEDJOCDNAF-REOHCLBHSA-N	N[C@@H](CC(N)=O)C(O)=O
67	DB00175	TUZYXOIXSAXUGO-PZAWKZKUSA-N	[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC
68	DB00176	CJOFXWAVKWHTFT-UHFFFAOYSA-N	COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
69	DB00177	ACWBQPMHZXGDFX-QFIPXVFZSA-N	CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O
70	DB00178	HDACQVRGBOVJII-JBDAPHQKSA-N	[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC
71	DB00179	HCZKYJDFEPMADG-TXEJJXNPSA-N	C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1
72	DB00180	XSFJVAJPIHIPKU-XWCQMRHXSA-N	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
73	DB00181	KPYSYYIEGFHWSV-UHFFFAOYSA-N	NCC(CC(O)=O)C1=CC=C(Cl)C=C1
74	DB00182	KWTSXDURSIMDCE-UHFFFAOYSA-N	CC(N)CC1=CC=CC=C1
75	DB00183	NEYNJQRKHLUJRU-DZUOILHNSA-N	CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
76	DB00184	SNICXCGAKADSCV-UHFFFAOYSA-N	CN1CCCC1C1=CN=CC=C1
77	DB00185	WUTYZMFRCNBCHQ-LHIURRSHSA-N	CC1O[C@@]2(CS1)CN1CCC2CC1
78	DB00186	DIWRORZWFLOCLC-UHFFFAOYSA-N	OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
79	DB00187	AQNDDEOPVVGCPG-UHFFFAOYSA-N	COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
80	DB00188	GXJABQQUPOEUTA-RDJZCZTQSA-N	CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
81	DB00189	ZEHYJZXQEQOSON-UHFFFAOYSA-N	[H]C(Cl)=CC(O)(CC)C#C
82	DB00190	TZFNLOMSOLWIDK-JTQLQIEISA-N	C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O
83	DB00191	DHHVAGZRUROJKS-UHFFFAOYSA-N	CC(C)(N)CC1=CC=CC=C1
84	DB00192	UCEWGESNIULAGX-UHFFFAOYSA-N	CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12
85	DB00193	TVYLLZQTGLZFBW-ZBFHGGJFSA-N	COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
86	DB00194	OIRDTQYFTABQOQ-UHTZMRCNSA-N	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
87	DB00195	NWIUTZDMDHAVTP-UHFFFAOYSA-N	CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1
88	DB00196	RFHAOTPXVQNOHP-UHFFFAOYSA-N	OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
89	DB00197	GXPHKUHSUJUWKP-UHFFFAOYSA-N	CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O
90	DB00198	VSZGPKBBMSAYNT-RRFJBIMHSA-N	CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
91	DB00199	ULGZDMOVFRHVEP-RWJQBGPGSA-N	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
92	DB00200	YOZNUFWCRFCGIH-WZHZPDAFSA-K	[H]O[Co+]N1\C2=C(C)/C3=N/C(=C\C4=N\C(=C(C)/C5=N[C@@](C)([C@@]1([H])[C@H](CC(=O)N)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@H](O[C@@H]1CO)N1C=NC2=CC(C)=C(C)C=C12)[C@@](C)(CC(N)=O)[C@@H]5CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)/C(C)(C)[C@@H]3CCC(=O)N
93	DB00201	RYYVLZVUVIJVGH-UHFFFAOYSA-N	CN1C=NC2=C1C(=O)N(C)C(=O)N2C
94	DB00202	AXOIZCJOOAYSMI-UHFFFAOYSA-N	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
95	DB00203	BNRNXUUZRGQAQC-UHFFFAOYSA-N	CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1
96	DB00204	IXTMWRCNAAVVAI-UHFFFAOYSA-N	CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
97	DB00205	WKSAUQYGYAYLPV-UHFFFAOYSA-N	CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1
98	DB00206	QEVHRUUCFGRFIF-MDEJGZGSSA-N	[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
99	DB00207	MQTOSJVFKKJCRP-BICOPXKESA-N	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
100	DB00208	PHWBOXQYWZNQIN-UHFFFAOYSA-N	ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
101	DB00209	OYYDSUSKLWTMMQ-JKHIJQBDSA-N	[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1
102	DB00210	LZCDAPDGXCYOEH-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2
103	DB00211	PTKSEFOSCHHMPD-UHFFFAOYSA-N	COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1
104	DB00212	UXIGZRQVLGFTOU-VQXQMPIVSA-N	[H][C@@](CC1=CC=CC=C1)(CS(=O)(=O)C(C)(C)C)C(O)=N[C@@]([H])(CC1=CN=CN1)C(O)=N[C@@]([H])(CC1CCCCC1)[C@@]([H])(O)[C@@]([H])(O)C1CC1
105	DB00213	IQPSEEYGBUAQFF-UHFFFAOYSA-N	COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1
106	DB00214	NGBFQHCMQULJNZ-UHFFFAOYSA-N	CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1
107	DB00215	WSEQXVZVJXJVFP-UHFFFAOYSA-N	CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
108	DB00216	PWVXXGRKLHYWKM-LJQANCHMSA-N	CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
109	DB00217	NIVZHWNOUVJHKV-UHFFFAOYSA-N	CN\C(NCC1=CC=CC=C1)=N/C
110	DB00218	FABPRXSRWADJSP-MEDUHNTESA-N	[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
111	DB00219	GFRUPHOKLBPHTQ-UHFFFAOYSA-N	CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
112	DB00220	QAGYKUNXZHXKMR-HKWSIXNMSA-N	[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C
113	DB00221	HUYWAWARQUIQLE-UHFFFAOYSA-N	CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1
114	DB00222	WIGIZIANZCJQQY-UHFFFAOYSA-N	CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O
115	DB00223	WXURHACBFYSXBI-XHIJKXOTSA-N	[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
116	DB00224	CBVCZFGXHXORBI-PXQQMZJSSA-N	CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12
117	DB00225	HZHFFEYYPYZMNU-UHFFFAOYSA-K	O=C1[O-][Gd+3]234567[O]=C(C[N]2(CC[N]3(CC([O-]4)=O)CC[N]5(CC(=[O]6)NC)CC(=O)[O-]7)C1)NC
118	DB00226	HPBNRIOWIXYZFK-UHFFFAOYSA-N	NC(N)=NCC1COC2(CCCCC2)O1
119	DB00227	PCZOHLXUXFIOCF-BXMDZJJMSA-N	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
120	DB00228	JPGQOUSTVILISH-UHFFFAOYSA-N	FC(F)OC(F)(F)C(F)Cl
121	DB00229	QYQDKDWGWDOFFU-IUODEOHRSA-N	[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O
122	DB00230	AYXYPKUFHZROOJ-ZETCQYMHSA-N	CC(C)C[C@H](CN)CC(O)=O
123	DB00231	SEQDDYPDSLOBDC-UHFFFAOYSA-N	CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1
124	DB00232	CESYKOGBSMNBPD-UHFFFAOYSA-N	CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
125	DB00233	WUBBRNOQWQTFEX-UHFFFAOYSA-N	NC1=CC(O)=C(C=C1)C(O)=O
126	DB00234	CBQGYUDMJHNJBX-RTBURBONSA-N	[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1
127	DB00235	PZRHRDRVRGEVNW-UHFFFAOYSA-N	CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1
128	DB00236	NJBFOOCLYDNZJN-UHFFFAOYSA-N	BrCCC(=O)N1CCN(CC1)C(=O)CCBr
129	DB00237	ZRIHAIZYIMGOAB-UHFFFAOYSA-N	CCC(C)C1(CC)C(=O)NC(=O)NC1=O
130	DB00238	NQDJXKOVJZTUJA-UHFFFAOYSA-N	CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1
131	DB00239	QRJJEGAJXVEBNE-HKOYGPOVSA-N	ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1
132	DB00240	FJXOGVLKCZQRDN-PHCHRAKRSA-N	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C
133	DB00241	UZVHFVZFNXBMQJ-UHFFFAOYSA-N	CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O
134	DB00242	PTOAARAWEBMLNO-KVQBGUIXSA-N	NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
135	DB00243	XKLMZUWKNUAPSZ-UHFFFAOYSA-N	COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1
136	DB00244	KBOPZPXVLCULAV-UHFFFAOYSA-N	NC1=CC(C(O)=O)=C(O)C=C1
137	DB00245	GIJXKZJWITVLHI-PMOLBWCYSA-N	[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C
138	DB00246	MVWVFYHBGMAFLY-UHFFFAOYSA-N	ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
139	DB00247	KPJZHOPZRAFDTN-NQUBZZJWSA-N	[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO
140	DB00248	KORNTPPJEAJQIU-KJXAQDMKSA-N	[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
141	DB00249	XQFRJNBWHJMXHO-RRKCRQDMSA-N	OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O
142	DB00250	MQJKPEGWNLWLTK-UHFFFAOYSA-N	NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
143	DB00251	BLSQLHNBWJLIBQ-OZXSUGGESA-N	CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
144	DB00252	CXOFVDLJLONNDW-UHFFFAOYSA-N	O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
145	DB00253	GZENKSODFLBBHQ-ILSZZQPISA-N	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
146	DB00254	JBIWCJUYHHGXTC-AKNGSSGZSA-N	[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
147	DB00255	RGLYKWWBQGJZGM-UHFFFAOYSA-N	CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
148	DB00256	AHEVKYYGXVEWNO-UEPZRUIBSA-N	[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C
149	DB00257	VNFPBHJOKIVQEB-UHFFFAOYSA-N	ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
