Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L6to10/train1.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L6to10/test1.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L6to10/train2.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L6to10/test2.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L6to10/train3.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L6to10/test3.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L6to10/train4.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L6to10/test4.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L6to10/train5.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L6to10/test5.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L6to10/train6.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L6to10/test6.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L6to10/train7.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L6to10/test7.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L6to10/train8.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L6to10/test8.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L6to10/train9.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L6to10/test9.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L6to10/train10.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L6to10/test10.csv
Dataset=N1L6to10, Avg.TPR35=0.737505827506, S.E.M.TPR35=0.0163038391681
[0.8333333333333334, 0.7878787878787878, 0.7076923076923077, 0.676923076923077, 0.7230769230769231, 0.8, 0.7230769230769231, 0.6615384615384615, 0.7230769230769231, 0.7384615384615385]
Rank	TPR
1	0.0
2	0.539877300613
3	0.598159509202
4	0.628834355828
5	0.647239263804
6	0.670245398773
7	0.676380368098
8	0.682515337423
9	0.688650306748
10	0.69018404908
11	0.696319018405
12	0.697852760736
13	0.700920245399
14	0.703987730061
15	0.705521472393
16	0.708588957055
17	0.711656441718
18	0.713190184049
19	0.71472392638
20	0.716257668712
21	0.719325153374
22	0.720858895706
23	0.720858895706
24	0.726993865031
25	0.733128834356
26	0.734662576687
27	0.734662576687
28	0.736196319018
29	0.736196319018
30	0.736196319018
31	0.736196319018
32	0.736196319018
33	0.736196319018
34	0.736196319018
35	0.73773006135
36	0.739263803681
37	0.740797546012
38	0.740797546012
39	0.742331288344
40	0.742331288344
41	0.742331288344
42	0.742331288344
43	0.742331288344
44	0.742331288344
45	0.743865030675
46	0.746932515337
47	0.746932515337
48	0.746932515337
49	0.746932515337
50	0.746932515337
51	0.746932515337
52	0.748466257669
53	0.75
54	0.751533742331
55	0.751533742331
56	0.751533742331
57	0.751533742331
58	0.754601226994
59	0.754601226994
60	0.754601226994
61	0.756134969325
62	0.756134969325
63	0.756134969325
64	0.756134969325
65	0.757668711656
66	0.759202453988
67	0.759202453988
68	0.759202453988
69	0.759202453988
70	0.760736196319
71	0.760736196319
72	0.760736196319
73	0.760736196319
74	0.760736196319
75	0.76226993865
76	0.765337423313
77	0.765337423313
78	0.765337423313
79	0.765337423313
80	0.765337423313
81	0.765337423313
82	0.765337423313
83	0.765337423313
84	0.765337423313
85	0.765337423313
86	0.765337423313
87	0.766871165644
88	0.766871165644
89	0.768404907975
90	0.768404907975
91	0.769938650307
92	0.771472392638
93	0.771472392638
94	0.771472392638
95	0.771472392638
96	0.771472392638
97	0.773006134969
98	0.773006134969
99	0.774539877301
100	0.776073619632
101	0.776073619632
102	0.776073619632
103	0.776073619632
104	0.776073619632
105	0.776073619632
106	0.777607361963
107	0.777607361963
108	0.777607361963
109	0.777607361963
110	0.777607361963
111	0.777607361963
112	0.777607361963
113	0.779141104294
114	0.779141104294
115	0.779141104294
116	0.780674846626
117	0.780674846626
118	0.780674846626
119	0.780674846626
120	0.780674846626
121	0.782208588957
122	0.782208588957
123	0.783742331288
124	0.78527607362
125	0.78527607362
126	0.78527607362
127	0.78527607362
128	0.78527607362
129	0.78527607362
130	0.78527607362
131	0.78527607362
132	0.786809815951
133	0.786809815951
134	0.788343558282
135	0.789877300613
136	0.789877300613
137	0.791411042945
138	0.791411042945
139	0.791411042945
140	0.792944785276
141	0.792944785276
142	0.792944785276
143	0.792944785276
144	0.796012269939
145	0.796012269939
146	0.796012269939
147	0.796012269939
148	0.796012269939
149	0.796012269939
150	0.796012269939
151	0.796012269939
152	0.799079754601
153	0.799079754601
154	0.799079754601
155	0.802147239264
156	0.802147239264
157	0.803680981595
158	0.803680981595
159	0.803680981595
160	0.803680981595
161	0.803680981595
162	0.803680981595
163	0.803680981595
164	0.805214723926
165	0.806748466258
166	0.806748466258
167	0.806748466258
168	0.806748466258
169	0.806748466258
170	0.806748466258
171	0.806748466258
172	0.806748466258
173	0.806748466258
174	0.806748466258
175	0.806748466258
176	0.806748466258
177	0.808282208589
178	0.808282208589
179	0.808282208589
180	0.808282208589
181	0.808282208589
182	0.808282208589
183	0.808282208589
184	0.80981595092
185	0.811349693252
186	0.812883435583
187	0.812883435583
188	0.812883435583
189	0.814417177914
190	0.814417177914
191	0.815950920245
192	0.815950920245
193	0.815950920245
194	0.815950920245
195	0.815950920245
196	0.817484662577
197	0.819018404908
198	0.819018404908
199	0.819018404908
200	0.819018404908
201	0.819018404908
202	0.819018404908
203	0.819018404908
204	0.819018404908
205	0.819018404908
206	0.819018404908
207	0.819018404908
208	0.819018404908
209	0.819018404908
210	0.819018404908
211	0.819018404908
212	0.819018404908
213	0.819018404908
214	0.819018404908
215	0.819018404908
216	0.819018404908
217	0.819018404908
218	0.819018404908
219	0.819018404908
220	0.820552147239
221	0.822085889571
222	0.822085889571
223	0.822085889571
224	0.822085889571
225	0.822085889571
226	0.823619631902
227	0.823619631902
228	0.823619631902
229	0.823619631902
230	0.823619631902
231	0.823619631902
232	0.823619631902
233	0.823619631902
