Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L11to15/train1.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L11to15/test1.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L11to15/train2.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L11to15/test2.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L11to15/train3.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L11to15/test3.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L11to15/train4.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L11to15/test4.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L11to15/train5.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L11to15/test5.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L11to15/train6.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L11to15/test6.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L11to15/train7.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L11to15/test7.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L11to15/train8.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L11to15/test8.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L11to15/train9.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L11to15/test9.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L11to15/train10.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L11to15/test10.csv
Dataset=N2L11to15, Avg.TPR35=0.838933873144, S.E.M.TPR35=0.0259065465954
[0.8974358974358975, 0.8205128205128205, 0.8461538461538461, 0.7692307692307693, 0.8717948717948718, 0.9473684210526315, 0.7105263157894737, 0.8157894736842105, 0.7368421052631579, 0.9736842105263158]
Rank	TPR
1	0.0
2	0.0467532467532
3	0.662337662338
4	0.724675324675
5	0.750649350649
6	0.774025974026
7	0.78961038961
8	0.802597402597
9	0.81038961039
10	0.815584415584
11	0.818181818182
12	0.818181818182
13	0.818181818182
14	0.818181818182
15	0.820779220779
16	0.820779220779
17	0.820779220779
18	0.825974025974
19	0.828571428571
20	0.828571428571
21	0.828571428571
22	0.828571428571
23	0.828571428571
24	0.828571428571
25	0.828571428571
26	0.831168831169
27	0.831168831169
28	0.831168831169
29	0.831168831169
30	0.831168831169
31	0.831168831169
32	0.833766233766
33	0.836363636364
34	0.836363636364
35	0.838961038961
36	0.838961038961
37	0.838961038961
38	0.838961038961
39	0.838961038961
40	0.838961038961
41	0.838961038961
42	0.838961038961
43	0.841558441558
44	0.841558441558
45	0.844155844156
46	0.846753246753
47	0.846753246753
48	0.846753246753
49	0.846753246753
50	0.846753246753
51	0.846753246753
52	0.846753246753
53	0.849350649351
54	0.849350649351
55	0.849350649351
56	0.849350649351
57	0.849350649351
58	0.849350649351
59	0.849350649351
60	0.851948051948
61	0.851948051948
62	0.851948051948
63	0.851948051948
64	0.851948051948
65	0.851948051948
66	0.851948051948
67	0.851948051948
68	0.851948051948
69	0.854545454545
70	0.854545454545
71	0.854545454545
72	0.854545454545
73	0.854545454545
74	0.854545454545
75	0.854545454545
76	0.854545454545
77	0.854545454545
78	0.854545454545
79	0.854545454545
80	0.854545454545
81	0.854545454545
82	0.854545454545
83	0.854545454545
84	0.854545454545
85	0.854545454545
86	0.854545454545
87	0.854545454545
88	0.857142857143
89	0.857142857143
90	0.857142857143
91	0.857142857143
92	0.857142857143
93	0.857142857143
94	0.857142857143
95	0.857142857143
96	0.857142857143
97	0.857142857143
98	0.857142857143
99	0.857142857143
100	0.857142857143
101	0.857142857143
102	0.857142857143
103	0.857142857143
104	0.857142857143
105	0.857142857143
106	0.85974025974
107	0.862337662338
108	0.862337662338
109	0.862337662338
110	0.864935064935
111	0.864935064935
112	0.867532467532
113	0.87012987013
114	0.87012987013
115	0.87012987013
116	0.87012987013
117	0.87012987013
118	0.87012987013
119	0.87012987013
120	0.87012987013
121	0.87012987013
122	0.87012987013
123	0.87012987013
124	0.87012987013
125	0.87012987013
126	0.87012987013
127	0.87012987013
128	0.87012987013
129	0.87012987013
130	0.87012987013
131	0.87012987013
132	0.872727272727
133	0.872727272727
134	0.872727272727
135	0.872727272727
136	0.872727272727
137	0.872727272727
138	0.872727272727
139	0.872727272727
140	0.872727272727
141	0.872727272727
142	0.872727272727
143	0.872727272727
144	0.872727272727
145	0.872727272727
146	0.872727272727
147	0.872727272727
148	0.872727272727
149	0.872727272727
150	0.872727272727
151	0.872727272727
152	0.872727272727
153	0.872727272727
154	0.872727272727
155	0.872727272727
156	0.872727272727
157	0.872727272727
158	0.872727272727
159	0.872727272727
160	0.872727272727
161	0.872727272727
162	0.872727272727
163	0.872727272727
164	0.872727272727
165	0.872727272727
166	0.872727272727
167	0.872727272727
168	0.872727272727
169	0.872727272727
170	0.872727272727
171	0.872727272727
172	0.872727272727
173	0.872727272727
174	0.872727272727
175	0.872727272727
176	0.872727272727
177	0.872727272727
178	0.872727272727
179	0.872727272727
180	0.872727272727
181	0.872727272727
182	0.872727272727
183	0.872727272727
184	0.872727272727
185	0.872727272727
186	0.872727272727
187	0.872727272727
188	0.872727272727
189	0.872727272727
190	0.872727272727
191	0.872727272727
192	0.872727272727
193	0.872727272727
194	0.872727272727
195	0.872727272727
196	0.872727272727
197	0.872727272727
198	0.872727272727
199	0.872727272727
200	0.872727272727
201	0.872727272727
202	0.872727272727
203	0.872727272727
204	0.872727272727
205	0.872727272727
206	0.872727272727
207	0.872727272727
208	0.872727272727
209	0.872727272727
210	0.875324675325
211	0.875324675325
212	0.875324675325
213	0.875324675325
214	0.875324675325
215	0.875324675325
216	0.875324675325
217	0.875324675325
218	0.875324675325
219	0.875324675325
220	0.875324675325
221	0.875324675325
222	0.875324675325
223	0.877922077922
224	0.877922077922
225	0.877922077922
226	0.877922077922
227	0.877922077922
228	0.877922077922
229	0.877922077922
230	0.877922077922
231	0.877922077922
232	0.877922077922
233	0.877922077922
234	0.877922077922
235	0.877922077922
236	0.877922077922
237	0.877922077922
238	0.877922077922
239	0.877922077922
240	0.877922077922
241	0.877922077922
242	0.877922077922
243	0.877922077922
244	0.877922077922
245	0.877922077922
246	0.877922077922
247	0.877922077922
248	0.877922077922
249	0.877922077922
250	0.877922077922
251	0.877922077922
252	0.877922077922
253	0.877922077922
254	0.877922077922
255	0.877922077922
256	0.877922077922
257	0.877922077922
258	0.877922077922
259	0.877922077922
260	0.877922077922
261	0.877922077922
262	0.880519480519
263	0.880519480519
264	0.880519480519
265	0.880519480519
266	0.880519480519
267	0.880519480519
268	0.880519480519
269	0.880519480519
270	0.880519480519
271	0.880519480519
272	0.880519480519
273	0.880519480519
274	0.880519480519
275	0.880519480519
276	0.880519480519
277	0.880519480519
278	0.880519480519
279	0.880519480519
280	0.883116883117
281	0.885714285714
282	0.885714285714
283	0.885714285714
284	0.885714285714
285	0.885714285714
286	0.885714285714
287	0.888311688312
288	0.888311688312
289	0.888311688312
290	0.888311688312
291	0.888311688312
292	0.888311688312
293	0.888311688312
294	0.888311688312
295	0.888311688312
296	0.888311688312
297	0.888311688312
298	0.888311688312
299	0.888311688312
300	0.888311688312
301	0.888311688312
302	0.888311688312
303	0.888311688312
304	0.888311688312
305	0.888311688312
306	0.888311688312
307	0.888311688312
308	0.888311688312
309	0.888311688312
310	0.888311688312
311	0.893506493506
312	0.893506493506
313	0.893506493506
314	0.893506493506
315	0.893506493506
316	0.893506493506
317	0.893506493506
318	0.893506493506
319	0.893506493506
320	0.893506493506
321	0.893506493506
322	0.893506493506
323	0.893506493506
324	0.893506493506
325	0.893506493506
326	0.893506493506
327	0.893506493506
328	0.893506493506
329	0.893506493506
330	0.893506493506
331	0.893506493506
332	0.893506493506
333	0.893506493506
334	0.893506493506
335	0.893506493506
336	0.893506493506
337	0.893506493506
338	0.893506493506
339	0.893506493506
340	0.893506493506
341	0.896103896104
342	0.898701298701
343	0.898701298701
344	0.898701298701
345	0.898701298701
346	0.898701298701
347	0.898701298701
348	0.898701298701
349	0.898701298701
350	0.898701298701
