Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L1to5/train1.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N3/L1to5/test1.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L1to5/train2.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N3/L1to5/test2.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L1to5/train3.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N3/L1to5/test3.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L1to5/train4.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N3/L1to5/test4.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L1to5/train5.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N3/L1to5/test5.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L1to5/train6.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N3/L1to5/test6.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L1to5/train7.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N3/L1to5/test7.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L1to5/train8.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N3/L1to5/test8.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L1to5/train9.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N3/L1to5/test9.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L1to5/train10.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N3/L1to5/test10.csv
Dataset=N3L1to5, Avg.TPR35=0.356583164071, S.E.M.TPR35=0.00929982576236
[0.3459715639810427, 0.36492890995260663, 0.2985781990521327, 0.35545023696682465, 0.4075829383886256, 0.36492890995260663, 0.32701421800947866, 0.3412322274881517, 0.3696682464454976, 0.3904761904761905]
Rank	TPR
1	0.0
2	0.00094831673779
3	0.00758653390232
4	0.0436225699384
5	0.0744428639165
6	0.106685633001
7	0.135135135135
8	0.16737790422
9	0.183973447131
10	0.202939781887
11	0.211474632527
12	0.222854433381
13	0.244191559981
14	0.262209577999
15	0.275960170697
16	0.286865813182
17	0.292555713608
18	0.30061640588
19	0.305357989569
20	0.309625414889
21	0.312470365102
22	0.317211948791
23	0.325272641062
24	0.332385016596
25	0.335229966809
26	0.339497392129
27	0.339971550498
28	0.340919867236
29	0.341868183973
30	0.34329065908
31	0.345661450925
32	0.349454717876
33	0.35182550972
34	0.355618776671
35	0.356567093409
36	0.357989568516
37	0.361308677098
38	0.363205310574
39	0.365576102418
40	0.366050260787
41	0.367472735894
42	0.368421052632
43	0.369843527738
44	0.371740161214
45	0.371740161214
46	0.372214319583
47	0.373162636321
48	0.374585111427
49	0.375533428165
50	0.376007586534
51	0.376481744903
52	0.377430061641
53	0.379326695116
54	0.381223328592
55	0.381223328592
56	0.381223328592
57	0.383119962067
58	0.391654812707
59	0.394499762921
60	0.39497392129
61	0.395922238028
62	0.395922238028
63	0.395922238028
64	0.395922238028
65	0.396396396396
66	0.396396396396
67	0.396396396396
68	0.396870554765
69	0.396870554765
70	0.396870554765
71	0.397344713134
72	0.397344713134
73	0.397344713134
74	0.398293029872
75	0.398767188241
76	0.398767188241
77	0.398767188241
78	0.398767188241
79	0.39924134661
80	0.399715504979
81	0.400663821716
82	0.400663821716
83	0.400663821716
84	0.401137980085
85	0.401137980085
86	0.401137980085
87	0.401137980085
88	0.402086296823
89	0.402086296823
90	0.402086296823
91	0.403034613561
92	0.403982930299
93	0.405405405405
94	0.405879563774
95	0.405879563774
96	0.406353722143
97	0.406353722143
98	0.406353722143
99	0.406353722143
100	0.40777619725
101	0.408724513988
102	0.410621147463
103	0.411095305832
104	0.411569464201
105	0.411569464201
106	0.41204362257
107	0.41204362257
108	0.412991939308
109	0.412991939308
110	0.412991939308
111	0.412991939308
112	0.413466097677
113	0.413940256046
114	0.413940256046
115	0.414414414414
116	0.414414414414
117	0.414414414414
118	0.414888572783
119	0.414888572783
120	0.415836889521
121	0.41631104789
122	0.416785206259
123	0.417259364628
124	0.417259364628
125	0.418207681366
126	0.418207681366
127	0.418207681366
128	0.418207681366
129	0.418207681366
130	0.418207681366
131	0.418207681366
132	0.418681839734
133	0.418681839734
134	0.418681839734
135	0.418681839734
136	0.418681839734
137	0.418681839734
138	0.418681839734
139	0.419630156472
140	0.420104314841
141	0.420104314841
142	0.420104314841
143	0.420104314841
144	0.420104314841
145	0.420104314841
146	0.420104314841
147	0.42057847321
148	0.42057847321
149	0.42057847321
150	0.42057847321
151	0.42057847321
152	0.42057847321
153	0.424371740161
154	0.42484589853
155	0.425320056899
156	0.425320056899
157	0.425320056899
158	0.425320056899
159	0.425320056899
160	0.425320056899
161	0.425794215268
162	0.425794215268
163	0.425794215268
164	0.425794215268
165	0.425794215268
166	0.425794215268
167	0.425794215268
168	0.426268373637
169	0.426268373637
170	0.426268373637
171	0.426268373637
172	0.426268373637
173	0.426268373637
174	0.426268373637
175	0.426742532006
176	0.426742532006
177	0.426742532006
178	0.426742532006
179	0.426742532006
180	0.427216690375
181	0.427216690375
182	0.427690848743
183	0.427690848743
184	0.427690848743
185	0.428639165481
186	0.429587482219
187	0.430061640588
188	0.430535798957
189	0.430535798957
190	0.430535798957
191	0.430535798957
192	0.430535798957
193	0.431009957326
194	0.431009957326
195	0.431009957326
196	0.431009957326
197	0.431009957326
198	0.431958274064
199	0.432432432432
200	0.432432432432
201	0.432432432432
202	0.432906590801
203	0.432906590801
204	0.432906590801
205	0.433854907539
206	0.434803224277
207	0.436699857752
208	0.436699857752
209	0.437174016121
210	0.437174016121
211	0.43764817449
212	0.438122332859
213	0.438122332859
214	0.438122332859
215	0.438122332859
216	0.438122332859
217	0.438122332859
218	0.438122332859
219	0.438596491228
220	0.439070649597
221	0.439544807966
222	0.440493124704
223	0.440493124704
224	0.440493124704
225	0.440493124704
226	0.440493124704
227	0.441441441441
228	0.44191559981
229	0.442389758179
230	0.442389758179
231	0.442863916548
232	0.442863916548
233	0.442863916548
234	0.443338074917
235	0.443338074917
236	0.443338074917
237	0.443338074917
238	0.443338074917
239	0.443338074917
240	0.443338074917
241	0.443338074917
242	0.443338074917
243	0.443812233286
244	0.443812233286
245	0.443812233286
246	0.443812233286
247	0.443812233286
248	0.444286391655
249	0.444286391655
250	0.444286391655
251	0.444760550024
252	0.444760550024
253	0.44618302513
254	0.447131341868
255	0.448079658606
256	0.448553816975
257	0.449027975344
258	0.449027975344
259	0.449027975344
260	0.449027975344
261	0.449502133713
262	0.449976292082
263	0.449976292082
264	0.45045045045
265	0.450924608819
266	0.450924608819
267	0.450924608819
268	0.450924608819
269	0.450924608819
270	0.450924608819
271	0.450924608819
272	0.450924608819
273	0.450924608819
274	0.450924608819
275	0.450924608819
276	0.450924608819
277	0.451398767188
278	0.451398767188
279	0.451398767188
280	0.451398767188
281	0.451398767188
282	0.451398767188
283	0.451398767188
284	0.451398767188
285	0.451398767188
286	0.451398767188
287	0.451398767188
288	0.451398767188
289	0.451398767188
290	0.451872925557
291	0.452347083926
292	0.452821242295
293	0.452821242295
294	0.452821242295
295	0.453295400664
296	0.453295400664
297	0.453295400664
298	0.453769559033
299	0.453769559033
300	0.454243717402
301	0.454243717402
302	0.454243717402
303	0.454243717402
304	0.454243717402
305	0.454243717402
306	0.454243717402
307	0.455192034139
308	0.455666192508
309	0.455666192508
310	0.456140350877
311	0.456140350877
312	0.456140350877
313	0.456140350877
314	0.456140350877
315	0.456140350877
316	0.457088667615
317	0.457562825984
318	0.457562825984
319	0.457562825984
320	0.457562825984
321	0.457562825984
322	0.457562825984
323	0.457562825984
324	0.457562825984
325	0.458511142722
326	0.458511142722
327	0.458511142722
328	0.459459459459
329	0.459459459459
330	0.460881934566
331	0.461830251304
332	0.462778568042
333	0.463252726411
334	0.46372688478
335	0.464201043148
336	0.464201043148
337	0.464201043148
338	0.464201043148
339	0.464201043148
340	0.464201043148
341	0.464201043148
342	0.464201043148
343	0.464201043148
344	0.464201043148
345	0.464201043148
346	0.464201043148
347	0.464201043148
348	0.464201043148
349	0.464201043148
350	0.464201043148
