Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train1.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L11to15/test1.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train2.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L11to15/test2.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train3.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L11to15/test3.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train4.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L11to15/test4.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train5.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L11to15/test5.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train6.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L11to15/test6.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train7.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L11to15/test7.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train8.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L11to15/test8.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train9.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L11to15/test9.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L11to15/train10.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L11to15/test10.csv
Dataset=N1L11to15, Avg.TPR35=0.8275, S.E.M.TPR35=0.0188330188299
[0.9107142857142857, 0.8214285714285714, 0.8214285714285714, 0.8392857142857143, 0.6785714285714286, 0.8035714285714286, 0.8545454545454545, 0.8, 0.8727272727272727, 0.8727272727272727]
Rank	TPR
1	0.0
2	0.701438848921
3	0.742805755396
4	0.758992805755
5	0.778776978417
6	0.789568345324
7	0.794964028777
8	0.80035971223
9	0.805755395683
10	0.807553956835
11	0.812949640288
12	0.812949640288
13	0.814748201439
14	0.814748201439
15	0.814748201439
16	0.814748201439
17	0.814748201439
18	0.81654676259
19	0.818345323741
20	0.820143884892
21	0.820143884892
22	0.820143884892
23	0.820143884892
24	0.820143884892
25	0.821942446043
26	0.821942446043
27	0.823741007194
28	0.823741007194
29	0.823741007194
30	0.823741007194
31	0.825539568345
32	0.825539568345
33	0.827338129496
34	0.827338129496
35	0.827338129496
36	0.827338129496
37	0.827338129496
38	0.827338129496
39	0.827338129496
40	0.827338129496
41	0.829136690647
42	0.829136690647
43	0.829136690647
44	0.829136690647
45	0.829136690647
46	0.830935251799
47	0.830935251799
48	0.830935251799
49	0.83273381295
50	0.836330935252
51	0.836330935252
52	0.836330935252
53	0.839928057554
54	0.839928057554
55	0.839928057554
56	0.839928057554
57	0.839928057554
58	0.839928057554
59	0.839928057554
60	0.839928057554
61	0.839928057554
62	0.839928057554
63	0.839928057554
64	0.839928057554
65	0.839928057554
66	0.839928057554
67	0.841726618705
68	0.841726618705
69	0.841726618705
70	0.841726618705
71	0.843525179856
72	0.843525179856
73	0.843525179856
74	0.843525179856
75	0.843525179856
76	0.843525179856
77	0.843525179856
78	0.843525179856
79	0.843525179856
80	0.843525179856
81	0.843525179856
82	0.843525179856
83	0.843525179856
84	0.843525179856
85	0.843525179856
86	0.843525179856
87	0.843525179856
88	0.843525179856
89	0.843525179856
90	0.843525179856
91	0.845323741007
92	0.847122302158
93	0.848920863309
94	0.848920863309
95	0.848920863309
96	0.848920863309
97	0.848920863309
98	0.848920863309
99	0.848920863309
100	0.848920863309
101	0.848920863309
102	0.848920863309
103	0.848920863309
104	0.848920863309
105	0.848920863309
106	0.848920863309
107	0.848920863309
108	0.852517985612
109	0.852517985612
110	0.852517985612
111	0.854316546763
112	0.854316546763
113	0.854316546763
114	0.854316546763
115	0.854316546763
116	0.854316546763
117	0.854316546763
118	0.856115107914
119	0.856115107914
120	0.856115107914
121	0.856115107914
122	0.856115107914
123	0.856115107914
124	0.856115107914
125	0.856115107914
126	0.856115107914
127	0.856115107914
128	0.856115107914
129	0.856115107914
130	0.856115107914
131	0.856115107914
132	0.856115107914
133	0.856115107914
134	0.856115107914
135	0.856115107914
136	0.856115107914
137	0.856115107914
138	0.856115107914
139	0.857913669065
140	0.857913669065
141	0.857913669065
142	0.857913669065
143	0.859712230216
144	0.859712230216
145	0.859712230216
146	0.861510791367
147	0.863309352518
148	0.863309352518
149	0.863309352518
150	0.863309352518
151	0.863309352518
152	0.865107913669
153	0.865107913669
154	0.865107913669
155	0.865107913669
156	0.865107913669
157	0.865107913669
158	0.865107913669
159	0.865107913669
160	0.865107913669
161	0.865107913669
162	0.865107913669
163	0.86690647482
164	0.86690647482
165	0.86690647482
166	0.86690647482
167	0.86690647482
168	0.86690647482
169	0.86690647482
170	0.86690647482
171	0.868705035971
172	0.868705035971
173	0.868705035971
174	0.868705035971
175	0.868705035971
176	0.870503597122
177	0.870503597122
178	0.870503597122
179	0.870503597122
180	0.870503597122
181	0.872302158273
182	0.872302158273
183	0.874100719424
184	0.875899280576
185	0.875899280576
186	0.875899280576
187	0.877697841727
188	0.877697841727
189	0.879496402878
190	0.879496402878
191	0.879496402878
192	0.879496402878
193	0.879496402878
194	0.879496402878
195	0.879496402878
196	0.879496402878
197	0.879496402878
198	0.879496402878
199	0.879496402878
200	0.879496402878
201	0.879496402878
202	0.879496402878
203	0.879496402878
204	0.879496402878
205	0.879496402878
206	0.879496402878
207	0.881294964029
208	0.881294964029
209	0.881294964029
210	0.881294964029
211	0.881294964029
212	0.881294964029
213	0.881294964029
214	0.881294964029
215	0.881294964029
216	0.881294964029
217	0.881294964029
218	0.881294964029
219	0.881294964029
220	0.881294964029
221	0.881294964029
222	0.881294964029
223	0.881294964029
224	0.88309352518
225	0.88309352518
226	0.88309352518
227	0.88309352518
228	0.88309352518
229	0.88309352518
230	0.88309352518
231	0.88309352518
232	0.88309352518
233	0.88309352518
234	0.88309352518
235	0.88309352518
236	0.884892086331
237	0.884892086331
238	0.884892086331
239	0.884892086331
240	0.884892086331
241	0.884892086331
242	0.886690647482
243	0.886690647482
244	0.886690647482
245	0.886690647482
246	0.886690647482
247	0.886690647482
248	0.886690647482
249	0.886690647482
250	0.886690647482
251	0.886690647482
252	0.886690647482
253	0.886690647482
254	0.886690647482
255	0.886690647482
256	0.886690647482
257	0.886690647482
258	0.886690647482
259	0.886690647482
260	0.886690647482
261	0.886690647482
262	0.886690647482
263	0.886690647482
264	0.886690647482
265	0.886690647482
266	0.886690647482
267	0.886690647482
268	0.886690647482
269	0.886690647482
270	0.886690647482
271	0.886690647482
272	0.886690647482
273	0.886690647482
274	0.886690647482
275	0.886690647482
276	0.886690647482
277	0.886690647482
