Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L21more/train1.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L21more/test1.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L21more/train2.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L21more/test2.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L21more/train3.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L21more/test3.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L21more/train4.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L21more/test4.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L21more/train5.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L21more/test5.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L21more/train6.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L21more/test6.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L21more/train7.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L21more/test7.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L21more/train8.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L21more/test8.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L21more/train9.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L21more/test9.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N1/L21more/train10.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N1/L21more/test10.csv
Dataset=N1L21more, Avg.TPR35=0.856776971703, S.E.M.TPR35=0.00601749655059
[0.8806584362139918, 0.8744855967078189, 0.8765432098765432, 0.8474226804123711, 0.8474226804123711, 0.8721649484536083, 0.8371134020618557, 0.8268041237113402, 0.8350515463917526, 0.8701030927835052]
Rank	TPR
1	0.0
2	0.671543375232
3	0.726148773954
4	0.752730269936
5	0.767154337523
6	0.778693591593
7	0.786935915928
8	0.79311765918
9	0.797650937564
10	0.802596332166
11	0.806305378117
12	0.81104471461
13	0.81475376056
14	0.818462806511
15	0.821759736246
16	0.82505666598
17	0.828765711931
18	0.831032351123
19	0.833298990315
20	0.835565629508
21	0.838244384917
22	0.839274675458
23	0.840717082217
24	0.841335256542
25	0.842365547084
26	0.843395837626
27	0.845250360602
28	0.84669276736
29	0.848753348444
30	0.849989697095
31	0.851432103853
32	0.853698743046
33	0.855141149804
34	0.855759324129
35	0.856789614671
36	0.85699567278
37	0.857407788996
38	0.858644137647
39	0.859262311972
40	0.859880486297
41	0.861116834947
42	0.862353183598
43	0.863795590356
44	0.865650113332
45	0.866474345766
46	0.867916752524
47	0.868328868741
48	0.869565217391
49	0.870183391716
50	0.870801566042
51	0.872450030909
52	0.872862147125
53	0.873686379559
54	0.874304553884
55	0.874922728209
56	0.875746960643
57	0.876365134968
58	0.876571193076
59	0.876777251185
60	0.876983309293
61	0.877807541727
62	0.878013599835
63	0.878425716052
64	0.879043890377
65	0.879249948485
66	0.879662064702
67	0.880074180919
68	0.880692355244
69	0.881104471461
70	0.881516587678
71	0.882340820111
72	0.882752936328
73	0.882752936328
74	0.884195343087
75	0.884195343087
76	0.884401401195
77	0.884813517412
78	0.884813517412
79	0.885637749845
80	0.885843807954
81	0.886049866062
82	0.886049866062
83	0.886874098496
84	0.887492272821
85	0.887698330929
86	0.888316505254
87	0.888316505254
88	0.88893467958
89	0.889140737688
90	0.889552853905
91	0.889758912013
92	0.89017102823
93	0.890377086338
94	0.890583144447
95	0.890583144447
96	0.891201318772
97	0.89140737688
98	0.892025551205
99	0.892231609314
100	0.893055841747
101	0.893467957964
102	0.894086132289
103	0.894292190398
104	0.89532248094
105	0.896146713373
106	0.896352771482
107	0.89655882959
108	0.897383062023
109	0.897589120132
110	0.897589120132
111	0.898619410674
112	0.899649701216
113	0.900061817433
114	0.900679991758
115	0.900886049866
116	0.901092107974
117	0.901298166083
118	0.9017102823
119	0.901916340408
120	0.901916340408
121	0.901916340408
122	0.902328456625
123	0.902328456625
124	0.902328456625
125	0.902534514733
126	0.902534514733
127	0.902740572842
128	0.90294663095
129	0.903564805275
130	0.9041829796
131	0.904389037709
132	0.904389037709
133	0.904389037709
134	0.904801153925
135	0.905419328251
136	0.905625386359
137	0.905831444467
138	0.906243560684
139	0.906655676901
140	0.906655676901
141	0.906861735009
142	0.906861735009
143	0.906861735009
144	0.907067793118
145	0.907273851226
146	0.907273851226
147	0.907273851226
148	0.907685967443
149	0.908510199876
150	0.908510199876
151	0.908510199876
152	0.908510199876
153	0.908716257985
154	0.908922316093
155	0.90933443231
156	0.90933443231
157	0.90933443231
158	0.909746548527
159	0.909952606635
160	0.91057078096
161	0.910982897177
162	0.911188955285
163	0.911395013394
164	0.911395013394
165	0.911807129611
166	0.912425303936
167	0.913455594478
168	0.913661652586
169	0.913867710694
170	0.913867710694
171	0.91448588502
172	0.91448588502
173	0.914898001236
174	0.915310117453
175	0.915516175562
176	0.915516175562
177	0.915516175562
178	0.91572223367
179	0.915928291778
180	0.916340407995
181	0.916546466103
182	0.916752524212
183	0.917576756645
184	0.917988872862
185	0.918400989079
186	0.918607047187
187	0.919019163404
188	0.919431279621
189	0.919637337729
190	0.919637337729
191	0.919637337729
192	0.920049453946
193	0.920461570163
194	0.921285802596
195	0.921903976921
196	0.921903976921
197	0.921903976921
198	0.92211003503
199	0.922934267463
200	0.92334638368
201	0.92334638368
202	0.923964558005
203	0.924170616114
204	0.924170616114
205	0.924170616114
206	0.924582732331
207	0.924788790439
208	0.924788790439
209	0.925613022872
210	0.926025139089
211	0.926437255306
212	0.926849371523
213	0.927055429631
214	0.927467545848
215	0.927673603956
216	0.927673603956
217	0.927879662065
218	0.927879662065
219	0.928703894498
220	0.928703894498
221	0.929116010715
222	0.929322068823
223	0.92973418504
224	0.92973418504
225	0.929940243149
226	0.929940243149
227	0.929940243149
228	0.930146301257
229	0.930146301257
230	0.930352359365
231	0.930558417474
232	0.930764475582
233	0.930764475582
234	0.930764475582
235	0.931176591799
236	0.931588708016
237	0.932000824232
238	0.932412940449
239	0.932412940449
240	0.932825056666
241	0.933237172883
242	0.933237172883
243	0.933443230991
244	0.9336492891
245	0.933855347208
246	0.933855347208
247	0.933855347208
248	0.933855347208
249	0.933855347208
250	0.933855347208
251	0.933855347208
252	0.934267463425
253	0.934267463425
254	0.934267463425
255	0.934267463425
256	0.934679579641
257	0.935091695858
258	0.935091695858
259	0.935091695858
260	0.935297753967
261	0.935503812075
262	0.935503812075
263	0.935709870183
264	0.9361219864
265	0.936328044509
266	0.936328044509
267	0.936534102617
268	0.936946218834
269	0.936946218834
270	0.936946218834
271	0.936946218834
272	0.936946218834
273	0.936946218834
274	0.936946218834
275	0.936946218834
276	0.936946218834
277	0.937152276942
278	0.937152276942
279	0.937152276942
280	0.937564393159
281	0.937770451267
282	0.937770451267
283	0.937976509376
284	0.937976509376
285	0.937976509376
286	0.938388625592
287	0.938594683701
288	0.938594683701
289	0.938594683701
290	0.938800741809
291	0.938800741809
292	0.939006799918
293	0.939624974243
294	0.939831032351
295	0.94003709046
296	0.940655264785
297	0.940655264785
298	0.940655264785
299	0.940655264785
300	0.94127343911
301	0.94127343911
302	0.94127343911
303	0.94127343911
304	0.941685555327
305	0.941891613435
306	0.941891613435
307	0.942097671543
308	0.942097671543
309	0.942097671543
310	0.942303729652
311	0.94250978776
312	0.94250978776
313	0.942715845869
314	0.943127962085
315	0.943127962085
316	0.943127962085
317	0.943540078302
318	0.943540078302
319	0.943540078302
320	0.943540078302
321	0.94374613641
322	0.944158252627
323	0.944364310736
324	0.944570368844
325	0.944982485061
326	0.944982485061
327	0.945188543169
328	0.945188543169
329	0.945806717494
330	0.945806717494
331	0.945806717494
332	0.945806717494
333	0.945806717494
334	0.945806717494
335	0.945806717494
336	0.945806717494
337	0.945806717494
338	0.945806717494
339	0.945806717494
340	0.946012775603
341	0.946012775603
342	0.946424891819
343	0.946630949928
344	0.946630949928
345	0.946837008036
346	0.946837008036
347	0.946837008036
348	0.947249124253
349	0.947249124253
350	0.947249124253
