Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train1.csv
190	0.936476751801
191	0.936804191225
192	0.936804191225
193	0.937131630648
194	0.937131630648
195	0.937131630648
196	0.937459070072
197	0.937459070072
198	0.937786509496
199	0.937786509496
200	0.938113948919
201	0.938441388343
202	0.938441388343
203	0.938441388343
204	0.938441388343
205	0.938768827767
206	0.938768827767
207	0.939096267191
208	0.939423706614
209	0.939751146038
210	0.939751146038
211	0.940078585462
212	0.940078585462
213	0.940078585462
214	0.940406024885
215	0.940406024885
216	0.940733464309
217	0.941388343157
218	0.94171578258
219	0.94171578258
220	0.94171578258
221	0.942370661428
222	0.943352979699
223	0.943352979699
224	0.943680419122
225	0.944007858546
226	0.94433529797
227	0.94433529797
228	0.94433529797
229	0.94433529797
230	0.944662737394
231	0.944990176817
232	0.944990176817
233	0.944990176817
234	0.944990176817
235	0.944990176817
236	0.945317616241
237	0.945972495088
238	0.945972495088
239	0.946299934512
240	0.946299934512
241	0.946299934512
242	0.946627373936
243	0.947282252783
244	0.947937131631
245	0.948264571054
246	0.948592010478
247	0.949901768173
248	0.949901768173
249	0.95055664702
250	0.95055664702
251	0.95055664702
252	0.950884086444
253	0.950884086444
254	0.950884086444
255	0.951211525868
256	0.951211525868
257	0.951211525868
258	0.951211525868
259	0.951538965291
260	0.951538965291
261	0.951866404715
262	0.951866404715
263	0.951866404715
264	0.952193844139
265	0.952193844139
266	0.952193844139
267	0.952521283563
268	0.952848722986
269	0.952848722986
270	0.952848722986
271	0.952848722986
272	0.952848722986
273	0.952848722986
274	0.952848722986
275	0.952848722986
276	0.95317616241
277	0.953503601834
278	0.953503601834
279	0.953503601834
280	0.953503601834
281	0.953831041257
282	0.953831041257
283	0.953831041257
284	0.953831041257
285	0.953831041257
286	0.953831041257
287	0.953831041257
288	0.954158480681
289	0.954158480681
290	0.954158480681
291	0.954158480681
292	0.954485920105
293	0.954485920105
294	0.954813359528
295	0.955468238376
296	0.955468238376
297	0.955468238376
298	0.955468238376
299	0.955468238376
300	0.956123117223
301	0.956123117223
302	0.956450556647
303	0.956450556647
304	0.956450556647
305	0.956450556647
306	0.956777996071
307	0.957105435494
308	0.957432874918
309	0.957432874918
310	0.957760314342
311	0.957760314342
312	0.957760314342
313	0.957760314342
314	0.957760314342
315	0.958415193189
316	0.958742632613
317	0.958742632613
318	0.95939751146
319	0.95939751146
320	0.95939751146
321	0.959724950884
322	0.959724950884
323	0.959724950884
324	0.959724950884
325	0.959724950884
326	0.959724950884
327	0.960379829731
328	0.960379829731
329	0.960379829731
330	0.960379829731
331	0.960379829731
332	0.960379829731
333	0.960707269155
334	0.960707269155
335	0.961689587426
336	0.961689587426
337	0.961689587426
338	0.961689587426
339	0.96201702685
340	0.962671905697
341	0.962671905697
342	0.963326784545
343	0.963326784545
344	0.963326784545
345	0.963654223969
346	0.963981663392
347	0.963981663392
348	0.963981663392
349	0.964309102816
350	0.964309102816
