Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train1.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L21more/test1.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train2.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L21more/test2.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train3.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L21more/test3.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train4.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L21more/test4.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train5.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L21more/test5.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train6.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L21more/test6.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train7.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L21more/test7.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train8.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L21more/test8.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train9.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L21more/test9.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L21more/train10.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L21more/test10.csv
Dataset=N2L21more, Avg.TPR35=0.862801885782, S.E.M.TPR35=0.00716704817549
[0.8856209150326797, 0.826797385620915, 0.8627450980392157, 0.8790849673202614, 0.8360655737704918, 0.8590163934426229, 0.9049180327868852, 0.8459016393442623, 0.8524590163934426, 0.8754098360655738]
Rank	TPR
1	0.0
2	0.0573018991487
3	0.654878847413
4	0.706614276359
5	0.728225278324
6	0.74819908317
7	0.76588081205
8	0.77734119188
9	0.784217419777
10	0.791748526523
11	0.800261951539
12	0.802881466929
13	0.81008513425
14	0.816306483301
15	0.820563195809
16	0.825147347741
17	0.827111984283
18	0.831696136215
19	0.834643091028
20	0.839882121807
21	0.842501637197
22	0.843811394892
23	0.84544859201
24	0.847413228553
25	0.848395546824
26	0.85068762279
27	0.851997380485
28	0.852979698756
29	0.854616895874
30	0.857236411264
31	0.857891290111
32	0.85952848723
33	0.860183366077
34	0.861165684348
35	0.862802881467
36	0.863457760314
37	0.865094957433
38	0.867387033399
39	0.86836935167
40	0.869679109365
41	0.869679109365
42	0.872626064178
43	0.87459070072
44	0.875245579568
45	0.875900458415
46	0.87721021611
47	0.878192534381
48	0.878519973805
49	0.878847413229
50	0.879502292076
51	0.881139489194
52	0.881466928618
53	0.882121807466
54	0.882776686313
55	0.883104125737
56	0.885068762279
57	0.886378519974
58	0.886378519974
59	0.887688277669
60	0.88867059594
61	0.889325474787
62	0.889980353635
63	0.889980353635
64	0.890307793058
65	0.890962671906
66	0.891290111329
67	0.891944990177
68	0.892927308448
69	0.894237066143
70	0.894564505566
71	0.895219384414
72	0.895546823838
73	0.896201702685
74	0.897184020956
75	0.897184020956
76	0.89751146038
77	0.898166339227
78	0.898493778651
79	0.898821218075
80	0.899476096922
81	0.900130975769
82	0.901113294041
83	0.901113294041
84	0.901768172888
85	0.902750491159
86	0.904060248854
87	0.904715127701
88	0.905697445972
89	0.906679764244
90	0.907334643091
91	0.907662082515
92	0.907989521938
93	0.908316961362
94	0.908316961362
95	0.908644400786
96	0.909626719057
97	0.909954158481
98	0.909954158481
99	0.910281597904
100	0.910281597904
101	0.910281597904
102	0.910281597904
103	0.910609037328
104	0.911263916176
105	0.911591355599
106	0.911918795023
107	0.91257367387
108	0.91257367387
109	0.912901113294
110	0.913555992141
111	0.913883431565
112	0.914210870989
113	0.914210870989
114	0.914538310413
115	0.915520628684
116	0.915520628684
117	0.915848068107
118	0.916830386379
119	0.916830386379
120	0.917485265226
121	0.91781270465
122	0.91781270465
123	0.918140144073
124	0.918467583497
125	0.918795022921
126	0.919777341192
127	0.920104780616
128	0.920432220039
129	0.920759659463
130	0.920759659463
131	0.921087098887
132	0.921741977734
133	0.922069417158
134	0.922069417158
135	0.922069417158
136	0.922396856582
137	0.922396856582
138	0.923051735429
139	0.923379174853
140	0.9240340537
141	0.9240340537
142	0.924361493124
143	0.924361493124
144	0.924361493124
145	0.924361493124
146	0.924361493124
147	0.924688932547
148	0.925016371971
149	0.925343811395
150	0.925343811395
151	0.925998690242
152	0.926326129666
153	0.92665356909
154	0.927635887361
155	0.927635887361
156	0.927963326785
157	0.928290766208
158	0.928945645056
159	0.928945645056
160	0.929600523903
161	0.929600523903
162	0.929927963327
163	0.929927963327
164	0.929927963327
165	0.930910281598
166	0.930910281598
167	0.930910281598
168	0.930910281598
169	0.931237721022
170	0.931237721022
171	0.931237721022
172	0.931565160445
173	0.931565160445
174	0.931892599869
175	0.93287491814
176	0.933202357564
177	0.933202357564
178	0.933202357564
179	0.933529796988
180	0.933529796988
181	0.933857236411
182	0.933857236411
183	0.934512115259
184	0.935166994106
185	0.935166994106
186	0.935166994106
187	0.935166994106
188	0.935166994106
189	0.936149312377
