Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L6to10/train1.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L6to10/test1.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L6to10/train2.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L6to10/test2.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L6to10/train3.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L6to10/test3.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L6to10/train4.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L6to10/test4.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L6to10/train5.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L6to10/test5.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L6to10/train6.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L6to10/test6.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L6to10/train7.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L6to10/test7.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L6to10/train8.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L6to10/test8.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L6to10/train9.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L6to10/test9.csv
Reading training instances  ../ZINC_data/chem_prot/NTNL/N2/L6to10/train10.csv
Reading test instances :  ../ZINC_data/chem_prot/NTNL/N2/L6to10/test10.csv
Dataset=N2L6to10, Avg.TPR35=0.703095238095, S.E.M.TPR35=0.0239723138578
[0.6111111111111112, 0.8055555555555556, 0.8055555555555556, 0.6944444444444444, 0.7428571428571429, 0.7714285714285715, 0.6, 0.7142857142857143, 0.6857142857142857, 0.6]
Rank	TPR
1	0.0
2	0.0225988700565
3	0.446327683616
4	0.516949152542
5	0.564971751412
6	0.584745762712
7	0.601694915254
8	0.621468926554
9	0.627118644068
10	0.649717514124
11	0.652542372881
12	0.66384180791
13	0.672316384181
14	0.675141242938
15	0.675141242938
16	0.675141242938
17	0.677966101695
18	0.680790960452
19	0.683615819209
20	0.683615819209
21	0.686440677966
22	0.686440677966
23	0.686440677966
24	0.689265536723
25	0.69209039548
26	0.694915254237
27	0.694915254237
28	0.694915254237
29	0.697740112994
30	0.697740112994
31	0.697740112994
32	0.700564971751
33	0.700564971751
34	0.703389830508
35	0.703389830508
36	0.703389830508
37	0.706214689266
38	0.706214689266
39	0.706214689266
40	0.709039548023
41	0.709039548023
42	0.709039548023
43	0.709039548023
44	0.709039548023
45	0.709039548023
46	0.709039548023
47	0.709039548023
48	0.71186440678
49	0.71186440678
50	0.71186440678
51	0.71186440678
52	0.71186440678
53	0.71186440678
54	0.71186440678
55	0.71186440678
56	0.71186440678
57	0.71186440678
58	0.71186440678
59	0.71186440678
60	0.71186440678
61	0.71186440678
62	0.71186440678
63	0.71186440678
64	0.714689265537
65	0.714689265537
66	0.714689265537
67	0.714689265537
68	0.717514124294
69	0.720338983051
70	0.720338983051
71	0.720338983051
72	0.720338983051
73	0.720338983051
74	0.720338983051
75	0.720338983051
76	0.720338983051
77	0.720338983051
78	0.725988700565
79	0.725988700565
80	0.728813559322
81	0.731638418079
82	0.731638418079
83	0.731638418079
84	0.731638418079
85	0.734463276836
86	0.734463276836
87	0.734463276836
88	0.734463276836
89	0.734463276836
90	0.734463276836
91	0.734463276836
92	0.737288135593
93	0.737288135593
94	0.74011299435
95	0.74011299435
96	0.74011299435
97	0.74011299435
98	0.74011299435
99	0.74011299435
100	0.74011299435
101	0.74011299435
102	0.74011299435
103	0.74011299435
104	0.74011299435
105	0.74011299435
106	0.74011299435
107	0.74011299435
108	0.742937853107
109	0.742937853107
110	0.745762711864
111	0.745762711864
112	0.748587570621
113	0.748587570621
114	0.748587570621
115	0.748587570621
116	0.748587570621
117	0.748587570621
118	0.748587570621
119	0.748587570621
120	0.748587570621
121	0.748587570621
122	0.751412429379
123	0.751412429379
124	0.751412429379
125	0.751412429379
126	0.751412429379
127	0.751412429379
128	0.751412429379
129	0.751412429379
130	0.754237288136
131	0.75988700565
132	0.75988700565
133	0.75988700565
134	0.75988700565
135	0.75988700565
136	0.75988700565
137	0.75988700565
138	0.75988700565
139	0.75988700565
140	0.75988700565
141	0.75988700565
142	0.762711864407
143	0.762711864407
144	0.762711864407
145	0.762711864407
146	0.762711864407
147	0.762711864407
148	0.762711864407
149	0.762711864407
150	0.762711864407
151	0.762711864407
152	0.762711864407
153	0.762711864407
154	0.762711864407
155	0.762711864407
156	0.762711864407
157	0.765536723164
158	0.765536723164
159	0.765536723164
160	0.765536723164
161	0.765536723164
162	0.765536723164
163	0.765536723164
164	0.765536723164
165	0.765536723164
166	0.765536723164
167	0.765536723164
168	0.768361581921
169	0.768361581921
170	0.768361581921
171	0.768361581921
172	0.768361581921
173	0.768361581921
174	0.768361581921
175	0.768361581921
176	0.768361581921
177	0.768361581921
178	0.768361581921
179	0.768361581921
180	0.768361581921
181	0.768361581921
182	0.768361581921
183	0.768361581921
184	0.768361581921
185	0.768361581921
186	0.768361581921
187	0.768361581921
188	0.768361581921
189	0.768361581921
190	0.768361581921
191	0.768361581921
192	0.768361581921
193	0.768361581921
194	0.768361581921
195	0.768361581921
196	0.771186440678
197	0.774011299435
198	0.774011299435
199	0.774011299435
200	0.774011299435
201	0.774011299435
202	0.774011299435
203	0.774011299435
204	0.774011299435
205	0.774011299435
206	0.774011299435
207	0.774011299435
208	0.774011299435
209	0.774011299435
210	0.774011299435
211	0.776836158192
212	0.776836158192
213	0.776836158192
214	0.776836158192
215	0.779661016949
216	0.779661016949
217	0.779661016949
218	0.779661016949
219	0.779661016949
220	0.779661016949
221	0.779661016949
222	0.779661016949
223	0.779661016949
224	0.779661016949
225	0.779661016949
226	0.779661016949
227	0.779661016949
228	0.779661016949
229	0.779661016949
230	0.779661016949
231	0.782485875706
232	0.782485875706
233	0.782485875706
234	0.782485875706
235	0.782485875706
236	0.782485875706
237	0.782485875706
238	0.782485875706
239	0.782485875706
240	0.782485875706
241	0.782485875706
242	0.782485875706
243	0.782485875706
244	0.782485875706
245	0.782485875706
246	0.782485875706
247	0.782485875706
248	0.782485875706
249	0.782485875706
250	0.782485875706
251	0.782485875706
252	0.782485875706
253	0.782485875706
254	0.782485875706
255	0.782485875706
256	0.782485875706
257	0.782485875706
258	0.782485875706
259	0.782485875706
260	0.782485875706
261	0.782485875706
262	0.782485875706
263	0.782485875706
264	0.782485875706
265	0.782485875706
266	0.782485875706
267	0.782485875706
268	0.782485875706
269	0.782485875706
270	0.782485875706
271	0.782485875706
272	0.782485875706
273	0.782485875706
274	0.782485875706
275	0.782485875706
276	0.782485875706
277	0.782485875706
278	0.782485875706
279	0.782485875706
280	0.782485875706
281	0.782485875706
282	0.782485875706
283	0.782485875706
284	0.782485875706
285	0.782485875706
286	0.782485875706
287	0.782485875706
288	0.782485875706
289	0.782485875706
290	0.782485875706
291	0.782485875706
292	0.782485875706
293	0.782485875706
294	0.782485875706
295	0.782485875706
296	0.782485875706
297	0.782485875706
298	0.782485875706
299	0.782485875706
300	0.782485875706
301	0.785310734463
302	0.785310734463
303	0.785310734463
304	0.785310734463
305	0.785310734463
306	0.785310734463
307	0.785310734463
308	0.785310734463
309	0.785310734463
310	0.785310734463
311	0.785310734463
312	0.785310734463
313	0.785310734463
314	0.785310734463
315	0.785310734463
316	0.785310734463
317	0.785310734463
318	0.785310734463
319	0.785310734463
320	0.785310734463
321	0.785310734463
322	0.785310734463
323	0.785310734463
324	0.785310734463
325	0.785310734463
326	0.785310734463
327	0.785310734463
328	0.785310734463
329	0.785310734463
330	0.785310734463
331	0.785310734463
332	0.785310734463
333	0.785310734463
334	0.785310734463
335	0.785310734463
336	0.785310734463
337	0.785310734463
338	0.785310734463
339	0.785310734463
340	0.785310734463
341	0.785310734463
342	0.785310734463
343	0.785310734463
344	0.785310734463
345	0.785310734463
346	0.785310734463
347	0.785310734463
348	0.785310734463
349	0.785310734463
350	0.785310734463
