Reading training instances  ../ZINC_data/chem_prot/NTNL/N3/L21more/train1.csv
86	0.773474844041
87	0.774285019849
88	0.775257230819
89	0.776067406627
90	0.777120635178
91	0.777768775824
92	0.779065057117
93	0.780118285668
94	0.780847443895
95	0.781414566961
96	0.781981690027
97	0.782710848254
98	0.783358988901
99	0.784169164709
100	0.784736287774
101	0.785141375679
102	0.785546463583
103	0.786437656972
104	0.787571903103
105	0.788220043749
106	0.789111237138
107	0.789435307462
108	0.790812606336
109	0.791703799725
110	0.792594993114
111	0.793405168922
112	0.794134327149
113	0.794863485376
114	0.795673661184
115	0.79624078425
116	0.796483836993
117	0.797131977639
118	0.797375030382
119	0.798023171028
120	0.798671311675
121	0.799400469902
122	0.799805557806
123	0.80021064571
124	0.800453698453
125	0.801344891842
126	0.801749979746
127	0.80223608523
128	0.803451348943
129	0.803856436847
130	0.80418050717
131	0.804504577493
132	0.80515271814
133	0.805233735721
134	0.805638823625
135	0.80612492911
136	0.806530017014
137	0.807097140079
138	0.807583245564
139	0.808474438953
140	0.808960544438
141	0.809770720246
142	0.810337843312
143	0.81114801912
144	0.811715142186
145	0.812525317994
146	0.813335493802
147	0.813983634449
148	0.814712792676
149	0.815441950903
150	0.816414161873
151	0.817305355262
152	0.820546058495
153	0.822166410111
154	0.823219638662
155	0.823624726566
156	0.82402981447
157	0.824515919955
158	0.82500202544
159	0.825245078182
160	0.82605525399
161	0.826541359475
162	0.827351535283
163	0.82799967593
164	0.828404763834
165	0.828809851738
166	0.829782062708
167	0.829863080288
168	0.830754273677
169	0.831159361581
170	0.831483431905
171	0.83196953739
172	0.832293607713
173	0.832779713198
174	0.833427853844
175	0.833913959329
176	0.834075994491
177	0.834400064814
178	0.835048205461
179	0.835534310945
180	0.83602041643
181	0.836344486754
182	0.836911609819
183	0.837397715304
184	0.837883820789
185	0.838450943855
186	0.838693996597
187	0.83893704934
188	0.839504172405
189	0.840395365794
190	0.840881471279
191	0.841286559183
192	0.841367576764
193	0.841610629507
194	0.84193469983
195	0.842420805315
196	0.842663858057
197	0.842825893219
198	0.843149963542
199	0.843393016285
200	0.843555051446
201	0.844122174512
202	0.844689297578
203	0.845256420643
204	0.845742526128
205	0.845823543709
206	0.846471684356
207	0.846714737098
208	0.847119825002
209	0.847362877744
210	0.847443895325
211	0.847767965649
212	0.848497123876
213	0.84890221178
214	0.849064246942
215	0.849226282103
216	0.849307299684
217	0.849388317265
218	0.849550352426
219	0.850198493073
220	0.850603580977
221	0.851008668881
222	0.851413756785
223	0.852142915013
224	0.852466985336
225	0.853115125982
226	0.853520213886
227	0.854330389695
228	0.854735477599
229	0.855059547922
230	0.855464635826
231	0.855950741311
232	0.856274811634
233	0.856598881957
234	0.857409057766
235	0.857571092927
236	0.857976180831
237	0.858057198412
238	0.858138215993
239	0.858300251155
240	0.858462286316
241	0.858543303897
242	0.858705339059
243	0.859272462124
244	0.859434497286
245	0.859434497286
246	0.859596532448
247	0.860244673094
248	0.860568743417
249	0.86081179616
250	0.861135866483
251	0.861540954387
252	0.861702989549
253	0.862027059872
254	0.862351130195
255	0.862513165357
256	0.862756218099
257	0.862999270842
258	0.862999270842
259	0.863323341165
260	0.863728429069
261	0.864214534554
262	0.864700640039
263	0.864943692781
264	0.865186745524
265	0.865348780685
266	0.865672851009
267	0.865915903751
268	0.866402009236
269	0.866645061978
270	0.866969132302
271	0.867212185044
272	0.867374220206
273	0.867455237787
274	0.867617272948
275	0.867941343271
276	0.868265413595
277	0.868589483918
278	0.868670501499
279	0.86875151908
280	0.868994571822
281	0.869156606984
282	0.869156606984
283	0.869561694888
284	0.869723730049
285	0.869885765211
286	0.870047800373
287	0.870209835534
288	0.870290853115
289	0.870614923438
290	0.870938993762
291	0.871101028923
292	0.871344081666
293	0.871587134408
294	0.871911204731
295	0.871992222312
296	0.872235275055
297	0.872478327797
298	0.87272138054
299	0.873045450863
300	0.873126468444
301	0.873288503605
302	0.873612573929
303	0.874179696994
304	0.874503767318
305	0.874665802479
306	0.87474682006
307	0.874989872802
308	0.875313943126
309	0.875800048611
310	0.876367171676
311	0.876610224419
312	0.876691242
313	0.877258365065
314	0.877906505712
315	0.877906505712
316	0.877987523293
317	0.878311593616
318	0.878554646358
319	0.878797699101
320	0.879121769424
321	0.879445839747
322	0.879850927651
323	0.880256015555
324	0.88074212104
325	0.881066191364
326	0.881309244106
327	0.881957384752
328	0.882362472657
329	0.882848578141
330	0.882929595722
331	0.883334683626
332	0.883415701207
333	0.883577736369
334	0.883901806692
335	0.884063841854
336	0.884306894596
337	0.884387912177
338	0.884468929758
339	0.8847119825
340	0.884793000081
341	0.885198087985
342	0.885441140728
343	0.885603175889
344	0.885765211051
345	0.885846228632
346	0.886170298955
347	0.886737422021
348	0.886899457182
349	0.887061492344
350	0.887466580248
