(157500,)
(157500,)
Input directory: /scratch/hansaim.lim/wiZAN/ZINC_data/chem_prot/numtarget_maxTc/widerange/
AUC: 0.575471510379, AUPR: 0.000425656546648, time: 363.522152901
Rank	TPR
1	0.0
2	0.0
3	0.0
4	0.0222222222222
5	0.0222222222222
6	0.0222222222222
7	0.0666666666667
8	0.0666666666667
9	0.0666666666667
10	0.0666666666667
11	0.0666666666667
12	0.0666666666667
13	0.0666666666667
14	0.0666666666667
15	0.0666666666667
16	0.0666666666667
17	0.0666666666667
18	0.0666666666667
19	0.0666666666667
20	0.0666666666667
21	0.0666666666667
22	0.0666666666667
23	0.0666666666667
24	0.0888888888889
25	0.0888888888889
26	0.0888888888889
27	0.0888888888889
28	0.0888888888889
29	0.0888888888889
30	0.0888888888889
31	0.133333333333
32	0.133333333333
33	0.133333333333
34	0.133333333333
35	0.133333333333
36	0.133333333333
37	0.133333333333
38	0.133333333333
39	0.133333333333
40	0.133333333333
41	0.133333333333
42	0.133333333333
43	0.133333333333
44	0.133333333333
45	0.133333333333
46	0.133333333333
47	0.133333333333
48	0.133333333333
49	0.133333333333
50	0.133333333333
51	0.133333333333
52	0.133333333333
53	0.133333333333
54	0.133333333333
55	0.133333333333
56	0.133333333333
57	0.133333333333
58	0.133333333333
59	0.133333333333
60	0.133333333333
61	0.133333333333
62	0.133333333333
63	0.133333333333
64	0.133333333333
65	0.133333333333
66	0.133333333333
67	0.133333333333
68	0.133333333333
69	0.133333333333
70	0.133333333333
71	0.133333333333
72	0.133333333333
73	0.133333333333
74	0.177777777778
75	0.177777777778
76	0.177777777778
77	0.177777777778
78	0.177777777778
79	0.177777777778
80	0.177777777778
81	0.177777777778
82	0.177777777778
83	0.177777777778
84	0.177777777778
85	0.177777777778
86	0.177777777778
87	0.177777777778
88	0.177777777778
89	0.177777777778
90	0.177777777778
91	0.177777777778
92	0.177777777778
93	0.177777777778
94	0.177777777778
95	0.177777777778
96	0.177777777778
97	0.177777777778
98	0.177777777778
99	0.177777777778
100	0.177777777778
101	0.177777777778
102	0.177777777778
103	0.177777777778
104	0.177777777778
105	0.177777777778
106	0.177777777778
107	0.177777777778
108	0.177777777778
109	0.177777777778
110	0.177777777778
111	0.177777777778
112	0.177777777778
113	0.177777777778
114	0.177777777778
115	0.177777777778
116	0.177777777778
117	0.177777777778
118	0.177777777778
119	0.177777777778
120	0.177777777778
121	0.177777777778
122	0.177777777778
123	0.177777777778
124	0.177777777778
125	0.177777777778
126	0.177777777778
127	0.177777777778
128	0.177777777778
129	0.177777777778
130	0.177777777778
131	0.177777777778
132	0.177777777778
133	0.177777777778
134	0.177777777778
135	0.177777777778
136	0.177777777778
137	0.177777777778
138	0.177777777778
139	0.177777777778
140	0.177777777778
141	0.177777777778
142	0.177777777778
143	0.177777777778
144	0.2
145	0.2
146	0.2
147	0.2
148	0.2
149	0.2
150	0.2
151	0.2
152	0.2
153	0.2
154	0.2
155	0.2
156	0.2
