1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0.003289474
11	0.003289474
12	0.006578947
13	0.01315789
14	0.01315789
15	0.01315789
16	0.01315789
17	0.01973684
18	0.01973684
19	0.02302632
20	0.02631579
21	0.02631579
22	0.03289474
23	0.03289474
24	0.03618421
25	0.03947368
26	0.03947368
27	0.04605263
28	0.04605263
29	0.04605263
30	0.04934211
31	0.04934211
32	0.05263158
33	0.05263158
34	0.05592105
35	0.05921053
36	0.05921053
37	0.05921053
38	0.0625
39	0.07236842
40	0.07894737
41	0.08223684
42	0.08552632
43	0.08552632
44	0.08881579
45	0.09210526
46	0.09539474
47	0.09868421
48	0.09868421
49	0.09868421
50	0.1019737
51	0.1019737
52	0.1052632
53	0.1052632
54	0.1052632
55	0.1085526
56	0.1085526
57	0.1151316
58	0.1151316
59	0.1151316
60	0.1151316
61	0.1151316
62	0.1151316
63	0.1151316
64	0.1151316
65	0.1151316
66	0.1151316
67	0.1151316
68	0.1151316
69	0.1151316
70	0.125
71	0.125
72	0.1282895
73	0.1282895
74	0.1282895
75	0.1282895
76	0.1282895
77	0.1282895
78	0.1282895
79	0.1282895
80	0.1282895
81	0.1282895
82	0.1282895
83	0.1282895
84	0.1282895
85	0.1282895
86	0.1282895
87	0.1282895
88	0.1282895
89	0.1315789
90	0.1315789
91	0.1315789
92	0.1315789
93	0.1315789
94	0.1315789
95	0.1315789
96	0.1315789
97	0.1315789
98	0.1315789
99	0.1315789
100	0.1315789
