   Rank	    TPR
1	0.0930892
2	0.1963866
3	0.3065705
4	0.3943936
5	0.4694969
6	0.5315563
7	0.5848659
8	0.6257798
9	0.663534
10	0.6933485
11	0.7186259
12	0.7405007
13	0.760188
14	0.7737179
15	0.7861136
16	0.7984283
17	0.8058009
18	0.8143077
19	0.8205461
20	0.8267034
21	0.8333468
22	0.8391801
23	0.8443652
24	0.8500365
25	0.8540873
26	0.8583003
27	0.8604067
28	0.8642145
29	0.8676173
30	0.87102
31	0.8747468
32	0.8770153
33	0.8793648
34	0.8813092
35	0.8837398
36	0.8853601
37	0.8869805
38	0.8898161
39	0.8917605
40	0.8936239
41	0.8957304
42	0.8979178
43	0.8997813
44	0.9008345
45	0.9014016
46	0.9026169
47	0.9039131
48	0.9050474
49	0.9063437
50	0.907802
51	0.9091793
52	0.9103135
53	0.9109617
54	0.9116908
55	0.912663
56	0.9134732
57	0.9141214
58	0.9154987
59	0.9157417
60	0.9163899
61	0.9180912
62	0.9190634
63	0.9198736
64	0.9208458
65	0.921818
66	0.9223852
67	0.9235194
68	0.9246536
69	0.9257879
70	0.9266791
71	0.9270032
72	0.9275703
73	0.9281374
74	0.9289476
75	0.9299198
76	0.9303249
77	0.930892
78	0.9316212
79	0.9320262
80	0.9329174
81	0.9331605
82	0.9336466
83	0.9340517
84	0.9345378
85	0.9348619
86	0.935348
87	0.9357531
88	0.9364822
89	0.9368063
90	0.9372924
91	0.9380216
92	0.9385077
93	0.9387507
94	0.9393178
95	0.9396419
96	0.9404521
97	0.9408572
98	0.9415053
99	0.9417484
100	0.9420724
101	0.9425585
102	0.9428016
103	0.9431257
104	0.9432877
105	0.9439358
106	0.9441789
107	0.944503
108	0.944908
109	0.9452321
110	0.9453131
111	0.9457992
112	0.9460423
113	0.9463664
114	0.9467714
115	0.9471765
116	0.9475006
117	0.9478247
118	0.9479867
119	0.9486349
120	0.9490399
121	0.949445
122	0.9500122
123	0.9500122
124	0.9503362
125	0.9507413
126	0.9510654
127	0.9514705
128	0.9521186
129	0.9525237
130	0.9528478
131	0.9530098
132	0.9531718
133	0.9534149
134	0.95382
135	0.954063
136	0.9543871
137	0.9546302
138	0.9550352
139	0.9555213
140	0.9560075
141	0.9564125
142	0.9568176
