   Rank	    TPR
1	0.4916546
2	0.6249742
3	0.6696889
4	0.6929734
5	0.7080157
6	0.7172883
7	0.7263548
8	0.7329487
9	0.7391304
10	0.7436637
11	0.748197
12	0.7525242
13	0.7580878
14	0.7628271
15	0.765918
16	0.7685967
17	0.7708634
18	0.7723058
19	0.7745724
20	0.7762209
21	0.7791057
22	0.7819905
23	0.7842572
24	0.7859056
25	0.7875541
26	0.7898207
27	0.7910571
28	0.7918813
29	0.7935298
30	0.794354
31	0.7949722
32	0.7968267
33	0.7972388
34	0.7982691
35	0.7988873
36	0.8007418
37	0.801566
38	0.8021842
39	0.8034206
40	0.8040387
41	0.8042448
42	0.8046569
43	0.8052751
44	0.8058933
45	0.8065114
46	0.8073357
47	0.8079538
48	0.808366
49	0.8098084
50	0.8104265
51	0.8114568
52	0.8126932
53	0.8131053
54	0.8141356
55	0.8149598
56	0.8166083
57	0.8168143
58	0.819081
59	0.8199052
60	0.8203173
61	0.8209355
62	0.8217597
63	0.8221719
64	0.82279
65	0.8232021
66	0.8234082
67	0.8242324
68	0.8246445
69	0.8254688
70	0.8258809
71	0.826293
72	0.8269112
73	0.8269112
74	0.8275294
75	0.8279415
76	0.8287657
77	0.8300021
78	0.8310324
79	0.8316505
80	0.8324748
81	0.8330929
82	0.8337111
83	0.8343293
84	0.8351535
85	0.8361838
86	0.8365959
87	0.8376262
88	0.8378323
89	0.8394807
90	0.8394807
91	0.8407171
92	0.8409231
93	0.8409231
94	0.8415413
95	0.8425716
96	0.8429837
97	0.8442201
98	0.8446322
99	0.8450443
100	0.8452504
101	0.8458685
102	0.8464867
103	0.8468988
104	0.8471049
105	0.8479291
106	0.8485473
107	0.8491655
108	0.8497836
109	0.8504018
110	0.8508139
111	0.85102
112	0.8526685
113	0.8528745
114	0.8532866
115	0.8541109
116	0.854523
117	0.854729
118	0.8553472
119	0.8555533
120	0.8557593
121	0.8561714
122	0.8567896
123	0.8569957
124	0.8574078
125	0.8574078
126	0.8578199
127	0.8578199
128	0.858232
129	0.8584381
130	0.8592623
131	0.8594684
132	0.8602926
133	0.8607047
134	0.8613229
135	0.861529
136	0.8621471
137	0.8625592
138	0.8627653
139	0.8633835
140	0.8633835
141	0.8648259
142	0.865238
143	0.8654441
144	0.8656501
145	0.8658562
146	0.8658562
147	0.8662683
148	0.8664743
149	0.8668865
150	0.8672986
151	0.8675046
152	0.8683289
153	0.8685349
154	0.8691531
155	0.8693592
156	0.8695652
157	0.8697713
158	0.8699773
159	0.8708016
160	0.8714197
161	0.8718319
162	0.87245
163	0.8732743
164	0.8734803
165	0.8743046
166	0.8745106
167	0.8755409
168	0.8761591
169	0.8763651
170	0.8767773
171	0.8767773
172	0.8769833
173	0.8771894
174	0.8776015
175	0.8780136
176	0.8784257
177	0.8786318
178	0.8786318
179	0.879456
180	0.8802802
181	0.8802802
182	0.8806924
183	0.8806924
184	0.8813105
185	0.8819287
186	0.8819287
187	0.8823408
188	0.882959
189	0.8835772
190	0.8835772
191	0.8841953
192	0.8852256
193	0.8856377
194	0.886462
195	0.8870802
196	0.8872862
197	0.8874923
198	0.8874923
199	0.8874923
200	0.8874923
201	0.8874923
202	0.8879044
203	0.8879044
204	0.8883165
205	0.8889347
206	0.8891407
207	0.8893468
208	0.8895529
209	0.890171
210	0.8903771
211	0.8903771
212	0.8905831
213	0.8907892
214	0.8914074
215	0.8914074
216	0.8918195
217	0.8922316
218	0.8926437
219	0.8928498
220	0.8928498
221	0.893468
222	0.893674
223	0.8940861
224	0.8947043
225	0.8947043
226	0.8947043
227	0.8949104
228	0.8951164
229	0.8953225
230	0.8957346
231	0.8957346
232	0.8957346
233	0.8959407
234	0.8959407
235	0.8959407
236	0.8961467
237	0.8963528
238	0.8967649
239	0.897177
240	0.8973831
241	0.8975891
242	0.8982073
243	0.8990315
244	0.8990315
245	0.8992376
246	0.8998558
247	0.9000618
248	0.9002679
249	0.9002679
250	0.9002679
251	0.90068
252	0.9015042
253	0.9017103
254	0.9023285
255	0.9023285
256	0.9025345
257	0.9027406
258	0.9031527
259	0.9033587
260	0.9033587
261	0.9035648
262	0.9037709
263	0.904183
264	0.9045951
265	0.9048012
266	0.9052133
267	0.9058314
268	0.9060375
269	0.9064496
270	0.9072739
271	0.907686
272	0.907892
273	0.907892
274	0.9085102
275	0.9085102
276	0.9087163
277	0.9087163
278	0.9089223
279	0.9089223
280	0.9093344
281	0.9097465
282	0.9101587
283	0.9105708
284	0.9107768
285	0.9109829
286	0.9122192
287	0.9122192
288	0.9122192
289	0.9126314
290	0.9134556
291	0.9138677
292	0.9140738
293	0.9144859
294	0.9144859
295	0.914898
296	0.914898
297	0.914898
298	0.9153101
299	0.9155162
300	0.9157222
301	0.9159283
302	0.9161343
303	0.9161343
304	0.9163404
305	0.9163404
306	0.9165465
307	0.9167525
308	0.9167525
309	0.9169586
310	0.9171646
311	0.9171646
312	0.9171646
313	0.9171646
314	0.9171646
315	0.9173707
316	0.9173707
317	0.9173707
318	0.9175768
319	0.9177828
320	0.9177828
321	0.9179889
322	0.9181949
323	0.918401
324	0.918607
325	0.918607
326	0.9188131
327	0.9192252
328	0.9194313
329	0.9194313
330	0.9198434
331	0.9198434
332	0.9198434
333	0.9202555
334	0.9202555
335	0.9202555
336	0.9202555
337	0.9202555
338	0.9202555
339	0.9202555
340	0.9202555
341	0.9202555
342	0.9204616
343	0.9204616
344	0.9210797
345	0.9210797
346	0.9210797
347	0.9212858
348	0.9216979
349	0.921904
350	0.921904


Mean_TPR35= 0.7989	S.E.M= 0.0066
TPR35:
0.8333333	0.81893	0.8230453	0.8020619	0.7773196	0.7938144	0.7731959	0.7835052	0.7814433	0.8020619
