198741	HKVAMNSJSFKALM-LNNUTQBZSA-N	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
198742	LDTAHRLHGHFHKP-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC
198743	GQGVBSHMRYHBTF-UOWFLXDJSA-N	C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)(F)F)N
198744	WAEXFXRVDQXREF-UHFFFAOYSA-N	C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
198745	BMGQWWVMWDBQGC-PZFYLCKJSA-N	C[C@]12[C@H]([C@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC
198746	GKFPROVOIQKYTO-UZLBHIALSA-N	COC(=O)[C@H](CCSC)NC(=O)C1=C(C=C(C=C1)NC[C@H](CS)N)C2=CC=CC=C2
198747	LCOIAYJMPKXARU-VAWYXSNFSA-N	C1=CC=C(C=C1)C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=CC3=C2N=CC=C3
198748	LXZZYRPGZAFOLE-UHFFFAOYSA-L	N.N.[Cl-].[Cl-].[Pt+2]
198749	NMUSYJAQQFHJEW-KVTDHHQDSA-N	C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
198750	BKJIXTWSNXCKJH-UHFFFAOYSA-N	CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2
198751	DTEKTGDVSARYDS-UHFFFAOYSA-N	CC1C(=O)N(C2=CN=C(N=C2N1CCC(C)C)NC3=CC(=C(C(=C3)F)O)F)C
198752	IRSFLDGTOHBADP-UHFFFAOYSA-N	CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O
198753	BNJOZDZCRHCODO-UHFFFAOYSA-N	COC(=O)CNC(=O)C(=O)OC
198754	IYNDTACKOAXKBJ-UHFFFAOYSA-N	C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCCO
198755	ZMNWFTYYYCSSTF-UHFFFAOYSA-N	CC(=O)N1CCN(CC1)C2CCC(CC2)N3C4=C(C(=N3)C5=CC(=C(C=C5)NC(=O)C6=CC7=CC=CC=C7N6C)OC)C(=NC=N4)N
198756	KVLFRAWTRWDEDF-IRXDYDNUSA-N	C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOC[C@@H]5C
198757	RRHONYZEMUNMJX-UHFFFAOYSA-N	CC1=C(C=C(C(=C1)OC)C(=O)N2CCN(CC2)C(=O)C)SC3=CN=C(S3)NC(=O)C4=CC=C(C=C4)CNC(C)C(C)C
198758	MPUQHZXIXSTTDU-QXGSTGNESA-N	C1CC2=CC=CC=C2C1NC3=NC=NC4=C3C=CN4C5CC(C(C5)O)COS(=O)(=O)N
198759	BMGQWWVMWDBQGC-PZFYLCKJSA-N	CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC
198760	GBABOYUKABKIAF-BXZSYHTRSA-N	CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
198761	WINHZLLDWRZWRT-ATVHPVEESA-N	CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C
198762	YZDJQTHVDDOVHR-UHFFFAOYSA-N	CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)Cl)F
198763	BPQMGSKTAYIVFO-UHFFFAOYSA-N	CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
198764	JYEFSHLLTQIXIO-SMNQTINBSA-N	CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7.C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O.C1=C(C(=O)NC(=O)N1)F
198765	NEZONWMXZKDMKF-UHFFFAOYSA-N	CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C
198766	AOJJSUZBOXZQNB-UHFFFAOYSA-N	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
198767	DPCXEUSDRQOOGZ-QLYXXIJNSA-N	CN(C)CCOC1=CC=C(C=C1)C2=N/C(=C\3/C=CC4=C(CCC4=C3)N=O)/C(=C5C=CNC=C5)N2
198768	XSGXRYNZNGUGEJ-PGMHBOJBSA-N	C=CCC1=CC=CC(=CNNC(=O)CN2CCN(CC2)CC3=CC=CC=C3)C1=O
198769	ULXXDDBFHOBEHA-CWDCEQMOSA-N	CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4
198770	ZMNWFTYYYCSSTF-UHFFFAOYSA-N	CC(=O)N1CCN(CC1)C2CCC(CC2)N3C4=C(C(=N3)C5=CC(=C(C=C5)NC(=O)C6=CC7=CC=CC=C7N6C)OC)C(=NC=N4)N
198771	JNAHVYVRKWKWKQ-CYBMUJFWSA-N	C[C@@]1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
198772	VAVXGGRQQJZYBL-UHFFFAOYSA-N	C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I
198773	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	CC[C@H](CO)NC1=NC2=C(C(=N1)NCC3=CC=CC=C3)N=CN2C(C)C
198774	XOLMRFUGOINFDQ-MHWRWJLKSA-N	C1=CC2=C(C=CC(=C2)/C=C/3\C(=O)N=C(S3)NCC4=CC=CS4)N=C1
198775	CUIHSIWYWATEQL-UHFFFAOYSA-N	CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
198776	KTUFNOKKBVMGRW-UHFFFAOYSA-N	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
198777	XSGXRYNZNGUGEJ-PGMHBOJBSA-N	C=CCC1=CC=C/C(=C/NNC(=O)CN2CCN(CC2)CC3=CC=CC=C3)/C1=O
198778	UNEJSHNDABUZNY-UJNHCCGESA-N	CN(CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)C(C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO
198779	YXTKHLHCVFUPPT-YYFJYKOTSA-N	[CH2-]C1CCCCC1[CH2-].C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O.C1=C(C(=O)NC(=O)N1)F.C(=O)(C(=O)O)O.[Pt+2]
198780	AHJRHEGDXFFMBM-UHFFFAOYSA-N	CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
198781	DPCXEUSDRQOOGZ-QLYXXIJNSA-N	CN(C)CCOC1=CC=C(C=C1)C2=NC(=C3C=CC4=C(CCC4=C3)N=O)C(=C5C=CNC=C5)N2
198782	ZHJGWYRLJUCMRT-QGZVFWFLSA-N	C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)CN5CCN(CC5)C)C(=O)N
198783	VJJPUSNTGOMMGY-UHFFFAOYSA-N	CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
198784	FBOZXECLQNJBKD-ZDUSSCGKSA-N	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
198785	BUROJSBIWGDYCN-GAUTUEMISA-N	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OP(=O)(C)C)C)C)O)OC)C)C)C)OC
198786	JAMULYFATHSZJM-UHFFFAOYSA-N	C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
198787	OYONTEXKYJZFHA-SSHUPFPWSA-N	CC1=C(NC(=C1C(=O)N2CCC[C@@H]2CN3CCCC3)C)/C=C\4/C5=C(C=CC(=C5)S(=O)(=O)CC6=C(C=CC=C6Cl)Cl)NC4=O
198788	GOTYRUGSSMKFNF-UHFFFAOYSA-N	C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
198789	UBPYILGKFZZVDX-UHFFFAOYSA-N	CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
198790	NAVMQTYZDKMPEU-UHFFFAOYSA-N	CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
198791	HYNBNUYQTQIHJK-UHFFFAOYSA-N	COC1CCN(CC1)C(=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F
198792	LXZZYRPGZAFOLE-UHFFFAOYSA-L	N.N.Cl[Pt]ClN.N.Cl[Pt]ClN.N.[Cl-].[Cl-].[Pt+2]
198793	SCELLOWTHJGVIC-BGYRXZFFSA-N	CC1CN(CC(O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C=CC=C4C3)C5=CC(=O)C=C(O5)N6CCOCC6
198794	QXRSDHAAWVKZLJ-PVYNADRNSA-N	CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C
198795	MZDKLVOWGIOKTN-UHFFFAOYSA-N	CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C
198796	PKCDDUHJAFVJJB-UHFFFAOYSA-N	CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O
198797	RNPDUXVFGTULLP-ATTQYFOMSA-N	CCCCC(C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OCC1=CC=CC=C1
198798	MJQUEDHRCUIRLF-TVIXENOKSA-N	CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(OC(=O)CC(CC3CC(C(C(O3)(CC4CC(=CC(=O)OC)CC(O4)C=CC(C1(O2)O)(C)C)O)(C)C)OC(=O)C)O)C(C)O
198799	VSRXQHXAPYXROS-UHFFFAOYSA-N	C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
198800	RFAXLXKIAKIUDT-UHFFFAOYSA-N	C1=CC=C2C(=C1)C=CC(=C2SSC3=C(C=CC4=CC=CC=C43)O)O
198801	RAHBGWKEPAQNFF-UHFFFAOYSA-N	CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
198802	IXFPJGBNCFXKPI-FSIHEZPISA-N	CCCCCCCC(=O)O[C@H]1[C@H]2C(=C([C@@H]1OC(=O)/C(=C\C)/C)C)[C@H]3[C@]([C@H](C[C@]2(C)OC(=O)C)OC(=O)CCC)([C@](C(=O)O3)(C)O)O
198803	GKFPROVOIQKYTO-UZLBHIALSA-N	COC(=O)C(CCSC)NC(=O)C1=C(C=C(C=C1)NCC(CS)N)C2=CC=CC=C2
198804	FDLYAMZZIXQODN-UHFFFAOYSA-N	C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F
198805	BCFGMOOMADDAQU-UHFFFAOYSA-N	CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
198806	ZVAGBRFUYHSUHA-VLJPQPJMSA-N	CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O
198807	PKCDDUHJAFVJJB-UHFFFAOYSA-N	CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O
198808	YOVNFNXUCOWYSG-UHFFFAOYSA-N	CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6
198809	MVCOAUNKQVWQHZ-UHFFFAOYSA-N	CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
198810	OUKYUETWWIPKQR-UHFFFAOYSA-N	CN1CCN(CC1)CCOC2=CC(=C3C(=C2)N=CN=C3NC4=C(C=CC5=C4OCO5)Cl)OC6CCOCC6
198811	UGQMURPIMYALPH-PZJQAWQVSA-N	CC1=CC(=CC2=C1NC(=C3C(=CC=NC3=O)NCC(C4=CC(=CC=C4)Cl)O)N2)N5CCOCC5
198812	LMJFJIDLEAWOQJ-UHFFFAOYSA-N	CC(C1=C2C(=CC(=C1)C(=O)N(C)C)C(=O)C=C(O2)N3CCOCC3)NC4=CC(=CC(=C4)F)F
198813	GXUJPQDCLCDKLU-UHFFFAOYSA-N	CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O.Cl
198814	CRRPFKCJZALCLQ-UHFFFAOYSA-N	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=NC6=CC7=C(C=C6N=C5C8=CC=CC=C8)N=CN7.C(=O)(C(F)(F)F)O.O
198815	IAYGCINLNONXHY-LBPRGKRZSA-N	C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N
198816	OYVAGSVQBOHSSS-UAPAGMARSA-O	CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
198817	ZDZOTLJHXYCWBA-UHFFFAOYSA-N	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O
198818	QASFUMOKHFSJGL-LAFRSMQTSA-N	C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1
198819	RCINICONZNJXQF-MZXODVADSA-N	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
198820	OYVAGSVQBOHSSS-UAPAGMARSA-O	CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
198821	OGNYUTNQZVRGMN-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
198822	AYUNIORJHRXIBJ-TXHRRWQRSA-N	C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC
198823	AAKJLRGGTJKAMG-UHFFFAOYSA-N	COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
198824	INVTYAOGFAGBOE-UHFFFAOYSA-N	C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3
198825	BUBOMCNDHPTLAH-UHFFFAOYSA-N	COC1=C(C=CC(=C1)N2CCN(CC2)CCO)NC3=NC=C(C(=N3)C4=CN=C5N4C=CC=C5)F
198826	NPLCWDKKWCIODK-UHFFFAOYSA-N	CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCN(CC4)C)N
198827	XXQNJSPSOWJIOZ-UHFFFAOYSA-N	CC1=NN(C=C1NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NC)C(F)(F)F)C
198828	GBABOYUKABKIAF-BXZSYHTRSA-N	CCC1=CC2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
198829	XQVVPGYIWAGRNI-JOCHJYFZSA-N	CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C
198830	CBPNZQVSJQDFBE-FUXHJELOSA-N	C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
198831	PLHJCIYEEKOWNM-HHHXNRCGSA-N	CN1C=NC=C1[C@@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N
198832	XDLYKKIQACFMJG-UHFFFAOYSA-N	CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(CC3)OCCO)C4=CN=C(C=C4)OC
198833	LQVXSNNAFNGRAH-QHCPKHFHSA-N	C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F
198834	HWUHTJIKQZZBRA-UHFFFAOYSA-N	C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N.Cl.Cl
198835	NOTGFIUVDGNKRI-UUOKFMHZSA-N	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N
198836	ZHJGWYRLJUCMRT-QGZVFWFLSA-N	CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)CN5CCN(CC5)C)C(=O)N
198837	JXLYSJRDGCGARV-CUGARIAGSA-N	CC[C@@]1(CC2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
198838	SWDZPNJZKUGIIH-QQTULTPQSA-N	CCNC(=O)C1=C(C(=C2C=C(C(=CC2=O)O)C(C)C)ON1)C3=CC=C(C=C3)CN4CCOCC4
198839	RFAXLXKIAKIUDT-UHFFFAOYSA-N	C1=CC=C2C(=C1)C=CC(=C2SSC3=C(C=CC4=CC=CC=C43)O)O
198840	BNJOZDZCRHCODO-UHFFFAOYSA-N	COC(=O)CNC(=O)C(=O)OC
198841	UGQMURPIMYALPH-PZJQAWQVSA-N	CC1=CC(=CC2=C1N/C(=C/3\C(=CC=NC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)/N2)N5CCOCC5
198842	HHZIURLSWUIHRB-UHFFFAOYSA-N	CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5
198843	VRQMAABPASPXMW-HDICACEKSA-N	CC1CN(CC(N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
198844	HRYNCLKDKCPYBF-UHFFFAOYSA-N	CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)C5=CNC6=CC=CC=C65)Cl)OC
198845	NPLCWDKKWCIODK-UHFFFAOYSA-N	CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCN(CC4)C)N
198846	GXJABQQUPOEUTA-RDJZCZTQSA-N	B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
