chemical_index	chemical_id	InChI_Key
10950	ZINC29220788	SVCLSFSGRLVAQK-OAHLLOKOSA-N
10951	ZINC29221575	HRYITGOEDRTTLM-FRSCJGFNSA-P
10952	ZINC29222893	VMFGCGRAIBLAFY-IBGZPJMESA-N
10953	ZINC29224384	FXYDPARKRWHKDN-UHFFFAOYSA-O
10954	ZINC29225159	BEZXGSZPWXRHIN-INIZCTEOSA-N
10955	ZINC29226409	NPGXQDBNBFXJKB-UHFFFAOYSA-O
10956	ZINC29228443	LMPGZRBXGQHUBL-HNNXBMFYSA-N
10957	ZINC29230271	ZJDCGVDEEHWEIG-OAHLLOKOSA-N
10958	ZINC29230278	ZJDCGVDEEHWEIG-HNNXBMFYSA-N
10959	ZINC29241818	OMKHWTRUYNAGFG-JMJZKYOTSA-N
10960	ZINC29241824	OMKHWTRUYNAGFG-DVVUODLYSA-N
10961	ZINC29241832	OMKHWTRUYNAGFG-INTQDDNPSA-N
10962	ZINC29250560	DYXZEOJTRVEJOX-SFHVURJKSA-L
10963	ZINC29253676	BOWMCVIYCOFFNW-UHFFFAOYSA-N
10964	ZINC29311776	OQWRFCAQZSOIIF-VIFPVBQESA-N
10965	ZINC29311781	OQWRFCAQZSOIIF-SECBINFHSA-N
10966	ZINC29312777	TVKUNRSARHGLNB-REOHCLBHSA-N
10967	ZINC29313822	APQRSTHZZSRXIS-MRVPVSSYSA-N
10968	ZINC29313830	APQRSTHZZSRXIS-QMMMGPOBSA-N
10969	ZINC29319828	OROAFUQRIXKEMV-LDADJPATSA-M
10970	ZINC29320036	NKPNCAYTOLXSEG-VXKWHMMOSA-O
10971	ZINC29322759	CMLNDCUXASGBMQ-NQUQXYBYSA-M
10972	ZINC29323758	YMRWVEHSLXJOCD-SCOYTADVSA-M
10973	ZINC29324836	ABIFUJNCKIMWRZ-SFYZADRCSA-M
10974	ZINC29326769	JLTNHFQJNQZJTC-ZETCQYMHSA-N
10975	ZINC29326774	JLTNHFQJNQZJTC-SSDOTTSWSA-N
10976	ZINC29327208	QOIQIPISRJHZOE-YRFDSLTASA-O
10977	ZINC29327213	QOIQIPISRJHZOE-SZKDQXIBSA-O
10978	ZINC29327451	ZNNWOWADALHHDU-UHFFFAOYSA-O
10979	ZINC29327528	DSVAWVBHUBDAPY-AHJNKEMKSA-M
10980	ZINC29327729	LORDHVAFEHVZBC-UHFFFAOYSA-M
10981	ZINC29330916	QIIVUOWTHWIXFO-UHFFFAOYSA-N
10982	ZINC29332890	RAROPAIUQLACLV-RITPCOANSA-N
10983	ZINC29332894	RAROPAIUQLACLV-PHDIDXHHSA-N
10984	ZINC29332899	RAROPAIUQLACLV-NTSWFWBYSA-N
10985	ZINC29333986	HVQPRKAGYIETEV-BQBZGAKWSA-N
10986	ZINC29333991	HVQPRKAGYIETEV-RNFRBKRXSA-N
10987	ZINC29333996	HVQPRKAGYIETEV-NKWVEPMBSA-N
10988	ZINC29339315	JAFHGTXCEIJXQT-UHFFFAOYSA-M
10989	ZINC29340872	YSODDPSCFCNNLI-UHFFFAOYSA-N
10990	ZINC29340932	AACIUXJDGJQQNM-UHFFFAOYSA-O
10991	ZINC29341878	OBWCQARWOVVGRJ-UHFFFAOYSA-O
10992	ZINC29343783	ZRAIUMVYTFUMKD-UHFFFAOYSA-O
10993	ZINC29345122	VAPSMQAHNAZRKC-TZWLMOEPSA-M
10994	ZINC29348254	DSPMDRAVVJOBBC-CJNGLKHVSA-M
10995	ZINC29388908	RTOWHNLJAVYURJ-UHFFFAOYSA-M
10996	ZINC29388911	DNKFALGCDQLDHA-UHFFFAOYSA-M
10997	ZINC29389040	RCTXZLWJOZFFFZ-NEPJUHHUSA-O
10998	ZINC29391506	LVVUXAMXEVQIGP-UHFFFAOYSA-M
10999	ZINC29391508	OVIULUSTUZTWRP-UHFFFAOYSA-M
11000	ZINC29391511	GEEZPHMQJXJCBB-UHFFFAOYSA-M
11001	ZINC29394024	SJZROSPVBWMKCV-UHFFFAOYSA-M
11002	ZINC29394466	BRQUVUOFROLIQP-UHFFFAOYSA-M
11003	ZINC29395371	KKPCZINSSMWAIR-UHFFFAOYSA-M
11004	ZINC29395601	XVWMKFJWXSGCNR-UHFFFAOYSA-M
11005	ZINC29395604	WPZDYSIEQZFHIA-UHFFFAOYSA-M
11006	ZINC29396939	XXPWLHLIDZEPKR-UHFFFAOYSA-N
11007	ZINC29399992	REEXUFMNXIRHTC-UHFFFAOYSA-M
11008	ZINC29400609	JQWHDKUIGHPUHR-UHFFFAOYSA-M
11009	ZINC29400794	ANJKECNGKIVNCX-UHFFFAOYSA-M
11010	ZINC29404698	ICAZJGGPGBCINH-UHFFFAOYSA-M
11011	ZINC29406073	CMKADOZKOSWKOK-ZDUSSCGKSA-N
11012	ZINC29406076	SYBYNPXRAMCIEP-NSHDSACASA-N
11013	ZINC29409561	DXBCZLBBXQSAMW-UHFFFAOYSA-O
11014	ZINC29410849	GDXKWQUHCWPVIF-LBPRGKRZSA-N
11015	ZINC29411711	SLKRDCRJTPFGNI-TWJVDONLSA-N
11016	ZINC29412147	BYVVCQVQZLFQOJ-UHFFFAOYSA-N
11017	ZINC29413191	WZZPTVIAALKWBS-UHFFFAOYSA-O
11018	ZINC29414236	XRBAWOBXAHMXLX-SLYZXXNYSA-N
11019	ZINC29414525	QSJHCTOZEMYUJJ-YFKPBYRVSA-O
11020	ZINC29414528	QSJHCTOZEMYUJJ-RXMQYKEDSA-O
11021	ZINC29462723	QIGRWVXSYFLWOM-UHFFFAOYSA-O
11022	ZINC29463466	DYLIWHYUXAJDOJ-UPHRSURJSA-N
11023	ZINC29463497	GYLDNNSIAUVXSR-UHFFFAOYSA-O
11024	ZINC29463846	UQIOJCBARSSJKK-UHFFFAOYSA-O
11025	ZINC29464408	YIWWRMQTCCDFRT-UQCOIBPSSA-N
11026	ZINC29464717	PQAPVTKIEGUPRN-UHFFFAOYSA-N
11027	ZINC29465697	FUUYDTABCNSHPB-UHFFFAOYSA-N
11028	ZINC29467598	UPOPWDPXTWJIEQ-UPHRSURJSA-N
11029	ZINC29475774	IEXUMDBQLIVNHZ-QYQUYBGJSA-N
11030	ZINC29482860	WKBXDYPKIPBECR-QMMMGPOBSA-O
11031	ZINC29482863	WKBXDYPKIPBECR-MRVPVSSYSA-O
11032	ZINC29485479	PMXOASNGMJAYTN-UHFFFAOYSA-N
11033	ZINC29485680	UFCUZXFJQDYYRF-UHFFFAOYSA-M
11034	ZINC29486259	AQASGOHUMGAWJJ-UHFFFAOYSA-N
11035	ZINC29487406	XOCMAGDTTSQIEK-UHFFFAOYSA-N
11036	ZINC29488267	LSJMCZVDVVSHJA-UHFFFAOYSA-M
11037	ZINC29489673	DDUDJLAELMWWHY-UHFFFAOYSA-N
11038	ZINC29547030	XEFNMHVODMEGBW-UHFFFAOYSA-N
11039	ZINC29547560	HUBGMTPUQDQWMK-UHFFFAOYSA-N
11040	ZINC29547570	QMHTYKLXSOQULX-UHFFFAOYSA-N
11041	ZINC29549174	QKZNNAUSAVZXNE-UHFFFAOYSA-N
11042	ZINC29549422	SLNCMJYPLFSUGO-UHFFFAOYSA-N
11043	ZINC29549442	GHZQNFUFNNGCTO-UHFFFAOYSA-N
11044	ZINC29551572	GHCZAUBVMUEKKP-UEIKMPNUSA-M
11045	ZINC29551579	GHCZAUBVMUEKKP-PKMWBZEMSA-M
11046	ZINC29551618	AJLFOPYRIVGYMJ-AQRMQOPESA-N
11047	ZINC29552512	BHTRKEVKTKCXOH-HGOJZQILSA-M
11048	ZINC29552518	BHTRKEVKTKCXOH-UFWNFVADSA-M
11049	ZINC29555312	JLJAVUZBHSLLJL-ZYKUOIRYSA-N
11050	ZINC29555908	ZRKQHHNVLRRZFQ-UHFFFAOYSA-N
11051	ZINC29557933	VHQCVUYEMJHQEX-UHFFFAOYSA-N
11052	ZINC29559153	OMGOVFIKWLKTPS-UHFFFAOYSA-N
11053	ZINC29560054	RTKDBEOSPDFLGD-QGZVFWFLSA-O
11054	ZINC29560057	RTKDBEOSPDFLGD-KRWDZBQOSA-O
11055	ZINC29563822	PAOANWZGLPPROA-SUWCGCSTSA-M
11056	ZINC29571156	BOZILQFLQYBIIY-GJYIOPSLSA-M
11057	ZINC29571159	BOZILQFLQYBIIY-LPGBAMFFSA-M
11058	ZINC29589888	MWPPELUBOBZLKD-UHFFFAOYSA-M
11059	ZINC29747055	ANRUJJLGVODXIK-UHFFFAOYSA-P
11060	ZINC30430198	MQGUPLUYVSZGAC-UHFFFAOYSA-N
11061	ZINC30691168	MEUQWHZOUDZXHH-UHFFFAOYSA-N
11062	ZINC30691727	ASMXXROZKSBQIH-VITNCHFBSA-N
11063	ZINC30691754	XHOLNRLADUSQLD-UHFFFAOYSA-O
11064	ZINC30691792	JYYLVUFNAHSSFE-UHFFFAOYSA-N
11065	ZINC30691803	XEANIURBPHCHMG-SWLSCSKDSA-N
11066	ZINC30691809	FQJISUPNMFRIFZ-HXUWFJFHSA-N
11067	ZINC30727277	YTOPFCCWCSOHFV-KDURUIRLSA-N
11068	ZINC30731581	IJRBORPEVKCEQD-JMQWOFAPSA-N
11069	ZINC31156700	UHIGZYLCYRQESL-VJWFJHQPSA-N
11070	ZINC31262374	SEZFNTZQMWJIAI-DHZHZOJOSA-N
11071	ZINC31291954	ZOHPJXCEVYGLJT-UHFFFAOYSA-L
11072	ZINC31343462	AQPYUQKKKCLZAT-RMKNXTFCSA-N
11073	ZINC31502170	QBICJHHCQYFVMI-UHFFFAOYSA-O
11074	ZINC31502675	IYGYMKDQCDOMRE-MSOLQXFVSA-N
11075	ZINC31719993	HYHFPMWIIOXTBM-JLHYYAGUSA-N
11076	ZINC31866879	SJUHDYWILSOYEK-UHFFFAOYSA-N
11077	ZINC31962397	PUVMVPFLXCHEOY-UHFFFAOYSA-L
11078	ZINC31982451	YCADFOXVGUGHRV-UHFFFAOYSA-O
11079	ZINC32012483	DPVXFHPWUBDVMN-XYOKQWHBSA-N
11080	ZINC32012642	CFVKOAMEQVZCAM-DTWKUNHWSA-O
11081	ZINC32136784	KCGUGVQODCQMBI-UHFFFAOYSA-N
11082	ZINC32149231	UOUHDIZYOCFQKG-UHFFFAOYSA-N
11083	ZINC32170235	UWBLHMYGSPCMLF-UHFFFAOYSA-N
11084	ZINC32215027	KCONJLWEYUCWTH-OCCSQVGLSA-N
11085	ZINC32254083	XKLRYMRLOBCRPN-UHFFFAOYSA-N
11086	ZINC32500347	RNGVSSIIHLHHSN-UHFFFAOYSA-O
11087	ZINC32547730	DRKGLYHLBGWKHL-UHFFFAOYSA-N
11088	ZINC32628523	XZFMJVJDSYRWDQ-AWFVSMACSA-M
11089	ZINC32686273	KKIDKWUGBUWNPR-UHFFFAOYSA-N
11090	ZINC32694331	WSADNYYSESYYNB-LDADJPATSA-M
11091	ZINC32701813	QZVKWPAHBBJEBY-VHDJGTGISA-M
11092	ZINC32779618	HVJJGTXESXSGPU-UHFFFAOYSA-O
11093	ZINC32785912	DUYSYHSSBDVJSM-DNWQSSKHSA-M
11094	ZINC32794466	WRROVDDBUYSEPX-UHFFFAOYSA-N
11095	ZINC32915163	IKJDIDUPEGBVKA-UHFFFAOYSA-N
11096	ZINC32915988	MLCPSWPIYHDOKG-BUHFOSPRSA-N
11097	ZINC33034247	SYFAEBVHHBJQER-XFFZJAGNSA-N
11098	ZINC33293951	DGWRCFRFNQNCMG-BOPFTXTBSA-N
11099	ZINC33295958	MOVBBVMDHIRCTG-LJQANCHMSA-O
11100	ZINC33313731	PKUJNGORRVWSJX-ZSOIEALJSA-M
11101	ZINC33315026	HVCKRXNCZNJASA-UHFFFAOYSA-P
11102	ZINC33324306	UEDBOSNZRXYIME-UKTHLTGXSA-N
11103	ZINC33331643	JPFZNQBBVXGNGG-UHFFFAOYSA-N
11104	ZINC33333445	AMFQIALECOUHGP-NTEUORMPSA-N
11105	ZINC33353700	CQENTNJXTSZYFA-SANMLTNESA-N
11106	ZINC33353703	CQENTNJXTSZYFA-AREMUKBSSA-N
11107	ZINC33359111	QERFJHUBLDEEJL-UHFFFAOYSA-N
11108	ZINC33359231	WVLHHLRVNDMIAR-LJQANCHMSA-O
11109	ZINC33359232	WVLHHLRVNDMIAR-IBGZPJMESA-O
11110	ZINC33359324	LXROHYSWUUGKNY-DEOSSOPVSA-N
11111	ZINC33375437	GPIOBIZYEXDBSE-HMGHKAQVSA-N
11112	ZINC33395186	PVXVYUCGACTAGE-AUWJEWJLSA-M
11113	ZINC33404884	BOQIVKJIDMTNLR-XFXZXTDPSA-O
11114	ZINC33422762	QOPAXITVPOJESI-DHDCSXOGSA-M
11115	ZINC33424013	BZGORQAAWKXLDP-DHDCSXOGSA-N
11116	ZINC33559155	YWNAVPSABPGECL-UHFFFAOYSA-N
11117	ZINC33671247	YZNNBIPIQWYLDM-JKUQZMGJSA-O
11118	ZINC33676151	LXXHJSPSMPODIJ-UHFFFAOYSA-P
11119	ZINC33696845	ZOIUUCNFVDJSJK-LWFHIICWSA-N
11120	ZINC33696847	ZOIUUCNFVDJSJK-CSSSSBCVSA-N
11121	ZINC33696848	ZOIUUCNFVDJSJK-GRQBZCBHSA-N
11122	ZINC33696850	ZOIUUCNFVDJSJK-VLYKBWAZSA-N
11123	ZINC33701288	JPQLXWDWCHMFPE-ZDLGFXPLSA-M
11124	ZINC33744856	IBOZZWGMZPMXBO-YIYPIFLZSA-O
11125	ZINC33821372	YRGSRFXZNYCJNK-PSWAGMNNSA-O
11126	ZINC33830395	SRPHMISUTWFFKJ-MKSGFSFGSA-N
11127	ZINC33848432	HBRLDCUDNAXURQ-UHFFFAOYSA-N
11128	ZINC33848576	SZWYXJHTNGJPKU-UHFFFAOYSA-N
11129	ZINC33861415	RPWFJAMTCNSJKK-UHFFFAOYSA-N
11130	ZINC33868269	UAHKADJDKZZDAK-UHFFFAOYSA-N
11131	ZINC33901069	PBCZSGKMGDDXIJ-KRUBCLEUSA-O
11132	ZINC33902580	HAHASQAKYSVXBE-WAYWQWQTSA-L
11133	ZINC33909278	ZQIFJVLALMSVMO-CFRMEGHHSA-N
11134	ZINC33926974	QBZLYEDJIWHIEF-GHXNOFRVSA-M
11135	ZINC33961501	HYVKVSAZCPKHDV-VXNVDRBHSA-N
11136	ZINC33961502	HYVKVSAZCPKHDV-IONNQARKSA-N
11137	ZINC33961503	HYVKVSAZCPKHDV-APPZFPTMSA-N
11138	ZINC33961504	HYVKVSAZCPKHDV-CBAPKCEASA-N
11139	ZINC33963476	JUKHKHMSQCQHEN-VQHVLOKHSA-N
11140	ZINC33966193	QZBKCCCUSMQVTC-JTQLQIEISA-N
11141	ZINC33966194	QZBKCCCUSMQVTC-SNVBAGLBSA-N
11142	ZINC33966195	JUNVYYPZXPVIAH-PSASIEDQSA-N
11143	ZINC33966196	JUNVYYPZXPVIAH-SCZZXKLOSA-N
11144	ZINC33966683	NUHBBNDBRCHIDV-UHFFFAOYSA-N
11145	ZINC33967579	YBUGDJUVZUNIRB-UHFFFAOYSA-O
11146	ZINC33970297	HSWWFIPPMAFLPH-UHFFFAOYSA-N
11147	ZINC33971762	PIJVFDBKTWXHHD-HIFRSBDPSA-N
11148	ZINC33975407	QIVCCEZFEVOXGN-KOLCDFICSA-N
11149	ZINC33989874	SUGVYNSRNKFXQM-DETITRACSA-N
11150	ZINC33992379	WNWYUJFRSNTWIF-SSDOTTSWSA-N
11151	ZINC33992380	WNWYUJFRSNTWIF-ZETCQYMHSA-N
11152	ZINC34001955	ZMELOYOKMZBMRB-DLBZAZTESA-N
11153	ZINC34007762	LBWQSAZEYIZZCE-SNVBAGLBSA-N
11154	ZINC34008249	WYWOBCJMDNZHAV-UHFFFAOYSA-O
11155	ZINC34016620	QISLMXIYRQCLIR-FUMNGEBKSA-N
11156	ZINC34016806	MKGSCDBHUPQQMX-UHFFFAOYSA-N
11157	ZINC34017481	QIVCCEZFEVOXGN-MWLCHTKSSA-N
11158	ZINC34022720	CJRZFRLQNHKDCY-ZOWXZIJZSA-N
11159	ZINC34023590	DKAPUZDMFUBEBM-UHFFFAOYSA-N
11160	ZINC34026476	MOTJMGVDPWRKOC-UIUQJESISA-N
11161	ZINC34026477	MOTJMGVDPWRKOC-RNCAPKPVSA-N
11162	ZINC34026963	JWJOTENAMICLJG-CCAQCXLASA-N
11163	ZINC34026964	JWJOTENAMICLJG-IFUUKMSFSA-N
11164	ZINC34031217	ZXFRFPSZAKNPQQ-VLEAKVRGSA-N
11165	ZINC34031218	ZXFRFPSZAKNPQQ-NAKRPEOUSA-N
11166	ZINC34031219	ZXFRFPSZAKNPQQ-XWLWVQCSSA-N
11167	ZINC34031449	KXSIHXHEHABEJX-UHFFFAOYSA-O
11168	ZINC34034921	IPKZCLGGYKRDES-ZDUSSCGKSA-O
11169	ZINC34045468	NNACHAUCXXVJSP-UHFFFAOYSA-O
11170	ZINC34051487	ALBGFVLKMMXQOA-YVMONPNESA-N
11171	ZINC34061016	DDGQVFKVBFAACE-UHFFFAOYSA-O
11172	ZINC34093119	WEQLWGNDNRARGE-BHYGNILZSA-O
11173	ZINC34123980	ACOYOVQVLSTOMH-UHFFFAOYSA-N
11174	ZINC34132143	UCKLIUAJVINKBS-WDZFZDKYSA-M
11175	ZINC34162068	QFTXEYWITUUVIK-UHFFFAOYSA-N
11176	ZINC34169081	FTQDJVZNPJRVPG-XWEVEMRCSA-M
11177	ZINC34173976	LZCRRHQKPAEPKL-KVJVDKLYSA-O
11178	ZINC34173977	LZCRRHQKPAEPKL-TXICZTDVSA-O
11179	ZINC34187326	CDLMQSSFJCERSO-YMQHIKHWSA-N
11180	ZINC34189055	LHFKHAVGGJJQFF-UEOYEZOQSA-N
11181	ZINC34206690	FTJVGZHFDDPTNH-UHFFFAOYSA-M
11182	ZINC34212553	MJXIPHMGYJXKLJ-WFBMPGISSA-M
11183	ZINC34212555	MJXIPHMGYJXKLJ-HYMWGPJDSA-M
11184	ZINC34220290	HYUDUBGICRHDPP-UHFFFAOYSA-N
11185	ZINC34229645	GOSQWFMKXKORBV-UHFFFAOYSA-N
11186	ZINC34258590	MEJNYOQOZUXCOG-UHFFFAOYSA-N
11187	ZINC34271593	NTRKMGDUWYBLMS-GFCCVEGCSA-N
11188	ZINC34285211	KGPGFQWBCSZGEL-ZDUSSCGKSA-O
11189	ZINC34285231	SQUNOCMDMIQIQK-OAHLLOKOSA-N
11190	ZINC34285233	KNTGXMNWVXZIMW-UHFFFAOYSA-N
11191	ZINC34285235	HEAIZQNMNCHNFD-UHFFFAOYSA-N
11192	ZINC34306416	HDRSLHFTJYMQIL-QGZVFWFLSA-N
11193	ZINC34307313	VAPSMQAHNAZRKC-ICAIEGGGSA-M
11194	ZINC34319582	NFEVFCAOVZCHBN-LLVKDONJSA-N
11195	ZINC34321506	YJNUPBNOZDKQMS-UHFFFAOYSA-N
11196	ZINC34325316	WEQLWGNDNRARGE-DJIMGWMZSA-O
11197	ZINC34327129	VZOYVGQAPOCCMI-MDZDMXLPSA-O
11198	ZINC34349848	YOTBOYFKPMRBAG-UHFFFAOYSA-O
11199	ZINC34371722	DYLCISDYRDBFBG-UHFFFAOYSA-N
11200	ZINC34375693	WYJCYXOCHXWTHG-UHFFFAOYSA-P
11201	ZINC34392679	YVXVTLGIDOACBJ-GOSISDBHSA-N
11202	ZINC34399436	KSWPZVIUUGDWGZ-UHFFFAOYSA-N
11203	ZINC34401307	BCOAGUVOBMNDRW-UHFFFAOYSA-M
11204	ZINC34417080	SVQNYPQKWMFQJJ-LJQANCHMSA-O
11205	ZINC34421479	MSZJBCLQSZKRQD-ZDUSSCGKSA-N
11206	ZINC34421481	MSZJBCLQSZKRQD-CYBMUJFWSA-N
11207	ZINC34451922	ANGUXJDGJCHGOG-UHFFFAOYSA-O
11208	ZINC34509627	LPAUOXUZGSBGDU-STDDISTJSA-N
11209	ZINC34546938	RAYGAWWVJQZVJA-UHFFFAOYSA-M
11210	ZINC34554182	DMTDZFGYURLLKX-UHFFFAOYSA-O
11211	ZINC34565731	KKVZKYOBQGDKIB-UHFFFAOYSA-N
11212	ZINC34583064	LURDQLDPBFMVFX-UHFFFAOYSA-M
11213	ZINC34596664	PPUJONYIVOFJLM-UHFFFAOYSA-N
11214	ZINC34603838	IPEXHQGMTHOKQV-UHFFFAOYSA-O
11215	ZINC34608502	FVTWTVQXNAJTQP-UHFFFAOYSA-N
11216	ZINC34633601	MTZMMGKPBKFVFB-HNNXBMFYSA-N
11217	ZINC34633602	MTZMMGKPBKFVFB-OAHLLOKOSA-N
11218	ZINC34633627	JWHINRCANJWPCL-JQWIXIFHSA-N
11219	ZINC34633676	IEXUMDBQLIVNHZ-WXJBELMVSA-N
11220	ZINC34633957	RJIBTAMXAXHIAN-WAVHTBQISA-N
11221	ZINC34635639	XCVJGPONRKMMGU-UHFFFAOYSA-O
11222	ZINC34637143	FIHAXQZQWYILHF-UHFFFAOYSA-O
11223	ZINC34638188	MZDKLVOWGIOKTN-UHFFFAOYSA-N
11224	ZINC34640412	DEZZLWQELQORIU-RELWKKBWSA-N
11225	ZINC34662381	BOFGUJVLYGISIU-AATRIKPKSA-M
11226	ZINC34663723	NTRKMGDUWYBLMS-LBPRGKRZSA-N
11227	ZINC34677951	XQGZSYKGWHUSDH-UHFFFAOYSA-N
11228	ZINC34717659	QEHCDPCCCVENFD-UHFFFAOYSA-N
11229	ZINC34717850	QOULZGMCIQSKEN-RKNXPDJKSA-O
11230	ZINC34778317	JGBBILLMZPWNFU-QGZVFWFLSA-N
11231	ZINC34801315	WGPZAVZHAGYUOL-BCUYJECFSA-N
11232	ZINC34801417	HABYHHAEXZCLGB-CVZHOKEGSA-N
11233	ZINC34801418	HABYHHAEXZCLGB-BVSRHGJJSA-N
11234	ZINC34801833	WICQDDCNCVTFDX-VJGNERBWSA-N
11235	ZINC34801951	HFHIDKQMGIGARX-ATXIYDNESA-L
11236	ZINC34802036	UBLZPYJRNVSHFM-OAQYLSRUSA-N
11237	ZINC34802037	UBLZPYJRNVSHFM-NRFANRHFSA-N
11238	ZINC34802946	DVRSTRMZTAPMKO-UHFFFAOYSA-N
11239	ZINC34803408	YMLAXVVBJJHSKD-KTKRTIGZSA-N
11240	ZINC34803437	SOJGXPSMVNTNQL-KTKRTIGZSA-N
11241	ZINC34803574	DBMKKVSGBYKSFI-UHFFFAOYSA-N
11242	ZINC34803679	FWEHVPCBXKCYHE-ZEVQVBBLSA-N
11243	ZINC34803684	FWEHVPCBXKCYHE-JTHGQSKGSA-N
11244	ZINC34803705	XUWBDQAPIZBSRY-UHFFFAOYSA-N
11245	ZINC34804008	DPEXRCOBPACFOO-UHFFFAOYSA-N
11246	ZINC34842284	JGEBLDKNWBUGRZ-HXUWFJFHSA-N
11247	ZINC34842286	JGEBLDKNWBUGRZ-FQEVSTJZSA-N
11248	ZINC34847740	DQXUHFMXKZHONA-UHFFFAOYSA-N
11249	ZINC34849755	WZKZRSOWLZKJCL-UHFFFAOYSA-N
11250	ZINC34853956	IHOXNOQMRZISPV-YJYMSZOUSA-N
11251	ZINC34857615	FWEPNYNOKOHTNJ-SDQBBNPISA-N
11252	ZINC34866049	DKNDOKIVCXTFHJ-HNNXBMFYSA-O
11253	ZINC34866289	HQZBFDAIHIKVRO-CXAGYDPISA-O
11254	ZINC34867398	ZATWYMPHUYHZKA-LLVKDONJSA-N
11255	ZINC34885047	BLQYVHBZHAISJM-CMDGGOBGSA-O
11256	ZINC34894468	KGPGFQWBCSZGEL-CYBMUJFWSA-O
11257	ZINC34924544	QZGCHMZBGHVZFB-LLVKDONJSA-N
11258	ZINC34929023	IDYXWUNHHTZQSB-LBPRGKRZSA-N
11259	ZINC34929024	IDYXWUNHHTZQSB-GFCCVEGCSA-N
11260	ZINC34946707	TYYLMKBOWXDDCT-UHFFFAOYSA-N
11261	ZINC34947163	WYNZPDDTQGVCLZ-UHFFFAOYSA-N
11262	ZINC34977910	NMFAKPRDDDKVBP-UHFFFAOYSA-O
11263	ZINC35018256	PHLXAGIJBISHEY-QHCPKHFHSA-O
11264	ZINC35052131	FALILNHGILFDLC-UHFFFAOYSA-N
11265	ZINC35052489	PUAYLIXQYVQBPE-RKDOMRRMSA-N
11266	ZINC35052491	PUAYLIXQYVQBPE-CLXVYFTDSA-N
11267	ZINC35076415	QZGCHMZBGHVZFB-NSHDSACASA-N
11268	ZINC35077985	LBVKEEFIPBQIMD-JTQLQIEISA-N
11269	ZINC35079571	POYFPBLOVRVCKS-GOSISDBHSA-O
11270	ZINC35079573	POYFPBLOVRVCKS-SFHVURJKSA-O
11271	ZINC35079580	RYUHYOLRLQUVHQ-LJQANCHMSA-O
11272	ZINC35079582	RYUHYOLRLQUVHQ-IBGZPJMESA-O
11273	ZINC35079584	ZNRGREFWBCWZAU-LJQANCHMSA-O
11274	ZINC35079586	ZNRGREFWBCWZAU-IBGZPJMESA-O
11275	ZINC35079600	RDDFBAPIHCKOCC-GOSISDBHSA-O
11276	ZINC35079602	RDDFBAPIHCKOCC-SFHVURJKSA-O
11277	ZINC35079607	QTVIWMLMXFVZIY-LJQANCHMSA-O
11278	ZINC35079609	QTVIWMLMXFVZIY-IBGZPJMESA-O
11279	ZINC35079611	SCKWNQRIZNNYFA-LJQANCHMSA-O
11280	ZINC35079613	SCKWNQRIZNNYFA-IBGZPJMESA-O
11281	ZINC35120168	NIVLUABJSRHBFE-UHFFFAOYSA-N
11282	ZINC35143438	DARGVYVMURXBSO-UHFFFAOYSA-N
11283	ZINC35143440	DQXGQHAFADWCKG-UHFFFAOYSA-N
11284	ZINC35143441	QAHKQESOBNRNSZ-UHFFFAOYSA-N
11285	ZINC35183160	GRNZPDVXMDBGHG-DLBZAZTESA-N
11286	ZINC35183161	GRNZPDVXMDBGHG-IAGOWNOFSA-N
11287	ZINC35212821	FKRBAXZAJBBIAJ-UHFFFAOYSA-N
11288	ZINC35212825	MCQBNMPALTYSES-QGZVFWFLSA-N
11289	ZINC35212827	MCQBNMPALTYSES-KRWDZBQOSA-N
11290	ZINC35283208	TYLQNPVGILBSQQ-YQQQUEKLSA-O
11291	ZINC35305169	XBTFLDWDXOUUKS-ZROIWOOFSA-N
11292	ZINC35308313	KEUJAGGJGBWRFC-UHFFFAOYSA-N
11293	ZINC35318976	JXYNOYAZWCDOBD-AWEZNQCLSA-N
11294	ZINC35318977	JXYNOYAZWCDOBD-CQSZACIVSA-N
11295	ZINC35323148	DPYTYQFYDLYWHZ-UHFFFAOYSA-N
11296	ZINC35323259	XTKIFGMBONJHTF-UHFFFAOYSA-O
11297	ZINC35324130	KHQLSBOHZQJRPC-UHFFFAOYSA-O
11298	ZINC35324132	ZBWAOEUPXWDTQS-UHFFFAOYSA-O
11299	ZINC35328520	NXWASIVXQMMPLM-ZXMXYHOLSA-O
11300	ZINC35337303	AVUOUGHWBJISGR-UHFFFAOYSA-O
11301	ZINC35337462	OEGIMGLSWWLEIS-UHFFFAOYSA-M
11302	ZINC35342787	JRURYQJSLYLRLN-BJMVGYQFSA-N
11303	ZINC35342789	MIQPIUSUKVNLNT-UHFFFAOYSA-N
11304	ZINC35379666	XPCFTKFZXHTYIP-PMACEKPBSA-M
11305	ZINC35384958	JNAHVYVRKWKWKQ-CYBMUJFWSA-O
11306	ZINC35570622	KAVKWHJDPYCYQA-VNNAKPRGSA-M
11307	ZINC35622996	QXNYWQVYZYCACA-UHFFFAOYSA-N
11308	ZINC35636045	LPWONNPEPDHEAI-GJZGRUSLSA-M
11309	ZINC35636067	MMPAULQSJLVKHP-UHFFFAOYSA-N
11310	ZINC35636073	HESLKTSGTIBHJU-UHFFFAOYSA-N
11311	ZINC35636075	NXNRAECHCJZNRF-JBACZVJFSA-N
11312	ZINC35643689	DUOWFFYJKGBOQB-UHFFFAOYSA-O
