InChI Key	SMILES
LEZWWPYKPKIXLL-GOSISDBHSA-O	Clc1ccc(cc1)CO[C@@H](c1ccc(cc1Cl)Cl)Cn1c[nH+]cc1
LMPZHLXYBWGGNT-UHFFFAOYSA-M	[O-]C(=O)c1ccccc1Nc1cccc(c1)OCc1ccc2c(n1)cccc2
ADEBPBSSDYVVLD-FQEVSTJZSA-O	COc1cc2c(cc1OC)C[C@@H](C2=O)CC1CC[NH+](CC1)Cc1ccccc1
LPMOTUSFDTTWJL-UDWIEESQSA-O	COc1cc2c(cc1OC)C/C(=C\C1CC[NH+](CC1)Cc1ccccc1)/C2=O
IKIAJUVGDUYASS-UHFFFAOYSA-N	Cc1c(C)c2nc(sc2c(c1O)C)NCc1ccc(cc1)S(=O)(=O)N
KDFQABSFVYLGPM-JOCHJYFZSA-N	Cc1cccc(c1)NC(=O)N[C@H]1N=C(c2ccccc2)c2c(N(C1=O)C)cccc2
LWUDDYHYYNNIQI-ZDUSSCGKSA-N	O=C(c1ncn2c1[C@@H]1CCCN1C(=O)c1c2cccc1Br)OC(C)(C)C
BMHZAHGTGIZZCT-LJQANCHMSA-N	O=C1NC(=O)[C@]2(C1)C(=O)N(Cc1ccc(cc1F)Br)C(=O)c1c2cc(F)cc1
XVGOZDAJGBALKS-UHFFFAOYSA-P	CC[NH+]1CCN(CC1)c1[nH+]c2CCCCCCc2c(c1)c1ccc(cc1)F
UCKHICKHGAOGAP-UONOGXRCSA-M	O=C(N[C@H]1C[C@@H](Nc2c1c(Cl)cc(c2)Cl)C(=O)[O-])Nc1ccccc1
PHWUGPWQJTXVQO-DEOSSOPVSA-N	CO[C@]1(CCc2c1cc(OCc1ccc3c(c1)cccc3)cc2)c1nccs1
JWLMKMJLXHQYJN-UHFFFAOYSA-N	CCc1c(=O)[nH]c(=O)n(c1Sc1ccccc1)COCc1ccccc1
NZUSTSFFNOEAHE-UHFFFAOYSA-O	Fc1ccc2c(c1)c(c[nH]2)CC1CC[NH+](CC1)CCN1c2cccc3c2N(S1(=O)=O)CCC3
RPFYDENHBPRCTN-NRFANRHFSA-N	CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4cc5OCOc5cc4cc3Cn1c2=O
VCKUSRYTPJJLNI-AWEZNQCLSA-O	COc1cc2[nH+]c(nc(c2cc1OC)N)N1CCN(CC1)C(=O)[C@@H]1CCCO1
HXTGXYRHXAGCFP-OAQYLSRUSA-O	COc1cccc(c1OC)[C@@H](C1CC[NH+](CC1)CCc1ccc(cc1)F)O
FUXVKZWTXQUGMW-HXUWFJFHSA-N	CC[C@]1(O)C(=O)OCc2c1cc1c3nc4cccc(c4cc3Cn1c2=O)N
CJPLEFFCVDQQFZ-MRXNPFEDSA-N	Cc1ccc(c(c1)N[C@H](c1c(Cl)cccc1Cl)C(=O)N)C(=O)C
MOZPSIXKYJUTKI-UHFFFAOYSA-O	O=C(c1cn(c2c1cccc2)C)OCC1CC[NH+](CC1)CCNS(=O)(=O)C
JEXADSKXZBGTNK-UHFFFAOYSA-O	O=C(c1ccccc1)Nc1ccc2c(c1)C(=O)N(C2=O)CCC1CC[NH+](CC1)Cc1ccccc1
VXMOONUMYLCFJD-RCZVLFRGSA-O	COC(=O)C1=C(C)NC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)O[C@@H]1CC[NH+](C1)Cc1ccccc1)C
SIIICDNNMDMWCI-BYNSBNAKSA-O	COC(=O)[C@@H]1[C@@H](C[C@H]2[NH+]([C@@H]1CC2)C)c1ccc(cc1)I
GGPPBTSXFROGAE-UHFFFAOYSA-N	N#Cc1ccc(cc1)N(n1cnnc1)Cc1ccc(cc1)Br
YDBCEBYHYKAFRX-UHFFFAOYSA-O	COc1ccc(cc1N1CC[NH+](CC1)C)NC(=O)c1ccc(cc1)c1ccc(cc1C)c1noc(n1)C
QXLNAYIFEMXTDZ-UHFFFAOYSA-O	COc1ccc(cc1N1CC[NH+](CC1)C)NC(=O)c1ccc(cc1)c1ccc(cc1C)c1nnc(o1)C
BYYQYXVAWXAYQC-IBGZPJMESA-N	CC(=O)N[C@H](C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)Cc1c[nH]c2c1cccc2
NMARPFMJVCXSAV-UHFFFAOYSA-N	CCOc1cc(cc(c1n1cccc1)OCC)Cc1cnc(nc1N)N
YBLIQJGXRLZBCZ-UHFFFAOYSA-O	CCC[NH+](CCc1ccc(c(c1)OCCc1ccccc1)OC)CCC
ZPXPEKQMLOAPLT-UHFFFAOYSA-N	CSc1ccc(cc1)c1[nH]c(c(n1)c1ccc(cc1)F)c1ccncc1
LMUQHXHWJWQXSD-PMACEKPBSA-N	Brc1ccc(cc1)NC(=O)N1NC(=O)[C@H]([C@@H]1c1ccccc1)c1ccccc1
WUZYKBABMWJHDL-UHFFFAOYSA-O	Cc1cncc(c1)C[NH+]1CCC(=C2c3ccc(cc3CCc3c2nccc3)Cl)CC1
NOYPYLRCIDNJJB-UHFFFAOYSA-O	COc1cc(NCc2ccc3c(c2C)c(N)nc([nH+]3)N)cc(c1OC)OC
JHBIMJKLBUMNAU-UHFFFAOYSA-N	Fc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)C)C(F)(F)F
RRRUXBQSQLKHEL-UHFFFAOYSA-N	COc1ccc(cc1OC1CCCC1)C(=O)Nc1c(Cl)cncc1Cl
JQNWPWUJMRAASQ-UHFFFAOYSA-N	Clc1ccc(cc1)C(=O)N1CCC(=Cc2ccc(cc2)C2=NCCO2)CC1
UTUUPXBCDMQYRR-HSZRJFAPSA-N	COc1ccc(cc1OC1CCCC1)[C@@H](c1ccccc1)Cc1ccncc1
JRTIDHTUMYMPRU-UHFFFAOYSA-N	CCCN(C(=O)Cc1c(nc2n1cc(Cl)cc2)c1ccc(cc1)Cl)CCC
MJIHNNLFOKEZEW-RUZDIDTESA-O	O=[S@@](c1nc2c([nH]1)cccc2)Cc1[nH+]ccc(c1C)OCC(F)(F)F
ZAGAUUVCYGSPBP-UHFFFAOYSA-O	C[NH+](CCCc1cc(ccc1O)C(=O)Nc1ccc(cc1)c1ccncc1)C
LSPANGZZENHZNJ-UHFFFAOYSA-N	COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)Br
PPHTXRNHTVLQED-UHFFFAOYSA-N	Fc1ccc(c(c1)C(=O)Nc1ccc(c(c1)Cl)C(=O)N1Cc2cccn2Cc2c1cccc2)C
NSQNZEUFHPTJME-UHFFFAOYSA-N	Clc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F
GDLNHSUSOZEAOR-UHFFFAOYSA-N	C#Cc1cccc2c1c(cn2C(=O)N(C)C)C(=O)c1ccc(c(c1)F)Cn1c(C)nc2c1ccnc2
CDQNIBAWTOILQB-UHFFFAOYSA-N	Clc1c[nH]c2c1cccc2[N-]S(=O)(=O)c1ccc(cc1)S(=O)(=O)N
XASIMHXSUQUHLV-UHFFFAOYSA-O	CN(C(=O)COC(=O)Cc1ccc(cc1)OC(=O)c1ccc(cc1)NC(=[NH2+])N)C
AFNXATANNDIXLG-GOSISDBHSA-O	Clc1ccc(cc1)CS[C@@H](c1ccc(cc1Cl)Cl)Cn1c[nH+]cc1
VYHIJYQMAJYKEO-UVDRRRQGSA-N	CO/C(=C/1\C(=NC(=C([C@H]1c1cccc(c1)[N+](=O)[O-])C(=O)OCC[NH+](Cc1ccccc1)C)C)C)/[O-]
GXDALQBWZGODGZ-UHFFFAOYSA-O	COc1ccc(cc1)CC[NH+]1CCC(CC1)Nc1nc2c(n1Cc1ccc(cc1)F)cccc2
CGIGDMFJXJATDK-UHFFFAOYSA-M	COc1ccc2c(c1)c(CC(=O)[O-])c(n2C(=O)c1ccc(cc1)Cl)C
IENZQIKPVFGBNW-UHFFFAOYSA-O	COc1cc2[nH+]c(nc(c2cc1OC)N)N1CCN(CC1)C(=O)c1ccco1
NDDAHWYSQHTHNT-JTQLQIEISA-N	C[C@H]1Cc2c(N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)cccc2
IUMQXQJZIHWLIN-HSZRJFAPSA-N	COC(=O)[C@@H](c1ccccc1)NC(=O)c1cc(nc2c1cccc2)c1ccccc1
YDCGVASFVACWKF-NRFANRHFSA-N	OC1CCN(CC1)C(=O)[C@@H](NC(=O)c1cc2c([nH]1)ccc(c2)Cl)Cc1ccc(cc1)F
QDMAKDIDFJTXEL-UHFFFAOYSA-O	Clc1ccc(cc1)c1onc(c1C)C1CC[NH+](CC1)CCc1ccccc1
BTIHMVBBUGXLCJ-HNNXBMFYSA-N	CC[C@H](Nc1nc(NCc2ccccc2)c2c(n1)n(cn2)C(C)C)CO
ZQUSFAUAYSEREK-UHFFFAOYSA-N	COc1nccc(n1)c1c(ncn1C1CCC(CC1)O)c1ccc(cc1)F
ANNRUWYFVIGKHA-UHFFFAOYSA-O	CCCN(c1cc(C)nc2n1nc(c2c1c[nH+]c(cc1C)N(C)C)C)CCC
VYDBTNADENXYSN-UHFFFAOYSA-N	COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(n2C(=O)c1ccc(cc1)Cl)C
CJRNHKSLHHWUAB-UHFFFAOYSA-N	CCCn1cc2c(n1)nc(n1c2nc(n1)c1ccco1)NC(=O)Nc1ccc(cc1)OC
NBMBIEOUVBHEBM-UHFFFAOYSA-N	CCN(C(=O)Cn1c2nc(ncc2n(c1=O)C)c1ccccc1)Cc1ccccc1
ZZMFJJDBKSYGRM-UHFFFAOYSA-N	COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)COc1c(OC)cccc1C(C)C
OLCWFLWEHWLBTO-QHCPKHFHSA-O	N#Cc1ccc2c(c1)CN([C@H](CN2Cc1[nH+]c[nH]c1)Cc1ccccc1)S(=O)(=O)c1cccs1
PYGWGZALEOIKDF-UHFFFAOYSA-N	N#Cc1ccc(cc1)Nc1nc(N)c(c(n1)Oc1c(C)cc(cc1C)C#N)Br
BQDUNOMMYOKHEP-UHFFFAOYSA-N	Fc1ccc(c(c1)c1nnc2n1nc(OCc1ncnn1C)c(c2)C(C)(C)C)F
SLCFEJAMCRLYRG-UHFFFAOYSA-N	Clc1cccc(c1c1cc2cnc(nc2n(c1=O)C)Nc1ccc(c(c1)C)F)Cl
OLWWIAFRNOFHTL-UHFFFAOYSA-O	Fc1ccc(cc1)c1nc(oc1c1ccncc1)C1(O)CC[NH+](CC1)C
HTGGAYLWTDOFDK-PKNBQFBNSA-N	O=C(N1CCN(CC1)C(=O)C)/C=C/c1ccc(c(c1)[N+](=O)[O-])Sc1ccccc1C(C)C
LDXAGTHPWDVZFU-UHFFFAOYSA-N	O=C(Nc1cc(nn1c1cccc(c1)N)C(C)(C)C)Nc1cccc(c1Cl)Cl
WVUNYSQLFKLYNI-AATRIKPKSA-O	CCOc1cc2ncc(c(c2cc1NC(=O)/C=C/C[NH+](C)C)Nc1ccc(c(c1)Cl)F)C#N
UWSBTSAJZMIHBL-UHFFFAOYSA-N	CS(=O)(=O)NCC1CCC(CC1)Nc1sc2c(n1)c1ccccc1SCC2
QOHFBKIKGAINLL-UHFFFAOYSA-O	O=C(NC1CC[NH+](CC1)Cc1ccc(c(c1)Cl)Cl)CSc1nc2c(s1)cc(cc2)N
AEULVFLPCJOBCE-UHFFFAOYSA-N	COc1ccc(cc1)CCCn1ncc2c1nc(N)n1c2nc(n1)c1ccco1
VTGBZWHPJFMTKS-UHFFFAOYSA-O	CCc1ccc(cc1)OCc1ccccc1C(=O)Nc1ccc2c(c1)c(N)cc([nH+]2)C
SNOAGPHABUTCOS-UHFFFAOYSA-M	N#Cc1ccc(c2c1n[n-]n2)NC(=O)Nc1ccccc1Br
GXAQELJVODWLDD-SFHVURJKSA-O	Fc1ccc(cc1)c1ccc(cc1)C(=O)Nc1ccc2c(c1)CC[C@@H](C2)C[NH+](C)C
VUSRFTDIRYHHTA-MRXNPFEDSA-N	FC(C1=NN([C@H](C1)c1c[nH]c2c1cccc2)c1ccc(cc1)S(=O)(=O)N)(F)F
HJSQVJOROCIILI-UHFFFAOYSA-N	Clc1ccc2c(c1)n(C)c1c2c(CC(=O)N(C)C)nn(c1=O)c1ccccc1
FHYUGAJXYORMHI-UHFFFAOYSA-N	NC(=O)c1ccc(cc1)c1[nH]c(c(n1)c1ccc2c(c1)OCO2)c1ccccn1
LZGACSIEPSVAQK-UHFFFAOYSA-N	CC(=O)Nc1c2ccccc2ccc1C(C(F)(F)F)(C(F)(F)F)O
XYKWNRUXCOIMFZ-UHFFFAOYSA-N	COc1ccc(cc1)n1nc(cc1c1ccc(cc1)Cl)CCC(=O)N(O)C
AEJOEPSMZCEYJN-HXUWFJFHSA-O	O=C(N([C@@H](c1ccccc1)C[NH+]1CCCC1)C)Cc1ccc(c(c1)Cl)Cl
WAZQAZKAZLXFMK-UHFFFAOYSA-N	COc1ccc(cc1F)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)F
RUZIUYOSRDWYQF-HNNXBMFYSA-O	COc1cc2c(cc1OC)C[C@H]1c3c2c(OC)c(OC)cc3CC[NH+]1C
BYBLEWFAAKGYCD-GOSISDBHSA-O	Clc1ccc(c(c1)Cl)CO[C@@H](c1ccc(cc1Cl)Cl)Cn1c[nH+]cc1
AJRNYCDWNITGHF-UHFFFAOYSA-N	ONC(=O)Cc1c(C)n(c2c1cc(OC)cc2)C(=O)c1ccc(cc1)Cl
QXHHHPZILQDDPS-OAHLLOKOSA-O	Clc1ccc(c(c1)Cl)[C@@H](Cn1cc[nH+]c1)OCc1ccsc1Cl
JGPJQFOROWSRRS-UHFFFAOYSA-N	O=C(N1CCOCC1)CCc1sc2c(c1)C(=NCc1n2c(C)nn1)c1ccccc1Cl
WHQCHUCQKNIQEC-UHFFFAOYSA-M	CCc1oc2c(c1C(=O)c1cc(Br)c(c(c1)Br)[O-])cccc2
QUCQEUCGKKTEBI-UHFFFAOYSA-N	COc1cc2CC[n+]3c(c2cc1OC)cc1c(c3)c(OC)c(cc1)OC
BVPWJMCABCPUQY-UHFFFAOYSA-O	COc1cc(N)c(cc1C(=O)NC1CC[NH+](CC1)Cc1ccccc1)Cl
IULOBWFWYDMECP-UHFFFAOYSA-M	[O-]C(=O)Cc1ccc(cc1)CCNS(=O)(=O)c1ccc(cc1)Cl
NGOHTJBYABHJKF-UHFFFAOYSA-P	CC[NH+](CC[n+]1ccc2c(c1)c(C)c1c(c2C)[nH]c2c1cc(O)cc2)CC
CAFOIGUDKPQBIO-ZERDBPEESA-O	CC[C@H]1C[NH+]2CC[C@@H]1C[C@@H]2[C@@H](c1ccnc2c1cc(OCCC(C)C)cc2)O
CNHWXBQSGQIXBS-UHFFFAOYSA-N	S=C(Nc1ccc(cc1)S(=O)(=O)N)NCc1ccccn1
CQVCZJWMQNCECB-GOSISDBHSA-N	CCC(=O)N1N=C(C[C@@H]1c1ccc(cc1)OC)c1ccc(cc1)F
CQVCZJWMQNCECB-SFHVURJKSA-N	CCC(=O)N1N=C(C[C@H]1c1ccc(cc1)OC)c1ccc(cc1)F
MLBSVOUQVBGEQL-UHFFFAOYSA-N	Oc1ccc(cc1)Nc1scc(n1)c1ccc2c(c1)cccc2
UGLFOOADPOJDNG-UHFFFAOYSA-N	Cc1ccc(c(c1)[N+](=O)[O-])S(=O)(=O)[N-]c1cccc2c1nccc2
ZFSLBQWSGJCDLL-UHFFFAOYSA-N	CC(NC(=O)c1sc2c(c1N)c(C)cc(n2)C)C
RSEFPSRFIGCKQH-UHFFFAOYSA-N	COc1cc(ccc1OC)C(=O)Nc1c(F)cccc1F
MFUVWXKOECUXRI-UHFFFAOYSA-N	CCCC(=O)Nc1ccc(cc1)C(=O)N1CCCc2c1cccc2
RCEFMOGVOYEGJN-UHFFFAOYSA-N	O=C1NC(=CCN1c1ccccc1O)c1cccc(c1)[N+](=O)[O-]
IAKHMKGGTNLKSZ-INIZCTEOSA-N	COc1c(OC)cc2c(c1OC)c1ccc(c(=O)cc1[C@H](CC2)NC(=O)C)OC
HSUGRBWQSSZJOP-RTWAWAEBSA-O	COc1ccc(cc1)[C@@H]1Sc2ccccc2N(C(=O)[C@@H]1OC(=O)C)CC[NH+](C)C
ZDWVWKDAWBGPDN-UHFFFAOYSA-O	CC[N+](CCC[n+]1c(c2ccccc2)c2cc(N)ccc2c2c1cc(N)cc2)(CC)C
PRHPUPZVWXCHHI-UHFFFAOYSA-O	CC[NH+]1CCN(CC1)c1c(cccc1Cl)NC(=O)c1ccc(o1)Br
DPFQRUIMLMQUJA-UHFFFAOYSA-M	CC(=O)Nc1ccc(cc1)S(=O)(=O)[N-]c1ccccc1C(=O)c1ccccc1
HWWHZSNJWALPOF-UHFFFAOYSA-N	O=S(=O)(c1ccc2c(c1)Cc1c2ccc(c1)S(=O)(=O)NCc1ccco1)NCc1ccco1
QYNVFMBRBZMBCK-QFIPXVFZSA-M	CCc1ccc(cc1)[C@@H]1N(CCc2c[nH]c3c2cccc3)C(=O)C(=C1C(=O)C)[O-]
QYNVFMBRBZMBCK-JOCHJYFZSA-M	CCc1ccc(cc1)[C@H]1N(CCc2c[nH]c3c2cccc3)C(=O)C(=C1C(=O)C)[O-]
WDIQXKYUSINZME-RBUKOAKNSA-N	O=C1O[C@H](c2c1c1OCOc1cc2)[C@@H]1c2cc3OCOc3cc2CC[N+]1(C)C
PSQUELAMSHLVKP-UHFFFAOYSA-N	Clc1cccc(c1)S(=O)(=O)NCc1ccc(cc1)C(=O)N1CCCCC1
MWSBFFPFKHXJJA-UHFFFAOYSA-O	C[NH+]1CCN(CC1)C(=O)c1ccc(cc1)CNS(=O)(=O)c1cccc(c1)Cl
MJGCPQJHUDAXAP-UHFFFAOYSA-N	O=C(c1ccc(cc1)C(C)(C)C)Nc1sc2c(c1C(=O)N)CCCC2
FLFUCNSCWFDBOS-QGZVFWFLSA-O	Brc1cccc(c1)N1CC[NH+](CC1)CCCN1C(=O)[C@@H]2N(C1=O)CCC2
FLFUCNSCWFDBOS-KRWDZBQOSA-O	Brc1cccc(c1)N1CC[NH+](CC1)CCCN1C(=O)[C@H]2N(C1=O)CCC2
UAFQQJVDGPMBPO-LJQANCHMSA-O	O=C1N2CCCC[C@@H]2C(=O)N1CCC[NH+]1CCN(CC1)c1ccccc1C
UAFQQJVDGPMBPO-IBGZPJMESA-O	O=C1N2CCCC[C@H]2C(=O)N1CCC[NH+]1CCN(CC1)c1ccccc1C
SCDJWHCTLZJPMP-LJQANCHMSA-O	COc1ccccc1N1CC[NH+](CC1)CCCN1CC(=O)N2[C@@H](C1=O)CCCC2
LVTKKCGLRCIEDG-QHCPKHFHSA-N	O=C1N(c2ccc(cc2)C(C)(C)C)[C@H](Nc2c1cccc2)c1ccc2c(c1)OCO2
LVTKKCGLRCIEDG-HSZRJFAPSA-N	O=C1N(c2ccc(cc2)C(C)(C)C)[C@@H](Nc2c1cccc2)c1ccc2c(c1)OCO2
WOBGBOUAUABUFZ-UHFFFAOYSA-N	CN(S(=O)(=O)c1ccc(cc1)C)c1ccccc1N(S(=O)(=O)c1ccc(cc1)C)C
BVPPVFUAYQCTBA-OAQYLSRUSA-N	COC(=O)C1=C(N)Oc2c([C@H]1c1ccc(cc1)OCc1ccccc1F)ccc(c2)O
BVPPVFUAYQCTBA-NRFANRHFSA-N	COC(=O)C1=C(N)Oc2c([C@@H]1c1ccc(cc1)OCc1ccccc1F)ccc(c2)O
GAPWTZGSHLWOCY-QFIPXVFZSA-N	COC(=O)C1=C(N)Oc2c([C@@H]1c1ccc(cc1)OCc1ccc(cc1)C)ccc(c2)O
GAPWTZGSHLWOCY-JOCHJYFZSA-N	COC(=O)C1=C(N)Oc2c([C@H]1c1ccc(cc1)OCc1ccc(cc1)C)ccc(c2)O
IMDDDJBDFZQNJH-UHFFFAOYSA-N	O=C(Nc1cc(Cl)cc(c1)Cl)Nc1ccc(c(c1)Cl)Cl
RVBHVIRGZXRPRX-SFHVURJKSA-N	COc1cc(ccc1OC)C[C@H]1c2cc(OC)c(cc2CC[N+]1(C)C)OC
IRUQUDYGEDZCLL-UHFFFAOYSA-N	Cc1ccc(cc1)S(=O)(=O)N(c1ccc(cc1O)N)Cc1ccccc1
LVGKMRCQDOKSGA-UHFFFAOYSA-N	CN(c1ccc(cc1)NC(=O)Nc1cc(NC(=O)Nc2ccc(cc2)N(C)C)c(cc1Br)Br)C
AAKOYVKAXOHXBZ-QGZVFWFLSA-O	COc1ccccc1N1CC[NH+](CC1)CCCN1C(=O)[C@@H]2N(C1=O)CCC2
AAKOYVKAXOHXBZ-KRWDZBQOSA-O	COc1ccccc1N1CC[NH+](CC1)CCCN1C(=O)[C@H]2N(C1=O)CCC2
WIWFZAFGANEVLX-UHFFFAOYSA-N	COc1ccc(cc1)c1[nH]c2c(c1CCNS(=O)(=O)c1ccc(cc1)C)cccc2
AWYKAOYJOQIVKI-BRWVUGGUSA-M	[O-]C1=C(CCC[C@@H]2CC[C@@H]3[C@@H](C2)CCCC3)C(=O)c2c(C1=O)cccc2
AWYKAOYJOQIVKI-IXDOHACOSA-M	[O-]C1=C(CCC[C@@H]2CC[C@H]3[C@@H](C2)CCCC3)C(=O)c2c(C1=O)cccc2
BTDMQZFFGFYHED-UHFFFAOYSA-N	COc1ccc(cc1)NC(=S)NNC(=O)c1cc(sc1N)c1ccccc1
ZPGYWZHPIGXUNA-UHFFFAOYSA-N	O=C(c1ccc(cc1)C(C)(C)C)NCCc1ccc(cc1)S(=O)(=O)N
VQLPLYSROCPWFF-QZTJIDSGSA-O	O=C(N([C@@H]1CCCC[C@H]1[NH+]1CCCC1)C)Cc1ccc(c(c1)Cl)Cl
IZEKFCXSFNUWAM-UHFFFAOYSA-N	OCCN(c1nc(N2CCCCC2)c2c(n1)c(nc(n2)N(CCO)CCO)N1CCCCC1)CCO
LEZWWPYKPKIXLL-SFHVURJKSA-O	Clc1ccc(cc1)CO[C@H](c1ccc(cc1Cl)Cl)Cn1c[nH+]cc1
NDDAHWYSQHTHNT-SNVBAGLBSA-N	C[C@@H]1Cc2c(N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)cccc2
XMAYWYJOQHXEEK-OZXSUGGESA-O	Clc1ccc(c(c1)Cl)[C@]1(OC[C@@H](O1)COc1ccc(cc1)N1CCN(CC1)C(=O)C)Cn1c[nH+]cc1
XMAYWYJOQHXEEK-BVAGGSTKSA-O	Clc1ccc(c(c1)Cl)[C@]1(OC[C@H](O1)COc1ccc(cc1)N1CCN(CC1)C(=O)C)Cn1c[nH+]cc1
DKGZKTPJOSAWFA-UHFFFAOYSA-O	Fc1ccc(cc1)C(=O)CCC[NH+]1CCC2(CC1)C(=O)NCN2c1ccccc1
AIEJJDMHTCBYGT-WJDWOHSUSA-N	COc1c(ccc(c1OC)OC)/C=C/1\SC(=NC1=O)c1ccc(cc1)C
ZWSKQYINLNUCMK-GOSISDBHSA-N	COC(=O)CN1C(=Nc2c([C@H]1c1ccccc1)cc(cc2)Br)C
ZWSKQYINLNUCMK-SFHVURJKSA-N	COC(=O)CN1C(=Nc2c([C@@H]1c1ccccc1)cc(cc2)Br)C
KDNNKGOGBWGZFU-SZNDQCEHSA-N	COc1ccc(cc1)[C@H]1C(=C(N)OC2=C1C(=O)C[C@H](C2)c1ccccc1Cl)C#N
KDNNKGOGBWGZFU-SPLOXXLWSA-N	COc1ccc(cc1)[C@@H]1C(=C(N)OC2=C1C(=O)C[C@H](C2)c1ccccc1Cl)C#N
KDNNKGOGBWGZFU-QKKBWIMNSA-N	COc1ccc(cc1)[C@H]1C(=C(N)OC2=C1C(=O)C[C@@H](C2)c1ccccc1Cl)C#N
KDNNKGOGBWGZFU-LHSJRXKWSA-N	COc1ccc(cc1)[C@@H]1C(=C(N)OC2=C1C(=O)C[C@@H](C2)c1ccccc1Cl)C#N
YSHJTCFCQHGIAC-UHFFFAOYSA-N	Clc1cccc(c1)C(=O)Nc1nc(cc2c1cccc2)c1ccccn1
DLXVXPFIHYDBQL-KRWDZBQOSA-N	Cc1ccc(cc1)S(=O)(=O)Nc1ccccc1C(=O)N[C@H](c1ccccc1)C
DLXVXPFIHYDBQL-QGZVFWFLSA-N	Cc1ccc(cc1)S(=O)(=O)Nc1ccccc1C(=O)N[C@@H](c1ccccc1)C
BVZAJOYDXJRMGX-UHFFFAOYSA-N	COc1ccc(cc1)CNC(=O)CN(S(=O)(=O)c1ccc(cc1)C)c1ccccc1CC
IQFDXGAFSHQPFF-ZDUSSCGKSA-N	CCC(C(=O)Nc1sc2c(c1C(=O)N)CC[C@@H](C2)C(CC)(C)C)CC
IQFDXGAFSHQPFF-CYBMUJFWSA-N	CCC(C(=O)Nc1sc2c(c1C(=O)N)CC[C@H](C2)C(CC)(C)C)CC
RINMZIHHAXZGKY-UHFFFAOYSA-M	CCc1nnc(s1)[N-]S(=O)(=O)c1ccc(cc1)NC(=O)Nc1ccc(cc1)Cl
IJMYVYYYYRIKRS-NRFANRHFSA-N	Cc1ccc2c(c1)N[C@H](C1=C(N2)CC(CC1=O)(C)C)c1ccccc1Cl
IJMYVYYYYRIKRS-OAQYLSRUSA-N	Cc1ccc2c(c1)N[C@@H](C1=C(N2)CC(CC1=O)(C)C)c1ccccc1Cl
UHNSQVFXQDOVCY-UHFFFAOYSA-N	O=C(c1ccc(c(c1)C)C)N1CCN(CC1)c1cccc(c1)C(F)(F)F
XSPDMPSGIBFIBW-UHFFFAOYSA-N	Cc1cc(C)c(c(c1)C)NS(=O)(=O)c1ccc(cc1)NC(=O)c1ccco1
PQDSLWSIZBTHRV-UHFFFAOYSA-N	O=C(c1cccc(c1)C(=O)NCc1ccc2c(c1)OCO2)NCc1ccc2c(c1)OCO2
WEYJQZZTHMPTFU-UHFFFAOYSA-N	CCOC(=O)CSc1nc2c(s1)cc(cc2)Nc1nc(nc(n1)N1CCCC1)N1CCCC1
OAWUJCAKJILJTB-UHFFFAOYSA-N	N#Cc1c(c2ccc(cc2)OCC(=O)N)c(C#N)c2n(c1N)c1ccccc1n2
ZTNUWMUPCOSOKU-UHFFFAOYSA-N	O=C(Nc1ccc(cc1)n1cnnn1)CSc1nnnn1c1ccccc1
QLINFGQSAXACLV-UHFFFAOYSA-M	[O-]C(=O)c1cccc(c1)Nc1nc(Nc2ccccc2)nc(n1)Nc1ccccc1
XTENLSMPGQKYON-NUGSKGIGSA-N	CCOc1cc(/C=N/NC(=O)N)c(c(c1OCC(=O)Nc1ccc(cc1)C)Br)Br
FUUIYLWURGZBJB-UHFFFAOYSA-N	COc1ccc(cc1)Sc1cccc(c1)CN(c1cc([nH+]c2c1c(Cl)cc(c2)Cl)C(=O)[O-])C
XSKRSQVBIICFSY-FSJBWODESA-N	COc1cc(/C=N/NC(=O)CSc2cccc3c2nccc3)cc(c1OC)OC
YWSZRAHHUHWDDC-VLIAUNLRSA-N	N#CC1=C(N)OC2=C([C@H]1c1ccccc1F)C(=O)C[C@H](C2)c1ccccc1
YWSZRAHHUHWDDC-XOBRGWDASA-N	N#CC1=C(N)OC2=C([C@H]1c1ccccc1F)C(=O)C[C@@H](C2)c1ccccc1
YWSZRAHHUHWDDC-JLTOFOAXSA-N	N#CC1=C(N)OC2=C([C@@H]1c1ccccc1F)C(=O)C[C@H](C2)c1ccccc1
YWSZRAHHUHWDDC-VBKZILBWSA-N	N#CC1=C(N)OC2=C([C@@H]1c1ccccc1F)C(=O)C[C@@H](C2)c1ccccc1
KZCKXQNZBWNDPM-UHFFFAOYSA-N	O=C(c1ccccc1)Nc1ccc(cc1)Oc1ncnc2c1c1CCCCc1s2
LCUJVPKQAPUUAQ-UHFFFAOYSA-M	Brc1ccc(cc1)c1nc2ccc(cc2c(c1)C(=O)[O-])Cl
