numTrees	maxNumSplits	Correlation
1	1	0.1904429506
2	1	0.1529589093
3	1	0.1953325496
4	1	0.1838524433
5	1	0.1275771312
6	1	0.07795887518
7	1	0.07386549772
8	1	0.01387392632
9	1	0.02068321529
10	1	0.0248240155
11	1	0.01563591962
12	1	0.01537413484
13	1	0.02288909197
14	1	0.01556259964
15	1	0.01287586065
16	1	0.009755202275
17	1	0.007696168885
18	1	0.006017980472
19	1	0.006067982593
20	1	0.009686579878
21	1	0.007371801738
22	1	0.007478126489
23	1	0.008105180015
24	1	0.007843247707
25	1	0.007549686003
26	1	0.005891763023
27	1	0.004561548749
28	1	0.003616993389
29	1	0.00244740576
30	1	0.003397232521
31	1	0.002876297656
32	1	0.002162954682
33	1	0.001802474933
34	1	0.001883187909
35	1	0.001669794937
36	1	0.001587589352
37	1	0.001097090835
38	1	0.001146388742
39	1	0.00125944731
40	1	0.00116114476
41	1	0.000842220911
42	1	0.0008270904056
43	1	0.0007516144982
44	1	0.0009522634034
45	1	0.001090651347
46	1	0.0009597058172
47	1	0.000832224882
48	1	0.0006892232575
49	1	0.0007680859123
50	1	0.0007115493833
51	1	0.0007067467414
52	1	0.0006144720769
53	1	0.0006116915907
54	1	0.0007049461585
55	1	0.0005911458623
56	1	0.0005862989868
57	1	0.0005659357725
58	1	0.000602050659
59	1	0.0005439562199
60	1	0.0005182363248
61	1	0.0005196078543
62	1	0.0004598214554
63	1	0.0004374434608
64	1	0.0004584764338
65	1	0.0003906195565
66	1	0.0003865989146
67	1	0.0003808656397
68	1	0.0003939965209
69	1	0.0003978548198
70	1	0.0004077458372
71	1	0.0004081445769
72	1	0.0003815382576
73	1	0.000362637607
74	1	0.000343629934
75	1	0.0002949405763
76	1	0.0002803097306
77	1	0.0002819736517
78	1	0.0002716049768
79	1	0.0002350812155
80	1	0.0002243513172
81	1	0.0002199335989
82	1	0.00020928583
83	1	0.0001966770065
84	1	0.0001944443331
85	1	0.000191568676
86	1	0.000175061467
87	1	0.0001734658466
88	1	0.0001638975659
89	1	0.0001449343757
90	1	0.0001272027215
91	1	0.000117191591
92	1	0.0001207536641
93	1	0.0001219332227
94	1	0.000113167762
95	1	0.0001140073923
96	1	0.0001013761926
97	1	0.0001049539329
98	1	0.000103969585
99	1	9.673395118e-05
100	1	9.791961255e-05
101	1	0.0001037606901
102	1	9.122364003e-05
103	1	9.098541484e-05
104	1	9.872879787e-05
105	1	9.229687923e-05
106	1	9.254571029e-05
107	1	9.745326705e-05
108	1	9.125029054e-05
109	1	9.164778779e-05
110	1	8.961398273e-05
111	1	8.011458131e-05
112	1	7.658204274e-05
113	1	7.18700442e-05
114	1	7.23531393e-05
115	1	6.545067822e-05
116	1	7.120510118e-05
117	1	6.981752042e-05
118	1	7.126174528e-05
119	1	6.988232447e-05
120	1	6.637502148e-05
121	1	6.442492668e-05
122	1	6.721033524e-05
123	1	6.150420154e-05
124	1	5.721049335e-05
125	1	5.84203952e-05
126	1	4.94787791e-05
127	1	4.53855091e-05
128	1	4.547209941e-05
129	1	4.600482779e-05
130	1	4.654037235e-05
131	1	4.491279457e-05
132	1	4.486583453e-05
133	1	4.499156931e-05
134	1	4.294694729e-05
135	1	4.204631015e-05
136	1	4.076561604e-05
137	1	4.261865327e-05
138	1	3.832111219e-05
139	1	3.800012629e-05
140	1	3.886525992e-05
141	1	3.732802025e-05
142	1	3.977943852e-05
143	1	3.674380376e-05
144	1	3.677940998e-05
145	1	3.813185577e-05
146	1	3.889375233e-05
147	1	3.84230767e-05
148	1	3.646400877e-05
149	1	3.593097229e-05
150	1	3.537770518e-05
1	2	0.2646167204
2	2	0.0881183707
3	2	0.0734581718
4	2	0.01203453974
5	2	0.009959039928
6	2	0.01995104997
7	2	0.02733600445
8	2	0.0353826736
9	2	0.03454244276
10	2	0.02485372457
11	2	0.02522530946
12	2	0.0236515501
13	2	0.01365770952
14	2	0.009468338355
15	2	0.007968414227
16	2	0.008606136485
17	2	0.007714253817
18	2	0.005974316687
19	2	0.003587946474
20	2	0.00280311936
21	2	0.002797471343
22	2	0.00368329514
23	2	0.00381655893
24	2	0.003281364803
25	2	0.002362767321
26	2	0.002434814516
27	2	0.002388726235
28	2	0.0023269082
29	2	0.002340684466
30	2	0.002458838421
31	2	0.002534366992
32	2	0.002765713278
33	2	0.002670637343
34	2	0.002191648644
35	2	0.001975438675
36	2	0.002160183659
37	2	0.002195415569
38	2	0.002040494434
39	2	0.001965267321
40	2	0.002207510097
41	2	0.001787303348
42	2	0.001630235765
43	2	0.001615506187
44	2	0.001598728263
45	2	0.00160263462
46	2	0.001382464123
47	2	0.001283891656
48	2	0.001187974601
49	2	0.0009978453287
50	2	0.0009713354655
51	2	0.0009245244688
52	2	0.0009353996293
53	2	0.0009471691942
54	2	0.0009761035216
55	2	0.0008954632138
56	2	0.0008761259608
57	2	0.001002196096
58	2	0.0009369085822
59	2	0.0009599947148
60	2	0.0009769765843
61	2	0.001017247469
62	2	0.0009866028368
63	2	0.0009598167589
64	2	0.00096278813
65	2	0.000961706915
66	2	0.0009329062365
67	2	0.0009887756691
68	2	0.0009534426063
69	2	0.000921108896
70	2	0.0009033619068
71	2	0.0008647804099
72	2	0.000810658826
73	2	0.0008736734221
74	2	0.0008772228821
75	2	0.0008492556207
76	2	0.000817269319
77	2	0.0008348057784
78	2	0.0008314044244
79	2	0.0008785959696
80	2	0.0008421809009
81	2	0.0007875197333
82	2	0.000767098802
83	2	0.0007269481795
84	2	0.0007575613783
85	2	0.0007335818486
86	2	0.0007344019037
87	2	0.000708521419
88	2	0.0006326360823
89	2	0.0006284517925
90	2	0.0006230474373
91	2	0.0006127905488
92	2	0.000590103701
93	2	0.0005893772231
94	2	0.0005680575115
95	2	0.0005599953608
96	2	0.0005521081935
97	2	0.0005431438505
98	2	0.0005262771088
99	2	0.000508187719
100	2	0.0004850258968
101	2	0.0004804145861
102	2	0.0004840611721
103	2	0.0004823120453
104	2	0.0005003522737
105	2	0.0004918711607
106	2	0.0004587373013
107	2	0.0004543010013
108	2	0.0004397303946
109	2	0.0004410829199
110	2	0.0004640186713
111	2	0.0004521949883
112	2	0.0004445405998
113	2	0.0004354344057
114	2	0.0004284426345
115	2	0.0004223783536
116	2	0.0004197154555
117	2	0.0004281293124
118	2	0.0004305349952
119	2	0.0004328038294
120	2	0.0004255674568
121	2	0.0004135797802
122	2	0.0004078120191
123	2	0.0004005143002
124	2	0.0003986666477
125	2	0.0004021065822
126	2	0.0004012076695
127	2	0.0004158983682
128	2	0.0004068876731
129	2	0.0004118581095
130	2	0.0004018789565
131	2	0.0003873525068
132	2	0.0003852513482
133	2	0.0003831175218
134	2	0.0003795254654
135	2	0.0003744334047
136	2	0.0003724425747
137	2	0.000385087647
138	2	0.0003794674162
139	2	0.0003702955143
140	2	0.0003659979337
141	2	0.0003617760701
142	2	0.0003628962808
143	2	0.0003553310102
144	2	0.0003530519618
145	2	0.0003485030205
146	2	0.0003520620035
147	2	0.0003468675728
148	2	0.0003493983237
149	2	0.000355087193
150	2	0.0003540220786
1	4	0.03373471716
2	4	0.01038883788
3	4	0.01150881271
4	4	0.003454331483
5	4	0.002932569719
6	4	0.00110020499
7	4	0.0005708127237
8	4	0.001993344236
9	4	0.001976805354
10	4	0.00106779185
11	4	0.00187654562
12	4	0.001274569001
13	4	0.001444540261
14	4	0.0008838327357
15	4	0.000743862374
16	4	0.0006172055208
17	4	0.0005665270262
18	4	0.0006938599751
19	4	0.0007361370538
20	4	0.0007360651761
21	4	0.0006567371516
22	4	0.0006431443582
23	4	0.0004844027626
24	4	0.0004369566325
25	4	0.000509428135
26	4	0.0005104433029
27	4	0.0004387877909
28	4	0.0003623574478
29	4	0.0003833042392
30	4	0.0003531511012
31	4	0.0003058580949
32	4	0.0003051059541
33	4	0.0003007675511
34	4	0.0002673934025
35	4	0.0002414079326
36	4	0.000243195709
37	4	0.0002139001546
38	4	0.0002157704372
39	4	0.0002151061494
40	4	0.0002177991582
41	4	0.0002053795175
42	4	0.0001907885773
43	4	0.0001959595152
44	4	0.000184748107
45	4	0.0001849701554
46	4	0.0001766856034
47	4	0.0001720593423
48	4	0.000183176591
49	4	0.000179383121
50	4	0.000165436167
51	4	0.0001775307608
52	4	0.0001698899905
53	4	0.0001582574586
54	4	0.0001501532613
55	4	0.0001536887673
56	4	0.0001628806727
57	4	0.0001616857533
58	4	0.0001539054234
59	4	0.0001594694482
60	4	0.000166171754
61	4	0.0001692226572
62	4	0.0001672278002
63	4	0.0001646406552
64	4	0.000167431453
65	4	0.00016691033
66	4	0.0001704063904
67	4	0.0001713903413
68	4	0.0001630295827
69	4	0.0001640145863
70	4	0.0001576014151
71	4	0.0001595926065
72	4	0.0001560327258
73	4	0.0001458922125
74	4	0.0001447390415
75	4	0.0001460112961
76	4	0.0001491313866
77	4	0.0001525056688
78	4	0.000133097348
79	4	0.000135141282
80	4	0.0001395925474
81	4	0.0001427482813
82	4	0.0001474382174
83	4	0.000144995136
84	4	0.0001425620147
85	4	0.0001485431251
86	4	0.0001465157926
87	4	0.0001490602596
88	4	0.0001506494126
89	4	0.0001554423446
90	4	0.0001611635809
91	4	0.000163907756
92	4	0.0001662763878
93	4	0.0001701522188
94	4	0.0001697319563
