1	P49654	P2RX3_RAT
2	P06239	LCK_HUMAN
3	P08912	ACM5_HUMAN
4	P20309	ACM3_HUMAN
5	P23975	SC6A2_HUMAN
6	P31645	SC6A4_HUMAN
7	Q01959	SC6A3_HUMAN
8	P56817	BACE1_HUMAN
9	Q13547	HDAC1_HUMAN
10	P00533	EGFR_HUMAN
11	P28845	DHI1_HUMAN
12	P50172	DHI1_MOUSE
13	P29371	NK3R_HUMAN
14	P30968	GNRHR_HUMAN
15	O60885	BRD4_HUMAN
16	P25440	BRD2_HUMAN
17	Q15059	BRD3_HUMAN
18	P12530	LOX15_RABIT
19	P15056	BRAF_HUMAN
20	Q99705	MCHR1_HUMAN
21	O42275	ACES_ELEEL
22	P22303	ACES_HUMAN
23	Q99572	P2RX7_HUMAN
24	P49682	CXCR3_HUMAN
25	O95136	S1PR2_HUMAN
26	P56524	HDAC4_HUMAN
27	P35968	VGFR2_HUMAN
28	O00763	ACACB_HUMAN
29	Q13085	ACACA_HUMAN
30	Q9UNQ0	ABCG2_HUMAN
31	P98161	PKD1_HUMAN
32	Q13563	PKD2_HUMAN
33	Q15139	KPCD1_HUMAN
34	P08253	MMP2_HUMAN
35	P78536	ADA17_HUMAN
36	Q8BGY9	SC5A7_MOUSE
37	A5X5Y0	5HT3E_HUMAN
38	O95264	5HT3B_HUMAN
39	Q70Z44	5HT3D_HUMAN
40	Q8WXA8	5HT3C_HUMAN
41	Q07912	ACK1_HUMAN
42	Q05941	ACHA7_RAT
43	Q07523	HAOX2_RAT
44	Q12809	KCNH2_HUMAN
45	P32238	CCKAR_HUMAN
46	P32239	GASR_HUMAN
47	P97612	FAAH1_RAT
48	Q6RI86	TRPA1_RAT
49	Q8NER1	TRPV1_HUMAN
50	P34976	AGTR1_RABIT
51	O00767	ACOD_HUMAN
52	Q64663	P2RX7_RAT
53	Q9GZV3	SC5A7_HUMAN
54	Q8R431	MGLL_RAT
55	Q99685	MGLL_HUMAN
56	P15145	AMPN_PIG
57	P51449	RORG_HUMAN
58	P09581	CSF1R_MOUSE
59	P34995	PE2R1_HUMAN
60	P09917	LOX5_HUMAN
61	P18031	PTN1_HUMAN
62	P47811	MK14_MOUSE
63	P10415	BCL2_HUMAN
64	Q07817	B2CL1_HUMAN
65	P35372	OPRM_HUMAN
66	P41145	OPRK_HUMAN
67	P41146	OPRX_HUMAN
68	Q13285	STF1_HUMAN
69	O95977	S1PR4_HUMAN
70	P21453	S1PR1_HUMAN
71	Q99500	S1PR3_HUMAN
72	P11229	ACM1_HUMAN
73	P48067	SC6A9_HUMAN
74	Q96RI1	NR1H4_HUMAN
75	Q9Y251	HPSE_HUMAN
76	P00523	SRC_CHICK
77	P51681	CCR5_HUMAN
78	O15379	HDAC3_HUMAN
79	Q9UBN7	HDAC6_HUMAN
80	Q08881	ITK_HUMAN
81	O14920	IKKB_HUMAN
82	P21397	AOFA_HUMAN
83	P27338	AOFB_HUMAN
84	Q96LD8	SENP8_HUMAN
85	Q9BQF6	SENP7_HUMAN
86	Q9GZR1	SENP6_HUMAN
87	P04150	GCR_HUMAN
88	P06536	GCR_RAT
89	Q62226	SHH_MOUSE
90	O75907	DGAT1_HUMAN
91	P42574	CASP3_HUMAN
92	P42575	CASP2_HUMAN
93	P04626	ERBB2_HUMAN
94	P08842	STS_HUMAN
95	P21556	PTAFR_CAVPO
96	P16257	TSPO_RAT
97	P08069	IGF1R_HUMAN
98	P42345	MTOR_HUMAN
99	P14324	FPPS_HUMAN
100	P25774	CATS_HUMAN
101	P43235	CATK_HUMAN
102	P10828	THB_HUMAN
103	P31941	ABC3A_HUMAN
104	Q9HC16	ABC3G_HUMAN
105	P12268	IMDH2_HUMAN
106	P04818	TYSY_HUMAN
107	P21554	CNR1_HUMAN
108	P34972	CNR2_HUMAN
109	P04406	G3P_HUMAN
110	P42337	PK3CA_MOUSE
111	P42338	PK3CB_HUMAN
112	O75116	ROCK2_HUMAN
113	Q13464	ROCK1_HUMAN
114	Q15858	SCN9A_HUMAN
