1	ZINC00000010
2	ZINC00000023
3	ZINC00000053
4	ZINC00000061
5	ZINC00000071
6	ZINC00000075
7	ZINC00000076
8	ZINC00000103
9	ZINC00000138
10	ZINC00000276
11	ZINC00000310
12	ZINC00000323
13	ZINC00000346
14	ZINC00000361
15	ZINC00000365
16	ZINC00000381
17	ZINC00000391
18	ZINC00000393
19	ZINC00000435
20	ZINC00000504
21	ZINC00000523
22	ZINC00000566
23	ZINC00000596
24	ZINC00000627
25	ZINC00000640
26	ZINC00000654
27	ZINC00000681
28	ZINC00000746
29	ZINC00000751
30	ZINC00000802
31	ZINC00000848
32	ZINC00000850
33	ZINC00000853
34	ZINC00000857
35	ZINC00000860
36	ZINC00000870
37	ZINC00000883
38	ZINC00000909
39	ZINC00000915
40	ZINC00000920
41	ZINC00000922
42	ZINC00000931
43	ZINC00000934
44	ZINC00000941
45	ZINC00000999
46	ZINC00001021
47	ZINC00001083
48	ZINC00001084
49	ZINC00001087
50	ZINC00001099
51	ZINC00001131
52	ZINC00001137
53	ZINC00001148
54	ZINC00001160
55	ZINC00001187
56	ZINC00001201
57	ZINC00001219
58	ZINC00001233
59	ZINC00001261
60	ZINC00001267
61	ZINC00001281
62	ZINC00001341
63	ZINC00001382
64	ZINC00001407
65	ZINC00001408
66	ZINC00001409
67	ZINC00001427
68	ZINC00001436
69	ZINC00001457
70	ZINC00001463
71	ZINC00001464
72	ZINC00001504
73	ZINC00001536
74	ZINC00001553
75	ZINC00001554
76	ZINC00001567
77	ZINC00001575
78	ZINC00001582
79	ZINC00001590
80	ZINC00001600
81	ZINC00001601
82	ZINC00001614
83	ZINC00001624
84	ZINC00001630
85	ZINC00001644
86	ZINC00001655
87	ZINC00001669
88	ZINC00001677
89	ZINC00001681
90	ZINC00001723
91	ZINC00001732
92	ZINC00001758
93	ZINC00001763
94	ZINC00001773
95	ZINC00001792
96	ZINC00001795
97	ZINC00001850
98	ZINC00001863
99	ZINC00001910
100	ZINC00001931
101	ZINC00001963
102	ZINC00001965
103	ZINC00001982
104	ZINC00001984
105	ZINC00001995
106	ZINC00002002
107	ZINC00002009
108	ZINC00002028
109	ZINC00002041
110	ZINC00002070
111	ZINC00002101
112	ZINC00002110
113	ZINC00002119
114	ZINC00002131
115	ZINC00002139
116	ZINC00002152
117	ZINC00002191
118	ZINC00002200
119	ZINC00002212
120	ZINC00002216
121	ZINC00002264
122	ZINC00002272
123	ZINC00002275
124	ZINC00002279
125	ZINC00002281
126	ZINC00002284
127	ZINC00002365
128	ZINC00002376
129	ZINC00002433
130	ZINC00002675
131	ZINC00002698
132	ZINC00002748
133	ZINC00002775
134	ZINC00002779
135	ZINC00002845
136	ZINC00002850
137	ZINC00003106
138	ZINC00003189
139	ZINC00003275
140	ZINC00003709
141	ZINC00003711
142	ZINC00003724
143	ZINC00003741
144	ZINC00003742
145	ZINC00003761
146	ZINC00003767
147	ZINC00003803
148	ZINC00003876
149	ZINC00003897
150	ZINC00003911
151	ZINC00003941
152	ZINC00003961
153	ZINC00004009
154	ZINC00004028
155	ZINC00004035
156	ZINC00004041
157	ZINC00004076
158	ZINC00004085
159	ZINC00004090
160	ZINC00004140
161	ZINC00004220
162	ZINC00004227
163	ZINC00004234
164	ZINC00004264
165	ZINC00004285
166	ZINC00004294
167	ZINC00004321
168	ZINC00004333
169	ZINC00004346
170	ZINC00004351
171	ZINC00004382
172	ZINC00004413
173	ZINC00004439
174	ZINC00004448
175	ZINC00004507
176	ZINC00004531
177	ZINC00004620
178	ZINC00004689
179	ZINC00004726
180	ZINC00004739
181	ZINC00004763
182	ZINC00004778
183	ZINC00004779
184	ZINC00004840
185	ZINC00004855
186	ZINC00004888
187	ZINC00004898
188	ZINC00004902
189	ZINC00004949
190	ZINC00004982
191	ZINC00005030
192	ZINC00005099
193	ZINC00005152
194	ZINC00005155
195	ZINC00005191
196	ZINC00005258
197	ZINC00005284
198	ZINC00005359
199	ZINC00005389
200	ZINC00005423
201	ZINC00005452
202	ZINC00005467
203	ZINC00005475
204	ZINC00005543
205	ZINC00005554
206	ZINC00005560
207	ZINC00005569
208	ZINC00005608
209	ZINC00005661
210	ZINC00005691
211	ZINC00005723
212	ZINC00005739
213	ZINC00005803
214	ZINC00005824
215	ZINC00005833
216	ZINC00005852
217	ZINC00005871
218	ZINC00005878
219	ZINC00005882
220	ZINC00005886
221	ZINC00005895
222	ZINC00005898
223	ZINC00005900
224	ZINC00005903
225	ZINC00005910
226	ZINC00005936
227	ZINC00005947
228	ZINC00005986
229	ZINC00005994
230	ZINC00006016
231	ZINC00006097
232	ZINC00006156
233	ZINC00006157
234	ZINC00006164
235	ZINC00006165
236	ZINC00006170
237	ZINC00006213
238	ZINC00006228
239	ZINC00006299
240	ZINC00006302
241	ZINC00006310
242	ZINC00006369
243	ZINC00006427
244	ZINC00006481
245	ZINC00006486
246	ZINC00006559
247	ZINC00006562
248	ZINC00006647
249	ZINC00006651
250	ZINC00006694
251	ZINC00006785
252	ZINC00006787
253	ZINC00006788
254	ZINC00006892
255	ZINC00006923
256	ZINC00006989
257	ZINC00007013
258	ZINC00007031
259	ZINC00007037
260	ZINC00007042
261	ZINC00007253
262	ZINC00007275
263	ZINC00007280
264	ZINC00007301
265	ZINC00007335
266	ZINC00007343
267	ZINC00007360
268	ZINC00007382
269	ZINC00007453
270	ZINC00007455
271	ZINC00007459
272	ZINC00007460
273	ZINC00007489
274	ZINC00007601
275	ZINC00007673
276	ZINC00007724
277	ZINC00007747
278	ZINC00007778
279	ZINC00007873
280	ZINC00007874
281	ZINC00007944
282	ZINC00007981
283	ZINC00008046
284	ZINC00008082
285	ZINC00008089
286	ZINC00008090
287	ZINC00008107
288	ZINC00008126
289	ZINC00008252
290	ZINC00008253
291	ZINC00008492
292	ZINC00008508
293	ZINC00008558
294	ZINC00008600
295	ZINC00008667
296	ZINC00008732
297	ZINC00008741
298	ZINC00008750
299	ZINC00008765
300	ZINC00008767
301	ZINC00008768
302	ZINC00008795
303	ZINC00008815
304	ZINC00008854
305	ZINC00008926
306	ZINC00008960
307	ZINC00008977
308	ZINC00009064
309	ZINC00009073
310	ZINC00009090
311	ZINC00009096
312	ZINC00009200
313	ZINC00009252
314	ZINC00009295
315	ZINC00009308
316	ZINC00009342
317	ZINC00009344
318	ZINC00009350
319	ZINC00009357
320	ZINC00009689
321	ZINC00009708
322	ZINC00009851
323	ZINC00009880
324	ZINC00010037
325	ZINC00010228
326	ZINC00010251
327	ZINC00010402
328	ZINC00011012
329	ZINC00011112
330	ZINC00011622
331	ZINC00011665
332	ZINC00011988
333	ZINC00012342
334	ZINC00012346
335	ZINC00012513
336	ZINC00012514
337	ZINC00012687
338	ZINC00012808
339	ZINC00013246
340	ZINC00013635
341	ZINC00013748
342	ZINC00014006
343	ZINC00014007
344	ZINC00014036
345	ZINC00014037
346	ZINC00014092
347	ZINC00014360
348	ZINC00014362
349	ZINC00014479
350	ZINC00014556
351	ZINC00014669
352	ZINC00014864
353	ZINC00015095
354	ZINC00015250
355	ZINC00015333
356	ZINC00015335
357	ZINC00015515
358	ZINC00015872
359	ZINC00016154
360	ZINC00016356
361	ZINC00016359
362	ZINC00016380
363	ZINC00016616
364	ZINC00016827
365	ZINC00016912
366	ZINC00016978
367	ZINC00017024
368	ZINC00017028
369	ZINC00017086
370	ZINC00017088
371	ZINC00017343
372	ZINC00017525
373	ZINC00017560
374	ZINC00017712
375	ZINC00017887
376	ZINC00018377
377	ZINC00018379
378	ZINC00018551
379	ZINC00018635
380	ZINC00019529
381	ZINC00019636
382	ZINC00019965
383	ZINC00019969
384	ZINC00020049
385	ZINC00020220
386	ZINC00020226
387	ZINC00020228
388	ZINC00020229
389	ZINC00020230
390	ZINC00020235
391	ZINC00020240
392	ZINC00020241
393	ZINC00020242
394	ZINC00020245
395	ZINC00020248
396	ZINC00020250
397	ZINC00020251
398	ZINC00020252
399	ZINC00020253
400	ZINC00020439
401	ZINC00020440
402	ZINC00020441
403	ZINC00020442
404	ZINC00020647
405	ZINC00020920
406	ZINC00021067
407	ZINC00021169
408	ZINC00021246
409	ZINC00021406
410	ZINC00021455
411	ZINC00021592
412	ZINC00021702
413	ZINC00021732
414	ZINC00021786
415	ZINC00021790
416	ZINC00021813
417	ZINC00021814
418	ZINC00021815
419	ZINC00021914
420	ZINC00022168
421	ZINC00022202
422	ZINC00022706
423	ZINC00022708
424	ZINC00022992
425	ZINC00023387
426	ZINC00023623
427	ZINC00023624
428	ZINC00023738
429	ZINC00023894
430	ZINC00023994
431	ZINC00024132
432	ZINC00024149
433	ZINC00024150
434	ZINC00024215
435	ZINC00024222
436	ZINC00024727
437	ZINC00024946
438	ZINC00025301
439	ZINC00025447
440	ZINC00025672
441	ZINC00025764
442	ZINC00025765
443	ZINC00026019
444	ZINC00026029
445	ZINC00026126
446	ZINC00026181
447	ZINC00026213
448	ZINC00027317
449	ZINC00027320
450	ZINC00027361
451	ZINC00027793
452	ZINC00028150
453	ZINC00028155
454	ZINC00029121
455	ZINC00029912
456	ZINC00030283
457	ZINC00030344
458	ZINC00030668
459	ZINC00030669
460	ZINC00030817
461	ZINC00030895
462	ZINC00030896
463	ZINC00031164
464	ZINC00031165
465	ZINC00031235
466	ZINC00031269
467	ZINC00031969
468	ZINC00032241
469	ZINC00032243
470	ZINC00033019
471	ZINC00033131
472	ZINC00033341
473	ZINC00033357
474	ZINC00033447
475	ZINC00033882
476	ZINC00033901
477	ZINC00033902
478	ZINC00034354
479	ZINC00034746
480	ZINC00035663
481	ZINC00035678
482	ZINC00035804
483	ZINC00035846
484	ZINC00036613
485	ZINC00036634
486	ZINC00036779
487	ZINC00036780
488	ZINC00037002
489	ZINC00037095
490	ZINC00037156
491	ZINC00037157
492	ZINC00037160
493	ZINC00037161
494	ZINC00037163
495	ZINC00037168
496	ZINC00037169
497	ZINC00037170
498	ZINC00037171
499	ZINC00037175
500	ZINC00037182
501	ZINC00037183
502	ZINC00037184
503	ZINC00037185
504	ZINC00037188
505	ZINC00037189
506	ZINC00038499
507	ZINC00038763
508	ZINC00038812
509	ZINC00038831
510	ZINC00038887
511	ZINC00038933
512	ZINC00039089
513	ZINC00039090
514	ZINC00039092
515	ZINC00039101
516	ZINC00039111
517	ZINC00039112
518	ZINC00039321
519	ZINC00039356
520	ZINC00039357
521	ZINC00039452
522	ZINC00039600
523	ZINC00039811
524	ZINC00040057
525	ZINC00040150
526	ZINC00040236
527	ZINC00040238
528	ZINC00040831
529	ZINC00040854
530	ZINC00041847
531	ZINC00042165
532	ZINC00042511
533	ZINC00042534
534	ZINC00042568
535	ZINC00043989
536	ZINC00043990
537	ZINC00044019
538	ZINC00044027
539	ZINC00044054
540	ZINC00044904
541	ZINC00045127
542	ZINC00045266
543	ZINC00045767
544	ZINC00046844
545	ZINC00047043
546	ZINC00047515
547	ZINC00047516
548	ZINC00047830
549	ZINC00047961
550	ZINC00048044
551	ZINC00048204
552	ZINC00049416
553	ZINC00049435
554	ZINC00049852
555	ZINC00050619
556	ZINC00050682
557	ZINC00050683
558	ZINC00051756
559	ZINC00052093
560	ZINC00053012
561	ZINC00053303
562	ZINC00053816
563	ZINC00053963
564	ZINC00055213
565	ZINC00056256
566	ZINC00056408
567	ZINC00056439
568	ZINC00056464
569	ZINC00056465
570	ZINC00056472
571	ZINC00056474
572	ZINC00056509
573	ZINC00056526
574	ZINC00056527
575	ZINC00056546
576	ZINC00056547
577	ZINC00056549
578	ZINC00056555
579	ZINC00056556
580	ZINC00056577
581	ZINC00056582
582	ZINC00056583
583	ZINC00056584
584	ZINC00056588
585	ZINC00056629
586	ZINC00056643
587	ZINC00056645
588	ZINC00056646
589	ZINC00056647
590	ZINC00056648
591	ZINC00056651
592	ZINC00056652
593	ZINC00056653
594	ZINC00056659
595	ZINC00056721
596	ZINC00056936
597	ZINC00057000
598	ZINC00057001
599	ZINC00057002
600	ZINC00057008
601	ZINC00057058
602	ZINC00057060
603	ZINC00057064
604	ZINC00057140
605	ZINC00057163
606	ZINC00057195
607	ZINC00057198
608	ZINC00057206
609	ZINC00057237
610	ZINC00057255
611	ZINC00057278
612	ZINC00057299
613	ZINC00057300
614	ZINC00057319
615	ZINC00057354
616	ZINC00057400
617	ZINC00057435
618	ZINC00057464
619	ZINC00057478
620	ZINC00057479
621	ZINC00057523
622	ZINC00057530
623	ZINC00057531
624	ZINC00057534
625	ZINC00057624
626	ZINC00057647
627	ZINC00057674
628	ZINC00057676
629	ZINC00057677
630	ZINC00057719
631	ZINC00057751
632	ZINC00057844
633	ZINC00057876
634	ZINC00057908
635	ZINC00057914
636	ZINC00057915
637	ZINC00057916
638	ZINC00057928
639	ZINC00058013
640	ZINC00058014
641	ZINC00058069
642	ZINC00058081
643	ZINC00058111
644	ZINC00058117
645	ZINC00058121
646	ZINC00058124
647	ZINC00058129
648	ZINC00058172
649	ZINC00058239
650	ZINC00058258
651	ZINC00059752
652	ZINC00060108
653	ZINC00060264
654	ZINC00060919
655	ZINC00063844
656	ZINC00065313
657	ZINC00066019
658	ZINC00066039
659	ZINC00066085
660	ZINC00066104
661	ZINC00066436
662	ZINC00066462
663	ZINC00066629
664	ZINC00067093
665	ZINC00067688
666	ZINC00068750
667	ZINC00068809
668	ZINC00068846
669	ZINC00069847
670	ZINC00069901
671	ZINC00070198
672	ZINC00070745
673	ZINC00071274
674	ZINC00071460
675	ZINC00071700
676	ZINC00071704
677	ZINC00073524
678	ZINC00073545
679	ZINC00073547
680	ZINC00073661
681	ZINC00073672
682	ZINC00073693
683	ZINC00073700
684	ZINC00073711
685	ZINC00073715
686	ZINC00074709
687	ZINC00075008
688	ZINC00075022
689	ZINC00075126
690	ZINC00075209
691	ZINC00076663
692	ZINC00076799
693	ZINC00076963
694	ZINC00077081
695	ZINC00077278
696	ZINC00077296
697	ZINC00077351
698	ZINC00077354
699	ZINC00077360
700	ZINC00077527
701	ZINC00077553
702	ZINC00078174
703	ZINC00078678
704	ZINC00078789
705	ZINC00078856
706	ZINC00079237
707	ZINC00079248
708	ZINC00079360
709	ZINC00079582
710	ZINC00079624
711	ZINC00080555
712	ZINC00080832
713	ZINC00080959
714	ZINC00081218
715	ZINC00081221
716	ZINC00081904
717	ZINC00082237
718	ZINC00082427
719	ZINC00083028
720	ZINC00083341
721	ZINC00084214
722	ZINC00084444
723	ZINC00084477
724	ZINC00084532
725	ZINC00084613
726	ZINC00084617
727	ZINC00084787
728	ZINC00085074
729	ZINC00085078
730	ZINC00085612
731	ZINC00085631
732	ZINC00085644
733	ZINC00085670
734	ZINC00085733
735	ZINC00086067
736	ZINC00086336
737	ZINC00086535
738	ZINC00086599
739	ZINC00087000
740	ZINC00087256
741	ZINC00087267
742	ZINC00087274
743	ZINC00087281
744	ZINC00087288
745	ZINC00087295
746	ZINC00087313
747	ZINC00087326
748	ZINC00087504
749	ZINC00087515
750	ZINC00087629
751	ZINC00088181
752	ZINC00088330
753	ZINC00088404
754	ZINC00088466
755	ZINC00088525
756	ZINC00088576
757	ZINC00088680
758	ZINC00088684
759	ZINC00089409
760	ZINC00089683
761	ZINC00089763
762	ZINC00090067
763	ZINC00090155
764	ZINC00090754
765	ZINC00091556
766	ZINC00092075
767	ZINC00092298
768	ZINC00092512
769	ZINC00092708
770	ZINC00092950
771	ZINC00093383
772	ZINC00093391
773	ZINC00093738
774	ZINC00093985
775	ZINC00093989
776	ZINC00094333
777	ZINC00094337
778	ZINC00094777
779	ZINC00094779
780	ZINC00094783
781	ZINC00095386
782	ZINC00096414
783	ZINC00096640
784	ZINC00096687
785	ZINC00096688
786	ZINC00096691
787	ZINC00096711
788	ZINC00096779
789	ZINC00096804
790	ZINC00096836
791	ZINC00096890
792	ZINC00097254
793	ZINC00097282
794	ZINC00097319
795	ZINC00097762
796	ZINC00097995
797	ZINC00098212
798	ZINC00098404
799	ZINC00098409
800	ZINC00098417
801	ZINC00098654
802	ZINC00099114
803	ZINC00099797
804	ZINC00100150
805	ZINC00100752
806	ZINC00100760
807	ZINC00100791
808	ZINC00100793
809	ZINC00101760
810	ZINC00102112
811	ZINC00102780
812	ZINC00102894
813	ZINC00103151
814	ZINC00103336
815	ZINC00103353
816	ZINC00103684
817	ZINC00103695
818	ZINC00103702
819	ZINC00104048
820	ZINC00104659
821	ZINC00104782
822	ZINC00105000
823	ZINC00105196
824	ZINC00105216
825	ZINC00105246
826	ZINC00105309
827	ZINC00105789
828	ZINC00108635
829	ZINC00109066
830	ZINC00109304
831	ZINC00109589
832	ZINC00109841
833	ZINC00110013
834	ZINC00110227
835	ZINC00110550
836	ZINC00111949
837	ZINC00112005
838	ZINC00112064
839	ZINC00113355
840	ZINC00113404
841	ZINC00113410
842	ZINC00113415
843	ZINC00113426
844	ZINC00113428
845	ZINC00114124
846	ZINC00114311
847	ZINC00114339
848	ZINC00114547
849	ZINC00114942
850	ZINC00115253
851	ZINC00115374
852	ZINC00115750
853	ZINC00116937
854	ZINC00116945
855	ZINC00117115
856	ZINC00117601
857	ZINC00118483
858	ZINC00118486
859	ZINC00119025
860	ZINC00119304
861	ZINC00119305
862	ZINC00119344
863	ZINC00119346
864	ZINC00119431
865	ZINC00119618
866	ZINC00119632
867	ZINC00119717
868	ZINC00119978
869	ZINC00119983
870	ZINC00119985
871	ZINC00119988
872	ZINC00120144
873	ZINC00120208
874	ZINC00120262
875	ZINC00120271
876	ZINC00120273
877	ZINC00120283
878	ZINC00120286
879	ZINC00120367
880	ZINC00120368
881	ZINC00120515
882	ZINC00121480
883	ZINC00122236
884	ZINC00122248
885	ZINC00122260
886	ZINC00122268
887	ZINC00122408
888	ZINC00123397
889	ZINC00124016
890	ZINC00124027
891	ZINC00125245
892	ZINC00125385
893	ZINC00126122
894	ZINC00126407
895	ZINC00126410
896	ZINC00126964
897	ZINC00127333
898	ZINC00127661
899	ZINC00127708
900	ZINC00127897
901	ZINC00128065
902	ZINC00128953
903	ZINC00129876
904	ZINC00131032
905	ZINC00131170
906	ZINC00132534
907	ZINC00132537
908	ZINC00132711
909	ZINC00132781
910	ZINC00133520
911	ZINC00133912
912	ZINC00133915
913	ZINC00134036
914	ZINC00134132
915	ZINC00134647
916	ZINC00135323
917	ZINC00135412
918	ZINC00135449
919	ZINC00135687
920	ZINC00135906
921	ZINC00135992
922	ZINC00136138
923	ZINC00136945
924	ZINC00138223
925	ZINC00138486
926	ZINC00140722
927	ZINC00141234
928	ZINC00141265
929	ZINC00141452
930	ZINC00141475
931	ZINC00141560
932	ZINC00141563
933	ZINC00142289
934	ZINC00142380
935	ZINC00142648
936	ZINC00142942
937	ZINC00143531
938	ZINC00143548
939	ZINC00143992
940	ZINC00145162
941	ZINC00145536
942	ZINC00146104
943	ZINC00146377
944	ZINC00146421
945	ZINC00146703
946	ZINC00146714
947	ZINC00147092
948	ZINC00149580
949	ZINC00149918
950	ZINC00150158
951	ZINC00150214
952	ZINC00150351
953	ZINC00151407
954	ZINC00152092
955	ZINC00152137
956	ZINC00152322
957	ZINC00152965
958	ZINC00152996
959	ZINC00153631
960	ZINC00153920
961	ZINC00154151
962	ZINC00154475
963	ZINC00154642
964	ZINC00154720
965	ZINC00154897
966	ZINC00155006
967	ZINC00155127
968	ZINC00155174
969	ZINC00155293
970	ZINC00155383
971	ZINC00155677
972	ZINC00155806
973	ZINC00155905
974	ZINC00156386
975	ZINC00156390
976	ZINC00156552
977	ZINC00156633
978	ZINC00156701
979	ZINC00156746
980	ZINC00156823
981	ZINC00156949
982	ZINC00156972
983	ZINC00157085
984	ZINC00157375
985	ZINC00157416
986	ZINC00157545
987	ZINC00157595
988	ZINC00158012
989	ZINC00158702
990	ZINC00158755
991	ZINC00159091
992	ZINC00159215
993	ZINC00159718
994	ZINC00159755
995	ZINC00160011
996	ZINC00160340
997	ZINC00160637
998	ZINC00161401
999	ZINC00161475
1000	ZINC00161662
1001	ZINC00161805
1002	ZINC00161829
1003	ZINC00161833
1004	ZINC00162211
1005	ZINC00162733
1006	ZINC00163299
1007	ZINC00163321
1008	ZINC00163334
1009	ZINC00163336
1010	ZINC00163337
1011	ZINC00163348
1012	ZINC00163634
1013	ZINC00164422
1014	ZINC00164581
1015	ZINC00164635
1016	ZINC00164777
1017	ZINC00164954
1018	ZINC00165587
1019	ZINC00165878
1020	ZINC00165976
1021	ZINC00167633
1022	ZINC00168475
1023	ZINC00169533
1024	ZINC00169542
1025	ZINC00169811
1026	ZINC00169997
1027	ZINC00170852
1028	ZINC00170907
1029	ZINC00171055
1030	ZINC00171065
1031	ZINC00171073
1032	ZINC00171079
1033	ZINC00171152
1034	ZINC00171154
1035	ZINC00171553
1036	ZINC00171580
1037	ZINC00171669
1038	ZINC00171737
1039	ZINC00171738
1040	ZINC00171740
1041	ZINC00171743
1042	ZINC00171814
1043	ZINC00171938
1044	ZINC00172316
1045	ZINC00172369
1046	ZINC00172632
1047	ZINC00172633
1048	ZINC00172636
1049	ZINC00173788
1050	ZINC00174849
1051	ZINC00175212
1052	ZINC00175335
1053	ZINC00177585
1054	ZINC00177887
1055	ZINC00177888
1056	ZINC00178335
1057	ZINC00178337
1058	ZINC00178563
1059	ZINC00178572
1060	ZINC00179533
1061	ZINC00179593
1062	ZINC00180701
1063	ZINC00180705
1064	ZINC00180806
1065	ZINC00182146
1066	ZINC00182224
1067	ZINC00184018
1068	ZINC00184798
1069	ZINC00186459
1070	ZINC00186825
1071	ZINC00187107
1072	ZINC00188371
1073	ZINC00188419
1074	ZINC00189552
1075	ZINC00190251
1076	ZINC00190428
1077	ZINC00192156
1078	ZINC00192778
1079	ZINC00193347
1080	ZINC00193791
1081	ZINC00194080
1082	ZINC00194811
1083	ZINC00194813
1084	ZINC00194814
1085	ZINC00194815
1086	ZINC00196130
1087	ZINC00196523
1088	ZINC00196662
1089	ZINC00196663
1090	ZINC00197290
1091	ZINC00198826
1092	ZINC00200993
1093	ZINC00201053
1094	ZINC00204903
1095	ZINC00205125
1096	ZINC00205303
1097	ZINC00205636
1098	ZINC00206268
1099	ZINC00206382
1100	ZINC00206684
1101	ZINC00207239
1102	ZINC00209104
1103	ZINC00209572
1104	ZINC00210352
1105	ZINC00210586
1106	ZINC00213065
1107	ZINC00213761
1108	ZINC00216834
1109	ZINC00216961
1110	ZINC00217276
1111	ZINC00217279
1112	ZINC00225784
1113	ZINC00225950
1114	ZINC00225957
1115	ZINC00228758
1116	ZINC00228765
1117	ZINC00229432
1118	ZINC00230033
1119	ZINC00231911
1120	ZINC00235502
1121	ZINC00235505
1122	ZINC00235508
1123	ZINC00235512
1124	ZINC00236100
1125	ZINC00236110
1126	ZINC00236276
1127	ZINC00236623
1128	ZINC00238077
1129	ZINC00240941
1130	ZINC00243356
1131	ZINC00244033
1132	ZINC00244514
1133	ZINC00244546
1134	ZINC00244550
1135	ZINC00245008
1136	ZINC00245045
1137	ZINC00245648
1138	ZINC00246644
1139	ZINC00251004
1140	ZINC00253122
1141	ZINC00257134
1142	ZINC00257247
1143	ZINC00257983
1144	ZINC00262568
1145	ZINC00264448
1146	ZINC00265291
1147	ZINC00265874
1148	ZINC00266028
1149	ZINC00266073
1150	ZINC00266941
1151	ZINC00267589
1152	ZINC00269575
1153	ZINC00270639
1154	ZINC00271983
1155	ZINC00272582
1156	ZINC00272979
1157	ZINC00273815
