Molregno	StandardInChIKey	Chirality	IsProdrug	CanonicalSMILES
835436	BATVOUKHGLKDGQ-SCSAIBSYSA-N	Unknown	Unknown	C[C@@H]1CCN=C(N)S1
989772	FCUZURRRATXVNH-UHFFFAOYSA-N	Unknown	Unknown	CC(C)CCn1c(N)c(C(=O)NCc2cccs2)c3nc4ccccc4nc13
989774	ZCDNRPPFBQDQHR-ZXQAIMBNSA-N	Unknown	Unknown	CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@H]2C[C@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@@H]4C[C@H]3[C@H]([C@@H]2OC)C(=O)OC
16656	PVNIIMVLHYAWGP-UHFFFAOYSA-N	Achiral	No	OC(=O)c1cccnc1
968945	SATDGGYYECMTGU-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(CCNC(=O)CCN2C(=O)C(C)Oc3ccc(C)cc23)cc1OC
835439	KBRZXDDDZQCSCA-UHFFFAOYSA-N	Unknown	Unknown	COc1cc2c(oc3ccccc23)cc1NC(=O)Nc4ccccc4
1122131	HSZIWISHLSFWJO-PTGBLXJZSA-N	Unknown	Unknown	O=C(NC(CCc1ccccc1)\C=C\S(=O)(=O)c2ccccc2)C(Cc3ccccc3)NC(=O)N4CCOCC4
1122130	JBBSXSVIZNUFJA-UHFFFAOYSA-N	Unknown	Unknown	CN1C(=O)C2C[N+](=NC2N(CC3CCCCC3)C1=O)C
1122133	NVRSPIKUPKOSIY-UHFFFAOYSA-N	Unknown	Unknown	Cc1nnoc1O
831324	FRCGIQYPWFDFJZ-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(cc1)C2=Nc3cnc(nc3N(C4CC4)C2=O)N(C)C
1122135	MCJKBWHDNUSJLW-VHXPQNKSSA-N	Unknown	Unknown	CC\C(=C(/c1ccccc1)\c2ccc(OCCN)cc2)\c3ccccc3
1122134	SASVRDKVMXNKBH-UHFFFAOYSA-N	Unknown	Unknown	Cc1cc(C)c(SCC[n+]2noc([O-])c2C)c(C)c1
1122137	DBWUSXVEYWGDPK-MUUNZHRXSA-N	Unknown	Unknown	CC(C)CN(CC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)CNCc2cccc(F)c2)S(=O)(=O)c3cccc(N)c3
1122136	REMQOMJHQAJIFP-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(cc1OCC#C)C(=O)Nc2c(Cl)cncc2Cl
1122139	DUHKKBBESXCBNM-INIZCTEOSA-N	Unknown	Unknown	CCN(CC1CCN(CC1)S(=O)(=O)C)[C@@H](C)Cc2ccc3OCCc3c2
739264	LUMXQVCUJBCDJO-UHFFFAOYSA-N	Unknown	Unknown	COc1ncc2N=C(C(=O)N(CCc3ccccc3)c2n1)c4ccc(Cl)cc4
831329	ITBYRNJIFJOITB-UHFFFAOYSA-N	Unknown	Unknown	CC1=Nc2cnc(nc2N(C3CC3)C1=O)N4CCNCC4
811826	ANMOBWUFLHVUBF-UHFFFAOYSA-N	Unknown	Unknown	N#CCCn1nnc2ccccc12
1589888	NYNDDIOBHLATMH-OALUTQOASA-N	Unknown	Unknown	CC(=O)O[C@H]([C@@H](Cn1ccnn1)c2ccc(Br)cc2)c3ccccc3
1589889	XRZDGWACZRLVHP-MOPGFXCFSA-N	Unknown	Unknown	COCO[C@H]([C@H](Cn1ccnn1)c2ccccc2)c3ccc(F)cc3
249049	HHXQJALCZVMXQS-UHFFFAOYSA-N	Unknown	Unknown	NC(=O)CCc1ccc(cc1)[N+](=O)[O-]
1589882	SWQHVRSNSNSTAN-OALUTQOASA-N	Unknown	Unknown	COCO[C@H]([C@@H](Cn1ccnn1)c2ccc(Br)cc2)c3ccccc3
1589883	QKJRFLUTHQWBPG-IRXDYDNUSA-N	Unknown	Unknown	O[C@H]([C@@H](Cn1ccnn1)c2ccccc2)c3ccc(F)cc3
1589881	KBPPMMMKJPYVTI-OALUTQOASA-N	Unknown	Unknown	COCO[C@H]([C@@H](Cn1ccnn1)c2ccccc2)c3ccc(Br)cc3
1589886	RHGAFWMGLUFSHI-OALUTQOASA-N	Unknown	Unknown	CC(=O)O[C@H]([C@@H](Cn1ccnn1)c2ccccc2)c3ccc(F)cc3
1589887	HWIBXSYJGNHKPQ-OALUTQOASA-N	Unknown	Unknown	CC(=O)O[C@H]([C@@H](Cn1ccnn1)c2ccccc2)c3ccc(Br)cc3
1589884	FUDQEWMPINDILM-IRXDYDNUSA-N	Unknown	Unknown	O[C@H]([C@@H](Cn1ccnn1)c2ccccc2)c3ccc(Br)cc3
1589885	FZMGJYBCPDAGRU-IRXDYDNUSA-N	Unknown	Unknown	O[C@H]([C@@H](Cn1ccnn1)c2ccc(Br)cc2)c3ccccc3
872902	OUBMGJOQLXMSNT-UHFFFAOYSA-N	Unknown	Unknown	CC(C)Nc1ccc(Nc2ccccc2)cc1
896431	ZEBQXLTZNFGHKI-UHFFFAOYSA-N	Unknown	Unknown	C(c1ccccc1)[N+]23CN4CN(CN(C4)C2)C3
491413	BHZGAVDQPKAVLD-UHFFFAOYSA-N	Unknown	Unknown	C(C(Cc1ccc(cc1)c2ccccc2)n3ccnc3)c4ccccc4
998269	NSOUOARVMNBMRT-UHFFFAOYSA-N	Unknown	Unknown	Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3oc(Br)cc3)cc2)c1C
491411	BVIIVTMCMYAPGM-UHFFFAOYSA-N	Unknown	Unknown	CC(C)(C)c1ccc(CN(Cc2cccs2)n3ccnc3)cc1
491410	VLXASESXHIWYSA-UHFFFAOYSA-N	Unknown	Unknown	CC(C)(C)c1ccc(CN(Cc2ccc(Cl)cc2Cl)n3ccnc3)cc1
1032009	GZMTZUSNJFFPLJ-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(CNc2nc(nc3ccccc23)c4c(C)onc4C)c(OC)c1
1015147	GAPWCQHXCIXKLV-ZCVJMPHPSA-N	Unknown	Unknown	COC(=O)[C@]1(C)CC[C@@]2(C)CC[C@@]3(C)C4=CCc5c(C)c(O)c(O)cc5[C@]4(C)CC[C@@]3(C)C2C1
488305	YLBKDRAXARKXCP-UHFFFAOYSA-N	Unknown	Unknown	CC1OC(=NNC1=O)Cc2ccc(Cl)c(Oc3cc(Cl)cc(c3)C#N)c2F
821374	WSJIZDPDWOIDLW-UHFFFAOYSA-N	Unknown	Unknown	CC(=O)N1CCC2(CC1)CN(C2)C(c3ccccc3)c4ccccc4
329803	YHIZTGNLTDPUHG-SGSBUCDWSA-N	Unknown	Unknown	C[C@]12CCC3C(CC[C@H]4[C@@H](O)[C@H](O)CC[C@]34C)C1CCC(=O)O2
710913	YOXPNAZATYYXDF-UHFFFAOYSA-N	Unknown	Unknown	FC(F)(F)c1cc(nn1c2ccc(NC(=O)c3ccccc3)cn2)c4cccnc4
623367	DCPIZZSRWDTFOS-SFHVURJKSA-N	Unknown	Unknown	C[C@H](Nc1nccc(n1)N(CCCCN)C(=O)c2ccc3OCCc3c2)c4ccccc4
779985	LGMCREIRQVUDBX-UHFFFAOYSA-N	Unknown	Unknown	CN1C(=O)C(=Nc2cnc(nc12)N3CCOCC3)C
1528162	ZPKQAKFFLWOJGU-UHFFFAOYSA-N	Unknown	Unknown	Clc1ccc(c(Cl)c1)S(=O)(=O)Nc2ccc(Oc3cnc4ccccc4c3)c(Cl)c2
1528163	ZTGVHNBZFLSODQ-UHFFFAOYSA-N	Unknown	Unknown	Fc1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc3cnc4ccccc4c3
323721	BLCSWOVDOADBOW-UHFFFAOYSA-N	Unknown	Unknown	C(=C1c2ccccc2c3ccccc13)c4cccnc4
1528165	QHTHSQXFWCRPEY-UHFFFAOYSA-N	Unknown	Unknown	CC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc3cnc4ccccc4c3
947099	NDACNGSDAFKTGE-UHFFFAOYSA-N	Unknown	Unknown	Oc1cccc(Nc2ccccc2)c1
323722	GOQNCJGTIMHWGO-UHFFFAOYSA-N	Unknown	Unknown	C(=C(c1ccccc1)c2ccccc2)c3cccnc3
1528169	HYZYVEZIXMCICK-UHFFFAOYSA-N	Unknown	Unknown	Clc1ccc(c(Cl)c1)S(=O)(=O)Nc2cc(Cl)c(Oc3cncc(c3)C#N)c(Cl)c2
1595382	WWVGOVDLTMQAQT-RCMKLKEOSA-N	Unknown	Unknown	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1COC2=O
948040	LPMXVESGRSUGHW-ZSSIOLIKSA-N	Unknown	Unknown	C[C@@H]1O[C@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@@]5(O)[C@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@@H](O)[C@H](O)[C@H]1O
568048	XHIQYLMECBBILN-UHFFFAOYSA-N	Unknown	Unknown	Cc1csc(n1)c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccccn5)ccc34)cc2
889371	HCMDFFYCXMXLAI-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(cc1)S(=O)(=O)N2CCCN(CCC(=O)Nc3cccc(c3)C(F)(F)F)CC2
13456	ISWSIDIOOBJBQZ-UHFFFAOYSA-N	Achiral	No	Oc1ccccc1
13454	MCTWTZJPVLRJOU-UHFFFAOYSA-N	Unknown	Unknown	Cn1ccnc1
976111	PGFJVZHSKZINFF-UHFFFAOYSA-N	Unknown	Unknown	O=C(N1CCC2(CC1)CN(C2)c3ccccn3)c4occc4
976116	OJMNTWPPFNMOCJ-YSNLIDHRSA-M	Unknown	Unknown	[Na+].Cn1nnnc1SCC2=C(N3[C@@H](SC2)[C@H](NC(=O)[C@@H](O)c4ccccc4)C3=O)C(=O)[O-]
833870	DPUGLVUNPUIJBN-FPLPWBNLSA-N	Unknown	Unknown	OC(=O)\C=C/C(=O)Nc1ccc2Cc3ccccc3c2c1
514159	JJWKQXNHYDJXKF-UHFFFAOYSA-N	Unknown	Unknown	[O-][n+]1cccc(c1)C#Cc2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35
742519	QHLDTZSGYPBOIJ-UHFFFAOYSA-N	Unknown	Unknown	NC(=O)SCC(=O)Nc1ccc2ncccc2c1
821595	SWUARLUWKZWEBQ-CLFYSBASSA-N	Unknown	Unknown	Oc1ccc(\C=C/C(=O)OCCc2ccccc2)cc1O
943275	FKTRMFRXCBTNBD-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(Oc2nccc(c3ccc(F)cc3)c2C#N)cc1
709874	PWZLUGHNDYWEDU-QHCPKHFHSA-N	Unknown	Unknown	CN1C(=N[C@](C1=O)(c2ccc(OC(F)F)c(C)c2)c3cccc(c3)C#CC4CC4)N
827438	IUYYAIYFKXGKKS-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(cc1)c2noc(n2)C3=Cc4ccccc4OC3=O
820423	DBUVJNNGTSWEQJ-IBGZPJMESA-N	Unknown	Unknown	O=C(N1CCC[C@@]2(CCN(C2)c3ccccc3)C1)c4cnccn4
80003	YUVNGBZROXQYQH-UHFFFAOYSA-N	Unknown	Unknown	CC(C)c1ccccc1S(=O)(=O)c2cc(N)c3ncccc3c2[N+](=O)[O-]
823997	MBVYOZUUIKEDCF-UHFFFAOYSA-N	Unknown	Unknown	CC(C)(C)c1ccc(cc1)S(=O)(=O)N2CC3CC(C2)C4=CC=CC(=O)N4C3
363613	CCCCPSHFLXQUBH-UHFFFAOYSA-N	Unknown	Unknown	ONC(=O)c1ccc(s1)c2ccn(CCNCc3ccc4OCOc4c3)n2
1274388	YEYAPIZJYAINNX-UHFFFAOYSA-N	Unknown	Unknown	Cc1cc(Br)ccc1c2nsc(n2)c3ccc(Br)cc3C
1274389	BAXVQHNHXLETGY-UHFFFAOYSA-N	Unknown	Unknown	Ic1ccccc1c2nsc(n2)c3ccccc3I
1274384	YSKSBJXPRHCRNP-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(cc1)c2nsc(n2)c3ccc(C)cc3
1274385	VXBICCDUTZYIMD-UHFFFAOYSA-N	Unknown	Unknown	c1ccc2cc(ccc2c1)c3nsc(n3)c4ccc5ccccc5c4
1274386	OOWRLNBAZSZUEJ-UHFFFAOYSA-N	Unknown	Unknown	CCCCc1ccc(cc1)c2nsc(n2)c3ccc(CCCC)cc3
1274387	DBTFSKDRLSUDSV-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(Cl)cc1c2nsc(n2)c3cc(Cl)ccc3C
1274380	MPDMGOZKRDEWLI-UHFFFAOYSA-N	Unknown	Unknown	FC(F)(F)c1ccccc1c2nsc(n2)c3ccccc3C(F)(F)F
1274381	KHNVRKLJUMOKEB-UHFFFAOYSA-N	Unknown	Unknown	Clc1ccc(Cl)c(c1)c2nsc(n2)c3cc(Cl)ccc3Cl
1274382	GGVPDKCYVPDEFS-UHFFFAOYSA-N	Unknown	Unknown	Clc1ccc(cc1Cl)c2nsc(n2)c3ccc(Cl)c(Cl)c3
1274383	NADWWOCLZZZQSA-UHFFFAOYSA-N	Unknown	Unknown	Cc1c(Cl)cccc1c2nsc(n2)c3cccc(Cl)c3C
460909	ZZEABKJZGWFGAG-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(CNc2ncncc2c3cccc(c3)C#N)c(OC)c1
460908	QSTPWPYJTNLBLD-UHFFFAOYSA-N	Unknown	Unknown	COc1cccc(c1)c2cncnc2NCc3ccccc3
1687225	RTUCWUQNJZFQFF-GHRIWEEISA-N	Unknown	Unknown	CCCCCCCCC(=O)N\N=C\c1ccccn1
460907	HGRFORDIPQUPFN-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(CNc2ncncc2c3ccccc3OC)c(OC)c1
243147	XWTYSIMOBUGWOL-NSHDSACASA-N	Unknown	Unknown	CC(C)(C)NC[C@H](O)c1cc(O)cc(O)c1
1071837	KXOXGMSSGWQNPP-FQEVSTJZSA-N	Unknown	Unknown	C[C@H]1CN(CCN1C2CCN(Cc3ccc(Cl)cc3)CC2)c4ncc(cc4Cl)C(=O)NCc5ccc(F)c(F)c5
1615641	XLUFPHQRHPTDJA-UHFFFAOYSA-N	Unknown	Unknown	O=C(CC1=NC(=CC(=O)N1)N2CCOCC2)N3CCc4ccccc34
11968	QYSPLQLAKJAUJT-UHFFFAOYSA-N	Achiral	No	CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ccccn3
1952175	KBPMBDUSBIXQRB-SKDRFNHKSA-N	Unknown	Unknown	C[C@@H]1CCCC[C@@H]1N2C(=O)Nc3cnc4[nH]ccc4c23
1924520	PLGNULICCCNDPR-UHFFFAOYSA-N	Unknown	Unknown	NC(CO)(CO)CCc1ccc(CCCCCCCCO)cc1
419656	VCPYKRXTZIABJJ-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(Nc2nc(N)nc(CN(C)C3CCCCC3)n2)cc1
621452	UNKSWQVJNKCXOO-JOCHJYFZSA-N	Unknown	Unknown	FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]2CCN(CCC3CCN(CC3)C(=O)c4ccccc4Cl)C2
419652	AUNLCWKHCZCMHW-HZAPIMJMSA-N	Unknown	Unknown	CC(C)CCC[C@@H](C)[C@H]1C=C[C@@]2(CC(=O)O)C3=C(CC[C@]12C)[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC3
1009934	TZTFWWPDVCQSSB-UHFFFAOYSA-N	Unknown	Unknown	CC(N1CCSCC1)C(=O)c2c[nH]c3ccccc23
1924523	QHWHFUJECZNPGN-KBPBESRZSA-N	Unknown	Unknown	N[C@@H](CCC(=O)N[C@@H](CSC(=O)NCCc1ccccc1)C(=O)NCC(=O)O)C(=O)O
1561359	KOIGSPGBVAOKRC-SPEDKVCISA-N	Unknown	Unknown	CC1(C)OC(=O)N([C@@H]2CC[C@H](CC2)N3C(=O)Nc4cc(C#N)c(F)cc34)[C@H]1c5ccccc5
963915	IIUIMYMUBSVXQL-UHFFFAOYSA-N	Unknown	Unknown	Cc1onc(NC(=O)c2cccc(F)c2)c1
1924524	XFGWZAFXPOLJQX-UHFFFAOYSA-N	Unknown	Unknown	CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OCC(O)C=O)cc4
1561350	NKPDQKILCAOJCZ-YDHSSHFGSA-N	Unknown	Unknown	CC1(C)OC(=O)N([C@@H]2CC[C@H](CC2)NC(=O)c3ccnc4cc(F)cnc34)[C@H]1c5ccccc5
1973464	XPAHGXXAYUSFKN-UHFFFAOYSA-N	Unknown	Unknown	NC1CC1c2cccnc2
1697823	LFTDFNLYZLDCJH-YBFXNURJSA-N	Unknown	Unknown	[O-][N+](=O)c1ccc(\C=N\Nc2cc(Cl)nc(n2)c3ccccc3)cc1
1973467	AGKAVIDMERROTI-UHFFFAOYSA-N	Unknown	Unknown	COC(=O)c1cncc(c1)c2cscc2C
1973468	OWIXERJHXZGVDY-SNAWJCMRSA-N	Unknown	Unknown	Cc1ccsc1\C=C\c2cccnc2
1960616	AAHNBILIYONQLX-QFIPXVFZSA-N	Unknown	Unknown	COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O
930434	MDMLXVPNVFDIQT-UHFFFAOYSA-N	Unknown	Unknown	CC(C)(C)NC(=O)CN(Cc1cccs1)C(=O)C2COc3ccccc3O2
963918	RNLMRCNBOGLHPK-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(CNC(=O)C2CC(=NO2)c3cccc(c3)[N+](=O)[O-])cc1
971233	IFYFISZNXVWBMG-UHFFFAOYSA-N	Unknown	Unknown	Fc1ccc2nc(Nc3nc4CCCCc4s3)sc2c1
971236	NFCPRRWCTNLGSN-UHFFFAOYSA-N	Unknown	Unknown	Nc1ccccc1Nc2ccccc2
875841	ANFXSJDPGZAMEP-UHFFFAOYSA-N	Unknown	Unknown	CC(C)C(=O)Nc1nc(C)c(s1)C(=O)C
920378	IMAYAYIEWCZMPI-YYVLWCRNSA-N	Unknown	Unknown	COC(=O)c1ccc(cc1)C(NC(=O)OCc2ccccc2)\C=C\[C@@H](C)C(=O)NCCN3CCCC3
876634	GOAVVQBMTILWDO-UHFFFAOYSA-N	Unknown	Unknown	Fc1ccc(cc1)S(=O)(=O)N2CCN(CC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)CC2
1031721	UXPFPXUTVHGZMU-UHFFFAOYSA-N	Unknown	Unknown	COc1cc(ccc1OCC(=O)Nc2ccccc2C)C3C(=C(N)Oc4c3ccc5ccccc45)C#N
912120	AHFWKDHXCSQBLE-UHFFFAOYSA-N	Unknown	Unknown	CNC(=S)N1CCN(CC1)c2ccccc2OC
111490	GEYOCULIXLDCMW-UHFFFAOYSA-N	Unknown	Unknown	Nc1ccccc1N
1337864	HXNBYYPGRZHDKJ-UHFFFAOYSA-N	Unknown	Unknown	COc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3
430467	NSXAKOFJIUXNBS-UHFFFAOYSA-N	Unknown	Unknown	CCCCCCN(C(C(=O)NCCCC)c1ccc(OCC(=O)OC)c(c1)C(=O)OC)C(=O)CCCCCN2C(=O)NC(C(=C2C)C(=O)OCc3ccccc3)c4ccccc4c5ccccc5
430466	NCNDUZOPVGJMHG-UHFFFAOYSA-N	Unknown	Unknown	CC1=C(C(NC(=O)N1CCCCCC(=O)O)c2ccccc2)C(=O)OCc3ccccc3
178495	OSWPMRLSEDHDFF-UHFFFAOYSA-N	Achiral	No	COC(=O)c1ccccc1O
765252	VVKZUZWKTSSYRH-UHFFFAOYSA-N	Unknown	Unknown	CCOc1ccccc1NC(=O)C2Cc3ccccc3CN2S(=O)(=O)C
868475	XFQMHKBTHALHRS-UHFFFAOYSA-N	Unknown	Unknown	CC(=O)Nc1ccc(NC(=O)C2CCN(CC2)S(=O)(=O)c3cccc4nonc34)cc1
212343	HUQJRYMLJBBEDO-UHFFFAOYSA-N	Unknown	Unknown	CN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2
1947204	CWFBWCJRVBRKPQ-UHFFFAOYSA-N	Unknown	Unknown	CS(=O)(=O)Nc1cccc(CC(=O)Nc2cc(cs2)c3ccnc(N)c3)c1
738014	XJGZGUSMZSXHJI-UHFFFAOYSA-N	Unknown	Unknown	CCCCCCC[n+]1ccc(cc1)c2cc[n+](CCCCCCC)cc2
788601	ZNJZNAWGWDSNSE-HSZRJFAPSA-N	Unknown	Unknown	COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)C(=O)Nc4cccc(F)c4)C2
1947203	MPZKHCPHRLXFAX-UHFFFAOYSA-N	Unknown	Unknown	COc1cccc(CC(=O)Nc2cc(cs2)c3ccnc(N)c3)c1
1947200	IVWXFGRLNHCKNV-UHFFFAOYSA-N	Unknown	Unknown	CS(=O)(=O)Nc1cccc(CC(=O)Nc2cc(cs2)c3ccnc(F)c3)c1
1971277	GUDQJFKBBOAOIC-HNNXBMFYSA-N	Unknown	Unknown	COc1ccc(cc1)[C@H](C)NC(=O)COc2cc(c3c(nn(C)c3n2)c4ccccc4)C(F)(F)F
782467	KKPYYEIHMSFECK-QHCPKHFHSA-N	Unknown	Unknown	COC(=O)N1CCC[C@@]2(CCN(C2)C(c3ccccc3)c4ccccc4)C1
1014114	CHYSVLFCRHFKET-UHFFFAOYSA-N	Unknown	Unknown	COc1ncc2N=C(C(=O)N(CCC#N)c2n1)c3cccs3
1020991	NTUQADRZIWTNBY-UHFFFAOYSA-N	Unknown	Unknown	COCCN1C(=O)C(=Nc2cncnc12)CCc3ccccc3
1008326	LIEBBPJXOBHPRD-UHFFFAOYSA-N	Unknown	Unknown	CCOC(=O)c1sc(C)c(C(=O)NCC(C)(C)CN(C)C)c1N
674742	BEEDODBODQVSIM-UHFFFAOYSA-N	Achiral	No	Cl.Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C
51056	CMWTZPSULFXXJA-VIFPVBQESA-N	Single_Stereoisomer	No	COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O
266588	FFUBTEITUNMMOK-FOCLMDBBSA-N	Unknown	Unknown	C\N=C/1\SN(C(=N1)c2ccccc2)c3ccccc3
491150	QIIVIPMIUSRDGT-UHFFFAOYSA-N	Unknown	Unknown	CC(=O)NCC(=O)NC(c1ccccc1)c2ccc(Cl)cc2
491151	ABQNMOMAPSGPLD-UHFFFAOYSA-N	Unknown	Unknown	Fc1ccc(cc1)C(=O)NCC(=O)NC(c2ccccc2)c3ccccc3
994364	KJJNDJAXTRLOOD-INIZCTEOSA-N	Unknown	Unknown	NCCN1C(=O)c2ccccc2[C@@]1(O)c3ccc(Cl)cc3
714601	YSQHUPMZDBCVFQ-UHFFFAOYSA-N	Unknown	Unknown	Cc1cc(C)cc(NC(=O)c2cccnc2SCc3ccncc3)c1
834427	BJPQXEZVCKJQEG-UHIISALHSA-N	Unknown	Unknown	CC(C)(CO[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C)[N+](=O)[O-]
431731	WVDATIVEQWYJIH-ZRZAMGCNSA-N	Unknown	Unknown	Nc1nccn2c(nc(c3ccc4ccc(nc4c3)c5ccccc5)c12)[C@@H]6C[C@@H](C6)N7CCSCC7
1786341	SIRNXKYIEVRLCF-JSGCOSHPSA-N	Unknown	Unknown	Fc1cc(c(F)cc1OC[C@@H]2CNC[C@H]2c3ccc(Cl)cc3)S(=O)(=O)Nc4ncns4
1518286	XYCXQEBQLMVGIP-UHFFFAOYSA-N	Unknown	Unknown	CCCNS(=O)(=O)Cc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnn(C)c4
824282	XAAIVBDWZDVLQB-UHFFFAOYSA-N	Unknown	Unknown	Cc1nnsc1NC(=O)OCc2ccc(cc2)C(F)(F)F
1518284	ZITHNZLUOTWYFR-UHFFFAOYSA-N	Unknown	Unknown	CNS(=O)(=O)Cc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnn(C)c4
754269	QDDGBFIODWYMRX-MJHCOXIISA-N	Unknown	Unknown	COC(=O)[C@@]1(Cc2ccccc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N6CCCC6)n5Cc7c(O)c(C)cnc7CO
729515	FXPSYSLKOGMHGF-UHFFFAOYSA-N	Unknown	Unknown	CC(CCc1ccccc1)NC(=O)c2cccc(c2C)[N+](=O)[O-]
1518280	FSWZFTVJPPJUJY-UHFFFAOYSA-N	Unknown	Unknown	Cn1cc(cn1)c2cnc3C=Cc4ccc(CC(=O)NCc5ccccn5)cc4C(=O)c3c2
990840	YSIITVVESCNIPR-UHFFFAOYSA-N	Racemic	No	COc1cc(cc(OC)c1OC)C(=O)NC2CCCNC2
762709	KNRRWJMZMCKYOX-UHFFFAOYSA-N	Unknown	Unknown	CCOC(=O)c1c2CCCCc2sc1NC(=O)c3c(N)n(CCCOC)c4nc5ccccc5nc34
1518288	JBTWERFHEITGTI-LADGPHEKSA-N	Unknown	Unknown	Cn1cc(cn1)c2cnc3C=Cc4ccc(CS(=O)(=O)N[C@@H]5CCCC[C@@H]5N)cc4C(=O)c3c2
794739	HLELWOBUKKUKLD-UHFFFAOYSA-N	Unknown	Unknown	CCc1nc(SCC(=O)NCCc2ccccc2)c3oc4ccccc4c3n1
705913	JZUTXVTYJDCMDU-MOPGFXCFSA-N	Single_Stereoisomer	No	COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34
1685158	LYRHBDYLHIRALJ-NLRVBDNBSA-N	Unknown	Unknown	C\C(=N/N1CCN(CC1)C2c3ccccc3c4ccccc24)\c5cccnc5
785609	VGJSWDDTANDUTJ-UHFFFAOYSA-N	Unknown	Unknown	O=S(=O)(N1CCC2(CCCN(Cc3ccc(cc3)C#N)C2)CC1)c4ccccc4
991468	JFEXBBUUAPQPJA-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(C)c(NC(=O)C2CC3c4ccccc4C2c5ccccc35)c1
354134	DQXGQHAFADWCKG-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(Cn2ccnc2)cc1
354132	MZJSYLIOMLCYIS-UHFFFAOYSA-N	Unknown	Unknown	Brc1ccc(Cn2ccnc2)cc1
468315	VVICOEQHILEAPE-PHVLTXCSSA-N	Unknown	Unknown	C[C@@H]1CN(C[C@H](C)O1)C2CCN(CC2)c3cc(C)c4nc([nH]c4c3)C5=C(NC[C@@H](O)c6cccc(Cl)c6)C=CNC5=O
468316	LVOHHKIFPDWJJY-ONBPZOJHSA-N	Unknown	Unknown	Cc1cc(cc2[nH]c(nc12)C3=C(NC[C@@H](O)c4cccc(Cl)c4)C=CNC3=O)N5CCC(CC5)N6C[C@@H]7C[C@@H]6CO7
468317	ZJATUHGFXPEBQJ-HHHXNRCGSA-N	Unknown	Unknown	CN1CCN(CC1)C2CCN(CC2)c3cc(C)c4nc([nH]c4c3)C5=C(NC[C@@H](O)c6cccc(Cl)c6)C=CNC5=O
468318	NKJTYXXPGXIGTL-MUUNZHRXSA-N	Unknown	Unknown	CC(=O)N1CCN(CC1)C2CCN(CC2)c3cc(C)c4nc([nH]c4c3)C5=C(NC[C@@H](O)c6cccc(Cl)c6)C=CNC5=O
468319	CFXKXVRFVROHAJ-MUUNZHRXSA-N	Unknown	Unknown	COCC(=O)N1CCN(CC1)C2CCN(CC2)c3cc(C)c4nc([nH]c4c3)C5=C(NC[C@@H](O)c6cccc(Cl)c6)C=CNC5=O
