Molregno	StandardInChIKey	Chirality	IsProdrug	CanonicalSMILES
430274	XXDXNARPSRYRHS-UHFFFAOYSA-N	Unknown	Unknown	CC(C)(O)Cc1cn2c(cccc2n1)N3CCN(CC3)C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4
430270	NUOAXTPQTSJDTD-UHFFFAOYSA-N	Unknown	Unknown	CC(O)Cc1cn2c(cccc2n1)N3CCN(CC3)C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4
728490	YSRDUVDTLWERHU-UHFFFAOYSA-N	Unknown	Unknown	CCCC(=O)Nc1nnc(Cc2ccccc2)s1
728491	QMZBPIPRHYAQPF-UHFFFAOYSA-N	Unknown	Unknown	Cc1nc2ncnn2c(C)c1CCC(=O)NCc3occc3
963856	BWJATXWCHCKBCQ-KOEQRZSOSA-N	Unknown	Unknown	CCOc1ccc(cc1C)c2nn(cc2\C=C(/C#N)\S(=O)(=O)c3ccccc3)c4ccccc4
706009	DIGWWZCEDODOMZ-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc3ccc(F)cc3
998840	WCSKSSNIVMDLSF-UHFFFAOYSA-N	Unknown	Unknown	C(CN1CCOCC1)Nc2ncnc3ccc(cc23)c4ccc5OCOc5c4
746429	MDYSDJUCIHVMDB-UHFFFAOYSA-N	Unknown	Unknown	Cc1onc(C)c1c2ccc3ncnc(NC4CCNCC4)c3c2
887251	CLVMGLHYNADTTO-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(cc1OC)C(N(C(=O)Cc2c[nH]c3ccccc23)c4ccc(NC(=O)C)cc4)C(=O)NC5CCCCC5
998848	Unknown	Unknown	Unknown	Unknown
746421	IEVVNYZLGHKOGD-UHFFFAOYSA-N	Unknown	Unknown	CC(C)Nc1cc(ccc1[N+](=O)[O-])N2CCCC2
816258	NZYDICBMEUXLBY-MNDPQUGUSA-N	Unknown	Unknown	CCN(CC)CCCNC(=O)\C(=C\c1ccc[nH]1)\NC(=O)c2ccccc2
782274	HLTMVWQXGLNLCU-UHFFFAOYSA-N	Unknown	Unknown	CN(C)CCNCCN
782272	RSWBQGSPNCOMGL-UHFFFAOYSA-N	Unknown	Unknown	COC(=O)NC(C(C(=O)C)C(=O)OC)c1cccc(C)c1
22641	FYPMFJGVHOHGLL-UHFFFAOYSA-N	Achiral	No	CC(C)(C)c1cc(SC(C)(C)Sc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C
782279	VNLBCJYVPMIDDO-UHFFFAOYSA-N	Unknown	Unknown	C(Sc1nnc2c3ccccc3c4ccccc4c2n1)c5ccccc5
728727	GJGWNSAXJOAWTH-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(cc1)C(=O)Nc2ccc3c(c2)nc(CN4CCN(CC4)C(=O)C)n3C
1832854	XXKSMVQSCWXLCH-UHFFFAOYSA-N	Unknown	Unknown	CC(CCN1CCOCC1)CC(=O)Nc2ccc(cc2)C(=O)Nc3nccs3
466876	HPXPRDRBQLQPLF-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(cc1OS(=O)(=O)N)C(c2ccc(OC)c(OS(=O)(=O)N)c2)n3cncn3
466875	OHQJNLNJNBFQEQ-UHFFFAOYSA-N	Unknown	Unknown	NS(=O)(=O)Oc1ccc(cc1Br)C(c2ccc(OS(=O)(=O)N)c(Br)c2)n3cncn3
466874	ISQXIINUBJLKNH-UHFFFAOYSA-N	Unknown	Unknown	NS(=O)(=O)Oc1cccc(c1)C(c2cccc(OS(=O)(=O)N)c2)n3cncn3
420135	PEYUIKBAABKQKQ-AFHBHXEDSA-N	Unknown	Unknown	C1Oc2ccc(cc2O1)[C@H]3OC[C@H]4[C@@H]3CO[C@@H]4c5ccc6OCOc6c5
872295	AFKPUDOAONZLNQ-UHFFFAOYSA-N	Unknown	Unknown	O=C(NCCCN1CCOCC1)C2COc3ccccc3O2
423446	JTVSGNGYUGCQJP-FHJLPGHOSA-N	Unknown	Unknown	C[C@@H](NC(=O)Nc1cccc(c1)c2nnnn2C)[C@@H](O)CN3CCC[C@@H](Cc4ccc(F)cc4)C3
1685018	SHZKQBHERIJWAO-UHFFFAOYSA-N	Unknown	Unknown	OC(=O)C=Cc1ccc(Cn2ccnc2)cc1
423440	URTRVFWUUAICBJ-UHFFFAOYSA-N	Unknown	Unknown	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)C3CCCCC3)cc2)c4ccccc4
913802	HAPOVYFOVVWLRS-SSDOTTSWSA-N	Unknown	Unknown	CC[C@]1(C)CC(=O)NC1=O
1014057	YVAGGJFPPRRMQV-DKKFBQAASA-N	Unknown	Unknown	CO[C@H]1COC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)COC(=O)CCC[C@@H]1C
1348445	HHBOFAIEPRHUSR-HNNXBMFYSA-N	Unknown	Unknown	NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2
846103	GDFPETHYTZJRGS-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(C)c(c1)N(CC(=O)Nc2cc(Cl)ccc2Oc3ccccc3)S(=O)(=O)C
1841481	BRWXOOIUQMUMHI-OCOZRVBESA-N	Unknown	Unknown	NCCOc1ccc(cc1)\C(=C(/Cn2cncn2)\c3ccccc3)\c4ccc(O)cc4
1841480	OGGUDPCKGYFJRT-OCEACIFDSA-N	Unknown	Unknown	NCCOc1ccc(cc1)\C(=C(/Cn2ccnc2)\c3ccccc3)\c4ccc(O)cc4
1841483	YDYQORQPBJHCOL-OCOZRVBESA-N	Unknown	Unknown	NCCOc1ccc(cc1)\C(=C(/Cn2cnnc2)\c3ccccc3)\c4ccc(O)cc4
1841482	YDYQORQPBJHCOL-IZHYLOQSSA-N	Unknown	Unknown	NCCOc1ccc(cc1)\C(=C(\Cn2cnnc2)/c3ccccc3)\c4ccc(O)cc4
1841485	JDMRZCIEPITQKJ-WCWDXBQESA-N	Unknown	Unknown	CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCO)cc2)\c3ccccc3
1841484	BPDCIVIJDYKPRW-WCWDXBQESA-N	Unknown	Unknown	NCCOc1ccc(cc1)\C(=C\2/CCc3ccccc23)\c4ccc(O)cc4
1841487	CJOZMESSODTFHQ-WCWDXBQESA-N	Unknown	Unknown	CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCBr)cc2)\c3ccccc3
5374	ZPVDGPIFJNHZML-UHFFFAOYSA-N	Unknown	Unknown	CC12CCC3C(C1CCC2=O)C(=CC4=CC(=O)CCC34C)CCc5ccc(cc5)[N+](=O)[O-]
1841489	XRAVWADHQWKRJC-OCOZRVBESA-N	Unknown	Unknown	CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCCN)cc2)\c3ccccc3
1841488	QDLAEGCSWYNGSD-WCWDXBQESA-N	Unknown	Unknown	CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCCl)cc2)\c3ccccc3
1170257	XMFPYLMRYFHYBN-YWHUKLHMSA-N	Unknown	Unknown	COC(=O)NCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)c3cccc(Cl)c3c4cccc(C)c4
1170256	DMVULLKTJWOQJO-YWHUKLHMSA-N	Unknown	Unknown	COC(=O)NCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)c3cccc(F)c3c4cccc(C)c4
1170255	XYTLPMNVNDXVQL-XDDUCGQKSA-N	Unknown	Unknown	COC(=O)NCCO[C@H]([C@@H]1CCCN(C1)C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)c3cccc(F)c3c4cccc(C)c4
1170254	KARUXZXCMYDGFU-YJKPGEFOSA-N	Unknown	Unknown	COCCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)c3cccc(Cl)c3c4cccc(Cl)c4
861238	DMGHGRLXUBJTPS-QWXNFIQXSA-N	Unknown	Unknown	CC1CCC2N([C@H]1c3cccc(c3)N4CCOCC4)C(=O)C5CCC(C)C(N5C2=O)c6cccc(c6)N7CCOCC7
1703347	IYBBOHFITSTGKT-CIAFOILYSA-N	Unknown	Unknown	O=C(N\N=C\c1ccncc1)c2oc3ccc4ccccc4c3c2
1703343	DHKUIWIQNKUKGL-KPKJPENVSA-N	Unknown	Unknown	Cc1ccnn1CC(=O)N\N=C\c2occc2
994289	SCVIEKSPQXBHBD-UHFFFAOYSA-N	Unknown	Unknown	CC(C)c1ccc(cc1)C2C(=C(N)N3C(=C2C#N)Sc4ccccc34)C#N
675171	YVPYQUNUQOZFHG-UHFFFAOYSA-N	Achiral	No	CC(=O)Nc1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I
997955	LBQXLIVUYMIKEB-UHFFFAOYSA-N	Unknown	Unknown	CC1CCOC2(O1)C(=O)N(CN3CCN(CC3)c4ccccc4F)c5ccccc25
386297	ZMQAAUBTXCXRIC-UHFFFAOYSA-N	Achiral	No	C=CCc1ccc2OCOc2c1
1445412	PJNAJZSNGGHTRM-KUHUBIRLSA-N	Unknown	Unknown	C[C@H]([C@@H](c1ccc(Nc2nc3ccccc3s2)cc1)n4cncn4)N(C)C
1445410	UQQAUGSCZCQMBX-UHFFFAOYSA-N	Unknown	Unknown	CNC(=O)C(C)(C)C(c1ccc(Nc2ccc(Cl)cc2)cc1)n3ccnc3
1445411	UJHBFYFGUWEEBR-UHFFFAOYSA-N	Unknown	Unknown	CNC(=O)C(C)(C)C(c1ccc(Nc2ccccc2)cc1)n3cncn3
908276	RYZFOMNUSBTXGU-UHFFFAOYSA-N	Unknown	Unknown	Cl.CC1=CC=CN2CC(O)CN=C12
1349878	SFNSLLSYNZWZQG-VQIMIIECSA-N	Single_Stereoisomer	No	CN1CC[C@H](C[C@@H]1c2nc3ccccc3[nH]2)NC(=O)Nc4ccc(cc4)C#N
944067	RUDATBOHQWOJDD-GZPNBBAISA-N	Unknown	Unknown	CC(CCC(=O)O)C1CCC2C3C(O)C[C@@H]4CC(O)CC[C@@]4(C)C3CC[C@@]12C
994753	LDIUORFGWOBQBG-UHFFFAOYSA-N	Unknown	Unknown	COC(=O)c1sccc1c2oc(cc2)C(=O)Nc3cccnc3
301220	HKTFLXRFWACSPB-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc2c(CC(C)(C)NCC(O)COc3ccccc3C#N)c[nH]c2c1
301222	RLHZDXDBSDXXNX-UHFFFAOYSA-N	Unknown	Unknown	CC(C)(Cc1c[nH]c2ccc(O)cc12)NCC(O)COc3ccccc3C#N
940585	BCXNJUMMJDMIIE-UHFFFAOYSA-N	Unknown	Unknown	Cc1cnc(CNc2nc(nc3ccccc23)c4c(C)onc4C)cn1
879381	BJEPYKJPYRNKOW-UHFFFAOYSA-N	Racemic	No	OC(CC(=O)O)C(=O)O
60060	KRVDMABBKYMBHG-UHFFFAOYSA-N	Unknown	Unknown	OC(=O)C1=CCNCC1
377797	QPRAFCFDOZPSSH-MRXNPFEDSA-N	Unknown	Unknown	N[C@@H]1CCCN(C1)C2=Nc3cccc(F)c3C(=O)N2Cc4ccccc4C#N
845452	KTIRLSQWNNDYJT-BQYQJAHWSA-N	Unknown	Unknown	Cc1onc(NC(=O)\C=C\c2ccc(C)cc2)c1
990455	KBGKUJFMKJQWOL-OAHLLOKOSA-N	Unknown	Unknown	O=C1N(C[C@H]2CCCO2)c3nc(Nc4ccccc4)ncc3N=C1c5cccs5
845451	KTLIMRLDAZNZAJ-UHFFFAOYSA-N	Unknown	Unknown	CN1C(=S)NC(=O)C(=C1O)C(C2=C(O)N(C)C(=S)NC2=O)c3ccccn3
731788	NXKUUDURXNPEAE-PTNGSMBKSA-N	Unknown	Unknown	Cc1ccc(NC=C2C(=O)CC(CC2=O)c3occc3)cc1
668237	ICKFFNBDFNZJSX-UHFFFAOYSA-N	Achiral	No	CN(C)CCN(Cc1ccc(Cl)cc1)c2ccccn2
873656	YTHDRUZHNYKZGF-QMMMGPOBSA-N	Unknown	Unknown	N[C@@H](Cc1cccc(c1)[N+](=O)[O-])C(=O)O
1369731	IQPSEEYGBUAQFF-AREMUKBSSA-N	Unknown	Unknown	COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
349663	LPLVUJXQOOQHMX-QWBHMCJMSA-N	Single_Stereoisomer	No	CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(=O)O)O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C(=O)O)C(=O)O
874001	NDMZHZXJCWIFEN-LLGMXVFDSA-N	Unknown	Unknown	CO[C@@H]1COC(=O)[C@@H](C)NC(=O)C\C=C/[C@@H](C)[C@@H](COC(=O)[C@H](Cc2ccccc2)NC(=O)C\C=C/[C@H]1C)OC
856705	ZYPWPBOAEPMVPE-UHFFFAOYSA-N	Unknown	Unknown	[O-][N+](=O)CCc1ccccc1C(=O)Nc2ccccc2
874009	JQCZWLRSYBEWOG-UHFFFAOYSA-N	Unknown	Unknown	CCC(CC)C(=O)Nc1c2CS(=O)(=O)Cc2nn1c3ccc(OC)cc3
343243	AWFUCSSIHIBPBQ-UHFFFAOYSA-N	Unknown	Unknown	Nc1ccccc1c2nc(N)c3ccccc3n2
509657	FZWGDUUJDZCYJR-UHFFFAOYSA-N	Unknown	Unknown	NC(=N)SCCc1ccc(CCSC(=N)N)cc1
509655	NWPCXGGYSQHQGM-UHFFFAOYSA-N	Unknown	Unknown	NCCSC(=N)N
1529011	JVLQVDCETUHZMB-QSCLJHCWSA-N	Unknown	Unknown	CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc3cnc[nH]3)Cc4ccccc4
57091	PQFRTXSWDXZRRS-UHFFFAOYSA-N	Achiral	No	Cn1c(COC(=O)N)ncc1[N+](=O)[O-]
731258	KYWXJTLILPEZGW-UHFFFAOYSA-N	Unknown	Unknown	Cc1cccc(N2CCN(CC(=O)Nc3ccc(cc3)n4cnnn4)CC2)c1C
731250	WVMFIOHOWOXAJB-UHFFFAOYSA-N	Unknown	Unknown	COC(=O)C1=NN(C(=O)C=C1Sc2ccccn2)c3cccc(c3)C(F)(F)F
982661	MWWKSUWOTCVNTE-UHFFFAOYSA-N	Unknown	Unknown	COc1cccc(c1)c2cc(NCc3ccccc3OC)ncn2
801792	XOTZXEBGCSOVNR-UHFFFAOYSA-N	Unknown	Unknown	Fc1cccc(NC(=O)N2CCCC3(CCN(CC3)C(=O)c4csnn4)C2)c1
932104	JPWWJKWPUXQNAG-UHFFFAOYSA-N	Unknown	Unknown	COc1cccc(c1)C2=CC(c3ccccc3)n4nnnc4N2
1017773	BYUIXCDIRNBWLK-UHFFFAOYSA-N	Unknown	Unknown	O=C1N(CCCSc2ccccc2)C(=O)c3ccccc13
853900	WMVVRGRBAZJJRT-UHFFFAOYSA-N	Unknown	Unknown	O=C(CSc1nc2ccccc2s1)N3c4ccccc4Sc5ccccc35
841225	JWOSPQYKRZZPPB-UHFFFAOYSA-N	Unknown	Unknown	On1c(nc2ccc(Cl)cc12)c3ccccc3
475205	SSFHDASIYWLNDS-UHFFFAOYSA-N	Unknown	Unknown	Oc1c(cc(Cl)c2cccnc12)C(NC(=O)COc3ccccc3)c4ccccc4C#N
475206	JFZKUTKMFFXTCO-UHFFFAOYSA-N	Unknown	Unknown	Oc1c(cc(Br)c2cccnc12)C(NC(=O)COc3ccccc3)c4cccc(c4)[N+](=O)[O-]
1956216	IXFIHZIZFSCBSU-UVAXCULCSA-N	Unknown	Unknown	CC[C@@H](C)Oc1cc2[C@@H](N(C(=O)Cc2cc1OC)c3ccc(cc3)N(C)C[C@@H]4CC[C@H](CC4)N(C)C)c5ccc(Cl)cc5
878927	RWTQLBCLTRYZHB-UHFFFAOYSA-N	Unknown	Unknown	O=C(N1CCC2(CC1)OCCO2)c3cc(nc4ccccc34)c5ccccc5
899209	NMVPEQXCMGEDNH-VVHKILAWSA-N	Unknown	Unknown	O.O.O.O.O.CC(C)(O\N=C(/C(=O)N[C@H]1[C@@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3ccccc3)\c4csc(N)n4)C(=O)O
772767	IKDNLGCHWXLXIH-UHFFFAOYSA-N	Unknown	Unknown	COc1cc(OC)c(C#N)c(c1)S(=O)(=O)Cc2ccccc2
895519	SBCMXNYFDTYMDB-UHFFFAOYSA-N	Unknown	Unknown	Cc1nn(CCc2nnc(S)n2c3ccc(F)c(Cl)c3)c(C)c1[N+](=O)[O-]
753971	ZPHKIJHPMZCGOP-MQGQQMBBSA-N	Unknown	Unknown	C[C@H]([C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc2ccccc2)c3ccccc3)C(=O)NCc4ccc(cc4)S(=O)(=O)C
96973	IEVVYPISJHIIEY-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(CNC(=O)C(N2CCN(CC(O)COc3c(C)cccc3C)CC2)c4ccc(OC)cc4)cc1
983047	SNVGYXYHKSVZLV-ZWKOTPCHSA-N	Unknown	Unknown	COCOc1ccc(Br)cc1C(=O)[C@H]2O[C@H]2c3cccc(OC)c3
822110	XTFCPJCDRMETEW-VRJUZWBSSA-N	Unknown	Unknown	O[C@@H]1C\C(=N\OCCCC#C)\[C@@H]2CC[C@H]3[C@H]([C@H]2[C@@H]1O)C(=O)N(C3=O)c4cccc(Oc5ccccc5)c4
1120740	IJOYXCOLUAOPBJ-GOSISDBHSA-N	Unknown	Unknown	CC(C)NC(=O)N1CC[C@@]2(CCCN(C2)C(=O)c3cccn3C)C1
1120741	ZPXWLHCAIGIEHT-UHFFFAOYSA-N	Unknown	Unknown	CC(C)N(CCCNC(=O)C1CCN(CC1)S(=O)(=O)N2CCOCC2)Cc3ccccc3
1120742	MAFQLJCYFMKEJJ-UHFFFAOYSA-N	Unknown	Unknown	CCOC(=O)CCCN
1120743	GKRRZELOGRRWGK-UHFFFAOYSA-N	Unknown	Unknown	Cc1nonc1NC(=O)N2CCCC2
1120744	ZQZXNMMZSPKMBB-OHQYFWNRSA-N	Unknown	Unknown	CCN1C(=O)[C@H]2CC[C@@H]3[C@H]([C@H](O)[C@H](O)C/C/3=N/OCCCC#C)[C@@H]2C1=O
1120745	DWWSFKHIIGUHSM-UHFFFAOYSA-N	Unknown	Unknown	OC(=O)CCCCN1C=CC(=O)NC1=O
1120746	VDTLYVMJJHDZCX-VXOZKOOGSA-N	Unknown	Unknown	OC(=O)[C@]12CCN3CC4=CCO[C@@H]5CC(=O)N[C@@H]1[C@H]5[C@H]4C[C@@H]23
1120747	ALSSMZWSFWFONR-HGBIREINSA-L	Unknown	Unknown	[Mg+2].Cc1ncc(CO)c(\C=N\CCCCCC\N=C\c2c(CO)cnc(C)c2[O-])c1[O-]
1120748	LZZFKPZTHUTWBK-SDXDJHTJSA-N	Unknown	Unknown	CCN(CC)CCNC(=O)\C(=C\c1ccc[nH]1)\NC(=O)c2ccccc2
1120749	SDKPPSAEKUFQKQ-UHFFFAOYSA-N	Unknown	Unknown	CN1C(=O)N(C)c2nc(Cc3ccccc3)n(CC(=O)O)c2C1=O
856999	NLSXTEFVNBQKPV-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(NC(=O)NNS(=O)(=O)c2ccc(Br)cc2)cc1
906366	ZPSCCHYODBXWGI-UHFFFAOYSA-N	Unknown	Unknown	CN(c1cccc(NC(=O)c2ccc(C)c(c2)S(=O)(=O)Nc3ccccc3C)c1)S(=O)(=O)C
1025005	KNQKRKNBODYLAF-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(CNc2cc(ncn2)c3cccc(NS(=O)(=O)C)c3)c(OC)c1
1746288	FDBYIYFVSAHJLY-UHFFFAOYSA-N	Achiral	No	CC(C)C1=CC(=NNC1=O)Oc2c(Cl)cc(cc2Cl)N3N=C(C#N)C(=O)NC3=O
1286514	FQXFGPMPRRDVRN-JCMHNJIXSA-N	Unknown	Unknown	Cc1ccc(cc1)S(=O)(=O)N\N=C/c2ccccc2OCc3ccccc3
1523550	BSULSXCQOXQGND-MRXNPFEDSA-N	Unknown	Unknown	N[C@H](Cc1ccc(F)cc1)C2=Nc3ccc(cc3C(=O)N2)c4cn[nH]c4
1523552	RVYJKUWZLONOCK-MRXNPFEDSA-N	Unknown	Unknown	COc1cc(cc2C(=O)NC(=Nc12)[C@H](N)Cc3cccc(F)c3)c4cn[nH]c4
1523553	IFSJHRROANUFFS-KRWDZBQOSA-N	Unknown	Unknown	COc1ccc(C[C@H](N)C2=Nc3ccc(cc3C(=O)N2)c4cn[nH]c4)cc1
571970	UQOYGQIBFSXNIF-DTGGKOQTSA-N	Unknown	Unknown	CC(C)(C)[Si](C)(C)OC[C@@H]1OC(C)(C)O[C@H]1[C@H](OC(=O)c2ccccc2)[C@@H](CN=[N+]=[N-])c3ccc4OCOc4c3
491214	PFYPNHSILULSMN-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccccc1C(NC(=O)CNC(=O)c2ccc(F)cc2)c3ccccc3
1115364	FGPOQZOBPMSSAQ-UHFFFAOYSA-N	Unknown	Unknown	OCCNc1nc2ccccc2[nH]1
1824131	PTUQCGLQQXQJTC-UHFFFAOYSA-N	Unknown	Unknown	COc1ccc(COc2ccc3C(=CC(=O)Oc3c2)Cn4ccnc4)cc1OC
445481	WEYVVCKOOFYHRW-GOSISDBHSA-N	Unknown	Unknown	CC(=O)C1=C(O)C=C2Oc3c(C(=O)C)c(O)c(C)c(O)c3[C@]2(C)C1=O
808214	LPXCOMLUCKRTLY-UHFFFAOYSA-N	Unknown	Unknown	O=C(CCCCCN1C(=S)Nc2cc3OCOc3cc2C1=O)N4CCN(CC4)C5CCCCC5
884726	FAGDJLKYQVYUJT-UHFFFAOYSA-N	Unknown	Unknown	Clc1ccc(Cl)c(OCc2cc(on2)c3ccccc3Cl)c1
346396	ACFQJABFUNOOOS-JPYJTQIMSA-N	Unknown	Unknown	CCN(CC)[C@H](C)[C@@H](c1ccc2cc(OCC(C)(C)C(=O)O)ccc2c1)n3ccnc3
769811	VWRJQFNTMGNHBE-UHFFFAOYSA-N	Unknown	Unknown	CCNc1nc(OC2=NN(C(=O)C=C2)c3ccccc3)nc(n1)N(C)C
940429	YIEIZLQDUWWSED-DOLNDBMESA-N	Unknown	Unknown	CC(=O)OC1CC2C(C)(C)C(O)C=C[C@@]2(C)C3CC[C@@]4(C)C(OC(=O)C=C4[C@]13C)c5cocc5
726711	SARXRMBOHZLQRM-FSIQGLLKSA-N	Unknown	Unknown	N=C1N2N=CSC2=NC(=O)/C/1=C/c3oc(SCc4occc4)cc3
716123	YRFZDCNXFCWVLF-NJDVURJYSA-N	Unknown	Unknown	Fc1cccc(n1)N2C[C@@]3(CC[C@@H](CC3)c4nc5cc(OC(F)(F)F)ccc5[nH]4)OC2=O
716124	VKKRSBRUGQJKFS-UWELNFAVSA-N	Unknown	Unknown	FC(F)(F)Oc1ccc2[nH]c(nc2c1)[C@@H]3CC[C@@]4(CC3)CN(C(=O)O4)c5cccnc5
752592	SLRCCWJSBJZJBV-BYNSBNAKSA-N	Unknown	Unknown	C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@H]2C1
442144	RAWGHIPYLQUDGH-UHFFFAOYSA-N	Unknown	Unknown	CN(c1ccc(NC(=O)c2ccc3ccccc3c2)cc1OCc4ccccc4)S(=O)(=O)C
793202	NCOUAASDCMGEQC-UHFFFAOYSA-N	Unknown	Unknown	COc1cccc(c1)c2cncnc2NCc3cnc(C)cn3
1784392	ORMBWQCNMAYKTE-UHFFFAOYSA-N	Unknown	Unknown	CN(C1CCN(CC1)C(=O)OC(C)(C)C)c2ncnc3c(csc23)c4ccc(cc4F)S(=O)(=O)C
442143	GTIMWAVSJMTZJC-UHFFFAOYSA-N	Unknown	Unknown	CN(c1ccc(NC(=O)c2ccc(cc2)C#N)cc1OCc3ccccc3)S(=O)(=O)C
793206	FHUSOYHJXBSZSM-UHFFFAOYSA-N	Unknown	Unknown	Fc1ccc(cc1)c2ccc(C#N)c(Sc3ccccc3)n2
839890	FGANMDNHTVJAHL-UHFFFAOYSA-N	Unknown	Unknown	COc1c(OCC(O)C(C)(C)O)ccc2c(OC)c3ccoc3nc12
1283351	USTBGZUJKCBYAR-UHFFFAOYSA-N	Unknown	Unknown	Fc1ccc(CCN2CCN(CC2)C(=O)c3cccn4ccnc34)c(F)c1
928365	XFKVRSGWNNRNGV-UHFFFAOYSA-N	Unknown	Unknown	CCOC(=O)c1ccccc1Oc2c(F)c(F)nc(NCCO)c2F
985675	HVELMGFBVFHJIR-UHFFFAOYSA-N	Unknown	Unknown	Cc1cccc2sc(NC(=O)C3c4ccccc4Oc5ccccc35)nc12
332794	JHSYCOCOIYSZGI-NSHDSACASA-N	Unknown	Unknown	N[C@@H](CN1C=C(I)C(=O)N(Cc2ccc(cc2)C(=O)O)C1=O)C(=O)O
332795	UUIYULWYHDSXHL-NSHDSACASA-N	Unknown	Unknown	N[C@@H](CN1C=CC(=O)N(Cc2ccccc2C(=O)O)C1=O)C(=O)O
962436	RYDDTVTUABMJHU-UHFFFAOYSA-N	Unknown	Unknown	CN1C(=O)N(Cc2ccccc2)C(=C(C(=O)CN3CCOCC3)C1=O)N
988748	QCEWCMMSOWEHFC-AWEZNQCLSA-N	Unknown	Unknown	CCN(CC)[C@@H](C)C(=O)N1c2ccccc2Sc3ccccc13
867693	DWWJNZHWAJPIPQ-UHFFFAOYSA-N	Unknown	Unknown	Cc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1
1251143	JJUYZHJELDSQJK-UHFFFAOYSA-N	Unknown	Unknown	CC1=C(COc2cc(OCCC(C)(C)O)ccn2)Nc3ccccc3C1=O
1251142	LJKUAZMWPMYBQK-UHFFFAOYSA-N	Unknown	Unknown	CC1=C(COc2cc(OCC3CCOCC3)ccn2)Nc4ccccc4C1=O
1251141	NRXDJWMETNAQNZ-UHFFFAOYSA-N	Unknown	Unknown	CC1=C(COc2ccnc(OCC3CCOCC3)c2)Nc4ccccc4C1=O
1251140	WFKKMURYVQIQJH-UHFFFAOYSA-N	Unknown	Unknown	CC1=C(COc2cccc(OCC3CCOCC3)c2)Nc4ccc(cc4C1=O)c5cccnc5
1251146	AQNDRGXFXZWVNR-UHFFFAOYSA-N	Unknown	Unknown	CC1=C(COc2cccc(OCC3CCOCC3)n2)Nc4ccccc4C1=O
1251145	VRWVZRQAQAWZFV-UHFFFAOYSA-N	Unknown	Unknown	CC1=C(COc2cncc(OCCC(C)(C)O)c2)Nc3ccccc3C1=O
1251144	SOTKLRQAFDJYBQ-UHFFFAOYSA-N	Unknown	Unknown	CC1=C(COc2cncc(OCC3CCOCC3)c2)Nc4ccccc4C1=O
1960187	MLQVQPMTZJBGEY-VGEDNRJQSA-N	Unknown	Unknown	CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCCOc3ccc(C[C@H](NC(=O)[C@H](Cc4ccc5ccccc5c4)NC(=O)[C@@H]6C[C@@H](CN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)n7cc(COc8ccc(C[C@@H](NS(=O)(=O)C9CC9)NC(=O)[C@H](Cc%10ccc%11ccccc%11c%10)NC(=O)[C@@H]1C2)cc8)nn7)C(=O)O)cc3)C(C)(C)C
