Standard_InChI_Key, UniProt_Accession, Ambiguity, Count_below10uM, Count_over10uM, max_IC50, min_IC50
IJFIYHRPOLPCNP-UHFFFAOYSA-N, P09960, Ambiguous_byMajorityVote, 1, 1, 15000.0, 1300.0
IJHSPFFWIXGDBB-UHFFFAOYSA-N, Q12809, Ambiguous_byMajorityVote, 1, 1, 16000.0, 9900.0
IJPKHBPIYXFMJD-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 1, 1, 50000.0, 4100.0
IJUXICAHHHJXOE-UHFFFAOYSA-N, P34949, Ambiguous_byMajorityVote, 1, 1, 10700.0, 9400.0
IKCQYPIFZFLJAS-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 1790.0
IKLCUSCNODDJJL-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 31500.0, 1710.0
IKLDGCFWCBGUCZ-FEINMWSASA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 18200.0, 6.0
IKLXSHDEPYGLRG-UHFFFAOYSA-N, Q07422, Ambiguous_byMajorityVote, 1, 1, 23000.0, 56.0
IKMDFBPHZNJCSN-UHFFFAOYSA-N, P11388, Active_all, 3, 0, 390.0, 11.9
IKNBLPJKSTZMSC-UHFFFAOYSA-N, P00533, Ambiguous_byMajorityVote, 1, 1, 30000.0, 6000.0
ILBKHLJIVOZMET-YVLHZVERSA-N, P51452, Active_tentative, 6, 2, 10500.0, 878.0
ILBKHLJIVOZMET-YVLHZVERSA-N, Q9Y2R2, Ambiguous_byMajorityVote, 2, 2, 10300.0, 6740.0
ILEBZRJHCWQZIX-SFQUDFHCSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 6130.0
ILEGKQBIIBREPC-BRWVUGGUSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 30.0
ILGSIIFHQGOKKV-UHFFFAOYSA-N, P45452, Ambiguous_byMajorityVote, 2, 4, 36800.0, 9990.0
ILGSIIFHQGOKKV-UHFFFAOYSA-N, P50281, Ambiguous_byMajorityVote, 2, 4, 43500.0, 9000.0
ILOMPUSPHRMHIA-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 14000.0, 8880.0
ILQYMJFEPKVMHE-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 19400.0, 4820.0
ILRKKHJEINIICQ-UIAZACTHSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 9450.0
IMLRWXNCJUEBEP-VGOFMYFVSA-N, Q15149, Ambiguous_byMajorityVote, 1, 2, 200000.0, 8871.0
IMWWYBXJHRRFNF-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 24300.0, 524.0
IMWYYSDFZCXBLG-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10300.0, 7910.0
IMYZQPCYWPFTAG-IQJOONFLSA-N, P36544, Ambiguous_byMajorityVote, 1, 2, 15600.0, 1800.0
INGBPGPHKBRDPO-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 22685.0, 4050.0
INVQEIMCIVIAPD-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 18000.0, 1200.0
INVTYAOGFAGBOE-UHFFFAOYSA-N, P56524, Ambiguous_MaxIC50_too_high, 16, 10, 142000.0, 510.0
INVTYAOGFAGBOE-UHFFFAOYSA-N, Q9UBN7, Ambiguous_MaxIC50_too_high, 14, 12, 100000.0, 2000.0
IOCJYOXGIMRLID-UHFFFAOYSA-N, P08183, Ambiguous_byMajorityVote, 1, 1, 13000.0, 5300.0
IOKHPPHEUBRUBT-UHFFFAOYSA-N, P08183, Ambiguous_byMajorityVote, 1, 1, 13489.63, 4168.69
IOPNLOZONJASQF-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 100000.0, 5170.0
IOSUGCLQHJKTCK-NDENLUEZSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 7220.0
IOSUGCLQHJKTCK-UHFFFAOYSA-N, P51452, Active_tentative, 4, 2, 12300.0, 967.0
IOSUGCLQHJKTCK-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 2, 2, 80000.0, 6660.0
IOTJXEMRQZVVKK-CIAFOILYSA-N, Q9HC97, Ambiguous_byMajorityVote, 1, 1, 21800.0, 211.0
IOXZOQBTPNNBOY-UHFFFAOYSA-N, P56817, Ambiguous_byMajorityVote, 1, 1, 32000.0, 2500.0
IOYHCQBYQJQBSK-UHFFFAOYSA-N, P00533, Active_all, 2, 0, 3.0, 0.1
IPAVFMUBTIUYBW-UHFFFAOYSA-N, P23219, Active_tentative, 3, 2, 18600.0, 500.0
IPFIMHAQYQWDJI-UHFFFAOYSA-N, O00571, Ambiguous_byMajorityVote, 1, 1, 40000.0, 5000.0
IPKDJMFWSTXQLF-UKTHLTGXSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 33314.0, 2057.0
IPQVTOJGNYVQEO-AIFLABODSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 80000.0, 9550.0
IPQVTOJGNYVQEO-GTCVFCFLSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 80000.0, 1610.0
IPQVTOJGNYVQEO-OVYIKYHGSA-N, P63165, Ambiguous_byMajorityVote, 2, 2, 30600.0, 1060.0
IPQVTOJGNYVQEO-OVYIKYHGSA-N, Q2TB90, Ambiguous_byMajorityVote, 2, 2, 80000.0, 4090.0
IQAMTZLKUHMPPE-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 9200.0
IQAPAXYJGPZPMU-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 35200.0, 6650.0
IQGHPUPMOUUHPP-UHFFFAOYSA-N, P45452, Active_tentative, 2, 1, 13000.0, 280.0
IQNNMEXCEJZRBG-UHFFFAOYSA-N, Q05769, Ambiguous_byMajorityVote, 1, 2, 100000.0, 7.3
IQPSEEYGBUAQFF-UHFFFAOYSA-N, Q96FL8, Ambiguous_MaxIC50_too_high, 2, 1, 43200.0, 2800.0
IQSBUWYUWOOKLJ-UHFFFAOYSA-N, P10145, Ambiguous_byMajorityVote, 1, 1, 42960.0, 967.0
IQVNZSWHYXIDAB-UHFFFAOYSA-N, P55263, Ambiguous_byMajorityVote, 1, 2, 40000.0, 7500.0
IRBGQOUNIAQKQW-UHFFFAOYSA-N, Q9HC16, Ambiguous_byMajorityVote, 1, 1, 12300.0, 2340.0
IRFCUPDKVSQYCI-UHFFFAOYSA-N, P51452, Ambiguous_byMajorityVote, 1, 1, 100000.0, 2325.0
IRHNBISUJFEBRF-UHFFFAOYSA-N, Q12809, Ambiguous_byMajorityVote, 1, 1, 30199.52, 7079.46
IRLNORCEIAIUDH-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 18000.0, 49.0
IRTYJWIQKIGMID-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 2770.0
ISBILROUUADQJQ-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 12000.0, 31.0
ISEUZGICJXMANT-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 26000.0, 240.0
ISIMGBQRFXXNON-FCXRPNKRSA-N, P28845, Ambiguous_byMajorityVote, 2, 2, 70901.0, 257.0
ISIMGBQRFXXNON-FCXRPNKRSA-N, P16232, Ambiguous_byMajorityVote, 2, 2, 16077.0, 292.0
ISQRJFLLIDGZEP-CMWLGVBASA-N, P04401, Ambiguous_byMajorityVote, 2, 4, 10600.0, 1400.0
ISXAVIPPPMJTPN-UHFFFAOYSA-N, Q05397, Ambiguous_MaxIC50_too_high, 13, 4, 30000.0, 880.0
ITASSEXAPRJURO-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 19400.0, 9640.0
ITGCAGDQPZTYNC-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 19100.0, 8090.0
ITHPJRLXRMOBAQ-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 26100.0, 6510.0
ITOFPJRDSCGOSA-KZLRUDJFSA-N, P29317, Active_tentative, 3, 1, 12000.0, 2041.74
ITYHSNAOBNKVNB-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 8680.0
IUDVWUDBPHRZIE-UHFFFAOYSA-N, Q9NUW8, Ambiguous_byMajorityVote, 1, 1, 11220.0, 7940.0
IVBRCMJJCKUBIK-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 10644.0, 9996.0
IVCCGMNRWPGBMX-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11300.0, 8930.0
IVETUFGOPFBRPP-UHFFFAOYSA-N, P20288, Ambiguous_byMajorityVote, 1, 1, 100000.0, 1970.0
IVIUREYWLIBJBY-UHFFFAOYSA-N, P10275, Ambiguous_byMajorityVote, 1, 2, 50000.0, 10000.0
IVLYTCLGHVRWSZ-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 3520.0
IVQVKEFZHUOPFV-ZMOGYAJESA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 16500.0, 4550.0
IVTQRCDGEGHRJA-UHFFFAOYSA-N, P19091, Ambiguous_byMajorityVote, 1, 1, 50000.0, 460.0
IVYNRBIBKZSDHN-UHFFFAOYSA-N, P29476, Ambiguous_byMajorityVote, 1, 1, 25000.0, 50.0
IWARXNINJLAYLK-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 14988.0, 7692.0
IWBYAQWJYNFZJL-QHCPKHFHSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 24000.0, 1100.0
IWCGRJRLSWGIIP-UHFFFAOYSA-N, Q14524, Ambiguous_byMajorityVote, 6, 12, 36000.0, 920.0
IWCGRJRLSWGIIP-UHFFFAOYSA-N, Q9NY46, Ambiguous_byMajorityVote, 6, 12, 100000.0, 4760.0
IWCGRJRLSWGIIP-UHFFFAOYSA-N, P35498, Active_tentative, 12, 6, 15300.0, 2550.0
IWCGRJRLSWGIIP-UHFFFAOYSA-N, Q99250, Ambiguous_byMajorityVote, 6, 12, 65000.0, 3540.0
IWCGRJRLSWGIIP-UHFFFAOYSA-N, Q9UQD0, Ambiguous_byMajorityVote, 6, 12, 100000.0, 3320.0
IWCGRJRLSWGIIP-UHFFFAOYSA-N, P35499, Ambiguous_byMajorityVote, 6, 12, 18300.0, 4580.0
IWFWBYKOSXITDL-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 5540.0
IWNUQKTYIYGTEN-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 4860.0
IXLZJCYTLAFFMV-UHFFFAOYSA-N, P61169, Ambiguous_byMajorityVote, 1, 1, 40000.0, 7900.0
IXMQSJMHAYPXSV-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 21500.0, 7200.0
IXOYMIUQSYKGNJ-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 8450.0
IXQZKZKVGGJPMS-UHFFFAOYSA-N, P34949, Ambiguous_byMajorityVote, 1, 2, 17785.5, 4430.0
IXYSSGUZYHSGGP-UHFFFAOYSA-N, P19971, Ambiguous_byMajorityVote, 1, 1, 10540.0, 7533.56
IXZJVURCJZIZNO-UHFFFAOYSA-N, P14902, Ambiguous_byMajorityVote, 1, 1, 20000.0, 2000.0
IYNKGFHSFZKWKD-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 6710.0
IYOIQZJMNAMMKX-INIZCTEOSA-N, Q16539, Ambiguous_byMajorityVote, 1, 1, 28190.0, 27.0
IYPJWKLHPNECFJ-UHFFFAOYSA-N, P04058, Ambiguous_byMajorityVote, 1, 1, 25000.0, 83.9
IYRMVPBXFGTRJA-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 16527.0, 9077.0
IYWTYRXXKYFSHF-UHFFFAOYSA-N, Q07440, Ambiguous_byMajorityVote, 1, 1, 100000.0, 8880.0
IZBZZJWLLSFVOC-UHFFFAOYSA-N, Q07440, Ambiguous_byMajorityVote, 1, 1, 100000.0, 5830.0
IZEKFCXSFNUWAM-UHFFFAOYSA-N, O95263, Inactive_all, 0, 1, 50118.72, 50118.72
IZENNZNYQVFPJG-UHFFFAOYSA-N, P51449, Active_tentative, 2, 1, 17520.0, 100.0
IZEQSVOZRAPWQM-LJQANCHMSA-N, Q16539, Ambiguous_byMajorityVote, 1, 1, 91190.0, 665.0
IZJNBPFRRHLZTE-UHFFFAOYSA-N, O60760, Ambiguous_byMajorityVote, 1, 1, 89500.0, 3700.0
IZQAMGLIUKULPK-UHFFFAOYSA-N, P11940, Ambiguous_byMajorityVote, 1, 1, 20500.0, 5920.0
IZQHULBHKPGOAP-UHFFFAOYSA-N, P00533, Ambiguous_MaxIC50_too_high, 11, 1, 20000.0, 0.78
JADDQZYHOWSFJD-FLNNQWSLSA-N, P25099, Ambiguous_MaxIC50_too_high, 6, 2, 90000.0, 2.4
JAMPQIXPGFUGOH-RPPGKUMJSA-N, O95136, Ambiguous_byMajorityVote, 1, 1, 49350.0, 362.0
JATLKCQDWWMOPU-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 9120.0
JBJQLFAMDJRZTD-DNTJNYDQSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 18500.0, 7450.0
JBMDVRIFKUWBDD-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 52800.0, 7010.0
JBMZSOUKPAAEJU-UHFFFAOYSA-N, P0C6X7, Ambiguous_byMajorityVote, 1, 1, 25400.0, 2700.0
JBNHJXLVBXWVIV-ZVBGSRNCSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 88800.0, 6880.0
JBVMLMHPHCOLAG-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 49776.0, 2841.0
JBZDQRYAZUFBTL-GIJQJNRQSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 9570.0
JBZKCAYYLBCCCC-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 12100.0, 8200.0
JCAKOIZWQPRZTF-BOKRKPFNSA-N, P08253, Ambiguous_byMajorityVote, 1, 1, 31540.0, 720.0
JCCNYMKQOSZNPW-UHFFFAOYSA-N, Q12809, Ambiguous_MaxIC50_too_high, 6, 1, 39086.6, 169.82
JCDTVGMPPNKKIW-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 4930.0
JCODIOPPRDUNST-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 13300.0, 4070.0
JCQQRWFKXLYVTR-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 2, 2, 13500.0, 80.0
JCRKBBLFLALVAV-KEBDBYFISA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 12800.0, 8570.0
JCUWPMXFNNXTOZ-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 1420.0
JDAKJOKHVHDECZ-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 14441.69, 1699.18
JDBSZVDIUIRSDG-DAFODLJHSA-N, P48776, Ambiguous_byMajorityVote, 1, 1, 17000.0, 2000.0
JDBVIAAKYJHKPC-UHFFFAOYSA-N, Q9GZV3, Ambiguous_byMajorityVote, 1, 1, 10010.61, 4223.95
JDIGPJJZXXFBNK-UHFFFAOYSA-N, P14902, Ambiguous_byMajorityVote, 1, 1, 20000.0, 2000.0
JDIGQIZGSQAEHX-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 15093.0, 1117.0
JDJAIINKPORJAW-UHFFFAOYSA-N, Q9UHD2, Ambiguous_byMajorityVote, 1, 1, 30000.0, 1050.0
JDJIWCZWIJBATK-UHFFFAOYSA-N, P51452, Ambiguous_MaxIC50_too_high, 4, 1, 99000.0, 250.0
JDRSQGJWTVRNGM-UHFFFAOYSA-N, P29476, Ambiguous_byMajorityVote, 1, 1, 42000.0, 740.0
JDRVUPYLRWQRFM-NDZAJKAJSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 28900.0, 8050.0
JDVLYAYDIMUAAC-UHFFFAOYSA-N, P50579, Ambiguous_byMajorityVote, 1, 1, 100000.0, 9100.0
JEDKMSYDIKXNHS-JCNFZFLDSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54000.0, 486.0
JEEQNGNVAUWDGG-SANMLTNESA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 12000.0, 36.0
JELAHDQPMBHMAI-UHFFFAOYSA-N, Q16539, Ambiguous_MaxIC50_too_high, 3, 1, 22000.0, 239.0
JEMRWTBDJCHWAI-UHFFFAOYSA-N, P03887, Ambiguous_byMajorityVote, 2, 2, 14310.0, 3130.0
JEPAQYCCAYFOBU-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 6410.0
JFKFQMKJUPIWAU-FYJGNVAPSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 17981.0, 5930.0
JFKKBFIRBQCLPC-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 9080.0
JFPVXVDWJQMJEE-IZRZKJBUSA-N, P0A3M5, Active_all, 9, 0, 14.74, 0.0005
JFQIUEJMDJFBSH-UHFFFAOYSA-N, Q9BQF6, Ambiguous_byMajorityVote, 2, 2, 10900.0, 1640.0
JFQIUEJMDJFBSH-UHFFFAOYSA-N, Q9GZR1, Ambiguous_byMajorityVote, 2, 2, 17100.0, 1170.0
JFRYLPFKWKOMBZ-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 5880.0
JFVQMYLXIIQSQB-UHFFFAOYSA-N, P41594, Ambiguous_byMajorityVote, 1, 1, 90000.0, 16.0
JGAWFJYBDNGPCX-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 21694.0, 4810.0
JGPRUEXSKNEPHR-UHFFFAOYSA-N, P23219, Ambiguous_byMajorityVote, 1, 1, 91400.0, 1740.0
JGPWHIBNRITPFL-WMLDXEAASA-N, P29476, Ambiguous_byMajorityVote, 1, 1, 100000.0, 3400.0
JGPWISHQPLDAIF-UHFFFAOYSA-N, Q9GZV3, Active_tentative, 2, 1, 15954.08, 2625.79
JGTQEDOFWWHFAS-UHFFFAOYSA-N, P34707, Ambiguous_byMajorityVote, 1, 1, 11800.0, 3330.0
JGVHSWXYIOECCL-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 5210.0
JGXZVDAPLSTBGZ-IRPSRAIASA-N, P06766, Ambiguous_byMajorityVote, 1, 1, 12000.0, 2700.0
JHBBDTLCCBBULO-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 15100.0, 8030.0
JHQXSHPFUNXPJM-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 2090.0
JHUGQHSVPSEAPO-FXXKCHFVSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 23200.0, 22.0
JHYUCKZDTDDZKD-UHFFFAOYSA-N, P50579, Active_tentative, 2, 1, 11000.0, 34.67
JIFQARCSCBNIIB-UHFFFAOYSA-N, Q9GZR1, Ambiguous_byMajorityVote, 1, 1, 15400.0, 780.0
JIIWCWFJGYMRQX-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 19555.96, 2998.05
JIJUNVBLNUUGJC-UHFFFAOYSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 2020.0
JINJZWSZQKHCIP-UFGQHTETSA-N, Q9UQ49, Ambiguous_byMajorityVote, 2, 8, 70300.0, 6300.0
JIYQEGVUIRJANB-UHFFFAOYSA-N, P35236, Ambiguous_byMajorityVote, 2, 2, 11300.0, 1280.0
JIYQEGVUIRJANB-UHFFFAOYSA-N, Q64346, Ambiguous_byMajorityVote, 2, 6, 14000.0, 10000.0
JJBGHSVXZJULGS-UHFFFAOYSA-N, P11597, Ambiguous_MaxIC50_too_high, 3, 1, 80001.84, 80.0
JJBRRPSYTKTNCB-UHFFFAOYSA-N, Q16539, Ambiguous_byMajorityVote, 1, 1, 94800.0, 41.0
JJFXFYXVKYVMGR-VDWIOVNSSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 13680.19, 344.95
JJGGJOXCHDPVTJ-UHFFFAOYSA-N, P23977, Active_tentative, 3, 1, 19800.0, 2850.0
JJNLXONZPYBNTJ-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 25100.0, 6700.0
JJSVREANVSQQRU-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 13300.0, 6450.0
JJTKZZXKJLOOGG-UZIITKLFSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 12900.0, 10.0
JKEPPLHSIPWWKH-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 14100.0, 6840.0
JKKGUXPHBANSAW-RBCZPYDQSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 5720.0
JKKKSDYCZFVNPE-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 13739.0, 5707.0
JKQUHEGFTUFCCP-RHMNNOFSSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 15200.0, 6990.0
JKRNYSMGLKKINP-ULKQKBTCSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 2651.11
JKRZSCQGSNCRTB-GIJQJNRQSA-N, P51452, Ambiguous_byMajorityVote, 1, 1, 25200.0, 5310.0
JKYABVPVYWRLLP-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 80000.0, 5750.0
JLFGJGJPCNORDM-NAKRPEOUSA-N, P23739, Ambiguous_byMajorityVote, 1, 1, 12000.0, 240.0
JLRWIRBFDUKCMN-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 8400.0
JLTOBJCKUQTVPT-UHFFFAOYSA-N, Q9Y5Y4, Ambiguous_byMajorityVote, 1, 1, 45000.0, 10.0
JLXIQNXVICPWCG-UHFFFAOYSA-N, P51452, Ambiguous_byMajorityVote, 3, 3, 20100.0, 1900.0
JLXIQNXVICPWCG-UHFFFAOYSA-N, P30305, Ambiguous_byMajorityVote, 3, 3, 17900.0, 8900.0
JLXIQNXVICPWCG-UHFFFAOYSA-N, P30304, Ambiguous_byMajorityVote, 3, 3, 23600.0, 2400.0
JLYOTGQSNHLLQR-UHFFFAOYSA-N, P11597, Ambiguous_MaxIC50_too_high, 3, 2, 90011.91, 100.0
JLYSNZYTKSISHK-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 11990.0, 7431.0
JMGHVKIMVDNFLW-VWLOTQADSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 19140.0, 340.0
JMNXKSSTGRYMDV-BAXKGXPZSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 13800.0, 9400.0
JMPFSEBWVLAJKM-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 6590.0
JMSHSEQKUVZWNO-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 1, 1, 50000.0, 1900.0
JNIVGHFBGSNDHF-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 15200.0, 1800.0
JNNOSTQEZICQQP-UHFFFAOYSA-N, Q12809, Ambiguous_MaxIC50_too_high, 4, 1, 31622.78, 4466.84
JOMYEBMOAAUPSM-YPKPFQOOSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 29700.0, 5190.0
JOONUKBNTJXHQT-GYUFFBBGSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 27000.0, 11.0
JOOTZGPUMCZHLH-XMSQKQJNSA-N, Q02156, Ambiguous_MaxIC50_too_high, 2, 1, 20000.0, 260.0
JOOVAPAEQVWZMH-UHFFFAOYSA-N, P11597, Ambiguous_MaxIC50_too_high, 3, 1, 80001.84, 80.0
JOQSPBHDPMUPDB-ZMOGYAJESA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 10100.0, 4980.0
JOXOOTKMEMJWMA-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 19273.8, 1562.5
JPJUKAAKTQTRQV-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 7490.0
JPMSNHIXZAXXEC-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 2, 2, 11966.0, 714.75
JPMSNHIXZAXXEC-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 2, 2, 88800.0, 3350.0
JPZQPQKEEWNUEC-UHFFFAOYSA-N, P16152, Ambiguous_byMajorityVote, 1, 1, 25000.0, 5000.0
JQBLCTIUZCSJLT-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 11900.0, 10000.0
JQBZYTPOHWCTOP-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 13400.0, 8990.0
JQCPIZLOHIHHFG-ZIAGYGMSSA-N, P14902, Ambiguous_byMajorityVote, 1, 1, 16000.0, 779.0
JQIOFPJNEBMYKB-UHFFFAOYSA-N, Q12809, Ambiguous_byMajorityVote, 1, 1, 20892.96, 8128.31
JQJZOGBHOXUCIV-YVMONPNESA-N, P35750, Ambiguous_byMajorityVote, 1, 1, 13100.0, 4200.0
JQKWFGRLOQRPKF-VXLYETTFSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 12900.0, 8730.0
JRAWQXYLJRIVTB-UHFFFAOYSA-N, P51452, Ambiguous_byMajorityVote, 1, 1, 61000.0, 4400.0
JROZBVPBTMTIPB-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 2, 2, 50000.0, 23.0
JROZBVPBTMTIPB-UHFFFAOYSA-N, Q07440, Ambiguous_byMajorityVote, 4, 4, 12300.0, 1690.0
JRTLWWYENLRGAW-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 14231.0, 6378.0
JRURYQJSLYLRLN-BJMVGYQFSA-N, P22734, Ambiguous_byMajorityVote, 2, 2, 2320000.0, 12.8
JRXWOWUSGWWOLK-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10300.0, 6550.0
JRYZHBZAMKMHEZ-GXDHUFHOSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 18535.98, 47.98
JSACRWFTEDWZRX-UHFFFAOYSA-N, Q9Y5Y4, Ambiguous_MaxIC50_too_high, 2, 1, 31000.0, 50.0
JSCIXFOQZQNPTM-UHFFFAOYSA-N, P10696, Ambiguous_byMajorityVote, 1, 1, 12300.0, 6750.0
JSIJJODNABETAW-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 35.9
JSQKXEMSJFOMJM-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 12800.0, 4990.0
JSVMJPILVPWINI-YWEYNIOJSA-N, Q9NUW8, Ambiguous_byMajorityVote, 1, 1, 76000.0, 7100.0
