199168, 199171, 0.0, 0.999999
199170, 199172, 0.0, 0.9999984
199168, 199172, 0.0, 0.9999981
199171, 199172, 0.0, 0.9999965
199050, 199125, 0.0, 0.9999944
199117, 199255, 0.0, 0.9999933
199143, 199255, 0.0, 0.9999799
199117, 199143, 0.0, 0.9999746
199096, 199105, 0.0, 0.99997
24677, 198924, 0.0, 0.9999689
199005, 199022, 0.0, 0.9999645
190683, 198817, 0.0, 0.9999636
43340, 199255, 0.0, 0.9999601
43340, 199117, 0.0, 0.9999587
198753, 198950, 0.0, 0.9999471
43340, 199143, 0.0, 0.9999384
199285, 199335, 0.0, 0.9999215
199212, 199213, 0.0, 0.9999168
198808, 199079, 0.0, 0.9999107
198751, 198808, 0.0, 0.9999091
198751, 198817, 0.0, 0.9999076
198785, 199196, 0.0, 0.9998949
190683, 198751, 0.0, 0.9998891
198751, 199079, 0.0, 0.9998852
199213, 199224, 0.0, 0.9998764
94138, 124552, 0.0, 0.999873
198802, 199038, 0.0, 0.9998641
199212, 199224, 0.0, 0.9998586
198808, 198817, 0.0, 0.9998584
43340, 199177, 0.0, 0.9998553
198785, 198795, 0.0, 0.9998544
190683, 198808, 0.0, 0.9998504
198795, 199196, 0.0, 0.9998471
199143, 199177, 0.0, 0.9998446
199177, 199255, 0.0, 0.9998291
199117, 199177, 0.0, 0.9998279
199050, 199106, 0.0, 0.9998182
199106, 199125, 0.0, 0.9998142
199162, 199166, 0.0, 0.9997889
190683, 199079, 0.0, 0.9997856
198817, 199079, 0.0, 0.9997696
106104, 199196, 0.0, 0.9997683
199038, 199315, 0.0, 0.9997615
198855, 199053, 0.0, 0.9997472
199077, 199143, 0.0, 0.999703
198824, 198872, 0.0, 0.9996826
106104, 198785, 0.0, 0.9996826
198936, 199294, 0.0, 0.9996811
199077, 199117, 0.0, 0.9996697
199077, 199255, 0.0, 0.9996693
198950, 199057, 0.0, 0.9996663
199057, 199150, 0.0, 0.9996651
199059, 199229, 0.0, 0.99966
199105, 199204, 0.0, 0.9996341
43340, 199077, 0.0, 0.9996189
106104, 198795, 0.0, 0.9996181
198957, 199012, 0.0, 0.9996166
199079, 199213, 0.0, 0.9996141
198753, 199057, 0.0, 0.999608
198759, 199294, 0.0, 0.9995999
199018, 199038, 0.0, 0.9995967
