100000, 658
100001, 5893
10000, 185
100003, 3942
100004, 5800
100004, 712
100006, 3053
100007, 5654
100007, 5655
100008, 970
100009, 594
100010, 1795
100011, 6553
100012, 4615
100012, 4617
100013, 4615
100013, 4617
100014, 1368
100015, 6540
100015, 6541
100016, 790
10001, 7119
1000, 172
100017, 2224
100018, 2843
100018, 2844
100018, 2845
100018, 2846
100018, 2850
100018, 2851
100018, 2853
100018, 2854
100020, 3303
100021, 171
100022, 253
100022, 254
100022, 255
100022, 5986
100022, 6088
100023, 50
100024, 2181
10002, 5037
100025, 3623
100025, 5061
100026, 5210
100028, 5647
100029, 5390
100030, 5390
100030, 5393
100031, 5393
10003, 2224
100032, 3303
100033, 4183
100034, 3250
100037, 210
100039, 658
100040, 5655
100041, 4035
100041, 4064
100041, 4079
10004, 171
100042, 171
100044, 2850
100045, 4617
100046, 1108
100047, 1023
100048, 1232
100048, 2032
100048, 2881
100048, 3673
100048, 3831
100048, 4064
100048, 5987
100048, 6349
100048, 6738
100049, 1232
100050, 4660
100051, 4066
100051, 4069
100052, 5558
100053, 2224
100054, 5558
100055, 2224
100055, 5558
10005, 5654
10005, 5655
100056, 4195
100056, 4271
100057, 4124
100058, 3236
100058, 3623
100059, 1997
100060, 3236
100060, 3623
100061, 6837
100062, 4665
100063, 7529
100064, 6573
100065, 3474
100066, 210
100067, 3376
100068, 1673
100068, 1678
100068, 2153
100068, 6195
10006, 871
10006, 884
100069, 4792
100070, 1024
100071, 1024
100072, 1024
10007, 2224
100074, 5652
10007, 5262
100075, 594
100076, 4079
100077, 4231
100077, 4235
100077, 4245
100077, 4246
100077, 4248
100078, 4231
100078, 4235
100078, 4245
100078, 4246
100078, 4248
100079, 4054
100080, 185
100080, 186
100081, 7331
100082, 5893
100083, 5200
100084, 6909
100085, 3224
100086, 2793
10008, 6909
100088, 3474
100089, 2866
100090, 6558
100091, 253
100091, 254
100092, 210
100093, 3297
100094, 2153
100095, 4069
10009, 5655
100096, 4069
100097, 168
100098, 6974
100099, 244
100100, 244
100101, 594
10010, 170
10010, 171
100102, 7354
100103, 1123
100104, 185
100105, 960
100106, 5393
100107, 1026
100109, 5390
100109, 5392
100109, 5393
100110, 3250
100111, 3250
100112, 263
100113, 263
100114, 5393
100114, 5655
100115, 1368
100116, 171
100117, 38
100118, 1024
100119, 1724
100120, 3250
100121, 2866
100121, 6551
100121, 6552
100121, 6553
100122, 4231
100122, 4241
100122, 4248
10012, 281
100123, 3376
100124, 185
100124, 186
100125, 4069
1001, 2550
100126, 4999
100127, 2418
100128, 963
100129, 4069
100130, 594
10013, 1543
100131, 76
100132, 2768
100133, 871
100133, 876
100134, 4792
100135, 4792
100137, 413
100137, 4665
100137, 4666
100137, 4668
100137, 4677
100137, 5157
100138, 5654
100138, 5655
100139, 1145
100142, 1543
100143, 6198
10014, 4124
100144, 2881
100145, 3252
100146, 4124
100147, 2262
100148, 637
100150, 2293
100152, 1722
100153, 4658
100153, 4659
100154, 170
100155, 2181
100156, 7557
100157, 3673
100158, 2794
100159, 1724
100160, 5062
100160, 5064
10016, 1107
10016, 1108
100161, 3599
100162, 1673
100162, 1678
100163, 1251
100163, 182
100163, 1910
100163, 1911
100163, 2631
100163, 3235
100163, 3296
100163, 3298
100163, 4793
100163, 4795
100163, 6551
100163, 6552
100163, 6553
100164, 3053
100165, 14148
100166, 4069
100167, 637
100167, 76
100168, 4124
100170, 1108
10017, 185
10017, 187
100172, 1024
100172, 1025
100173, 3303
100174, 3460
100175, 3250
100176, 1795
100177, 4616
100178, 5262
100179, 6909
100180, 928
100181, 928
100182, 928
100183, 3293
100184, 3293
100184, 6553
100185, 2083
10018, 5249
100188, 3303
100189, 6280
100189, 6281
100190, 594
100191, 5675
10019, 1623
100192, 4793
100193, 2768
100194, 3252
100195, 2181
100196, 4792
100196, 4793
100196, 4795
100197, 2793
100198, 5893
100199, 5893
100200, 1779
100200, 6653
100201, 7334
100203, 254
100204, 2224
100205, 6819
100206, 1232
10020, 7090
100207, 17937
100209, 3224
100210, 3599
100211, 1614
100211, 594
100211, 595
100212, 2032
100213, 76
100214, 2793
100215, 1657
100216, 1123
100216, 1154
10021, 6973
100217, 1123
100218, 1123
100218, 1147
100218, 1154
100218, 1232
100218, 2331
100218, 2373
100218, 253
100218, 275
100218, 2881
100218, 3500
100218, 3702
100218, 3831
