Dataset: N1Tc0.9to1.0 Rank: 100 Iter: 300
Avg. TPR35: 0.972920353982
S.E.M. TPR35: 0.00283245104691
TPR35 values:
[0.9601769911504425, 0.9690265486725663, 0.9644444444444444, 0.9777777777777777, 0.9688888888888889, 0.9911111111111112, 0.9822222222222222, 0.9644444444444444, 0.9733333333333334, 0.9777777777777777]
Rank	TPR
1	0.855239786856
2	0.908081705151
3	0.931172291297
4	0.940497335702
5	0.945381882771
6	0.950710479574
7	0.956039076377
8	0.958703374778
9	0.959591474245
10	0.960479573712
11	0.960923623446
12	0.963587921847
13	0.965808170515
14	0.968472468917
15	0.96891651865
16	0.969804618117
17	0.970248667851
18	0.970248667851
19	0.970248667851
20	0.971136767318
21	0.971136767318
22	0.971580817052
23	0.971580817052
24	0.972024866785
25	0.972024866785
26	0.972468916519
27	0.972468916519
28	0.972468916519
29	0.972912966252
30	0.972912966252
31	0.972912966252
32	0.972912966252
33	0.972912966252
34	0.972912966252
35	0.972912966252
36	0.972912966252
37	0.972912966252
38	0.972912966252
39	0.972912966252
40	0.972912966252
41	0.972912966252
42	0.972912966252
43	0.972912966252
44	0.973357015986
45	0.973357015986
46	0.973357015986
47	0.973357015986
48	0.973801065719
49	0.973801065719
50	0.973801065719
51	0.973801065719
52	0.973801065719
53	0.973801065719
54	0.973801065719
55	0.973801065719
56	0.973801065719
57	0.973801065719
58	0.973801065719
59	0.973801065719
60	0.973801065719
61	0.973801065719
62	0.973801065719
63	0.973801065719
64	0.973801065719
65	0.974245115453
66	0.974245115453
67	0.974245115453
68	0.974245115453
69	0.974689165187
70	0.974689165187
71	0.974689165187
72	0.974689165187
73	0.974689165187
74	0.974689165187
75	0.974689165187
76	0.974689165187
77	0.974689165187
78	0.974689165187
79	0.974689165187
80	0.974689165187
81	0.974689165187
82	0.974689165187
83	0.974689165187
84	0.974689165187
85	0.974689165187
86	0.974689165187
87	0.974689165187
88	0.974689165187
89	0.974689165187
90	0.974689165187
91	0.974689165187
92	0.974689165187
93	0.974689165187
94	0.974689165187
95	0.974689165187
96	0.97513321492
97	0.97513321492
98	0.975577264654
99	0.976021314387
100	0.976021314387
101	0.976021314387
102	0.976021314387
103	0.976021314387
104	0.976021314387
105	0.976021314387
106	0.976021314387
107	0.976021314387
108	0.976021314387
109	0.976021314387
110	0.976021314387
111	0.976021314387
112	0.976021314387
113	0.976021314387
114	0.976021314387
115	0.976021314387
116	0.976021314387
117	0.976021314387
118	0.976021314387
119	0.976021314387
120	0.976021314387
121	0.976021314387
122	0.976021314387
123	0.976021314387
124	0.976021314387
125	0.976021314387
126	0.976021314387
127	0.976021314387
128	0.976021314387
129	0.976021314387
130	0.976021314387
131	0.976021314387
132	0.976021314387
133	0.976021314387
134	0.976021314387
135	0.976021314387
136	0.976021314387
137	0.976021314387
138	0.976021314387
139	0.976021314387
140	0.976021314387
141	0.976021314387
142	0.976021314387
143	0.976021314387
144	0.976021314387
145	0.976021314387
146	0.976021314387
147	0.976021314387
148	0.976021314387
149	0.976021314387
150	0.976021314387
151	0.976021314387
152	0.976021314387
153	0.976021314387
154	0.976021314387
155	0.976021314387
156	0.976021314387
157	0.976021314387
158	0.976021314387
159	0.976021314387
160	0.976021314387
161	0.976465364121
162	0.976465364121
163	0.976465364121
164	0.976465364121
165	0.976465364121
166	0.976465364121
167	0.976465364121
168	0.976465364121
169	0.976465364121
170	0.976465364121
171	0.976465364121
172	0.976465364121
173	0.976465364121
174	0.976465364121
175	0.976465364121
176	0.976465364121
177	0.976465364121
178	0.976465364121
179	0.976465364121
180	0.976465364121
181	0.976465364121
182	0.976909413854
183	0.976909413854
184	0.976909413854
185	0.977797513321
186	0.977797513321
187	0.977797513321
188	0.977797513321
189	0.977797513321
190	0.977797513321
191	0.977797513321
192	0.977797513321
193	0.977797513321
194	0.977797513321
195	0.977797513321
196	0.977797513321
197	0.977797513321
198	0.977797513321
199	0.977797513321
200	0.977797513321
201	0.977797513321
202	0.977797513321
203	0.977797513321
204	0.977797513321
205	0.977797513321
206	0.977797513321
207	0.977797513321
208	0.977797513321
209	0.977797513321
210	0.977797513321
211	0.977797513321
212	0.977797513321
213	0.977797513321
214	0.977797513321
215	0.977797513321
216	0.977797513321
217	0.977797513321
218	0.977797513321
219	0.977797513321
220	0.977797513321
221	0.977797513321
222	0.977797513321
223	0.977797513321
224	0.977797513321
225	0.977797513321
226	0.977797513321
227	0.977797513321
228	0.977797513321
229	0.977797513321
230	0.977797513321
231	0.977797513321
232	0.977797513321
233	0.977797513321
234	0.977797513321
235	0.977797513321
236	0.977797513321
237	0.977797513321
238	0.977797513321
239	0.977797513321
240	0.977797513321
241	0.977797513321
242	0.977797513321
243	0.977797513321
244	0.977797513321
245	0.977797513321
246	0.977797513321
247	0.977797513321
248	0.977797513321
249	0.977797513321
250	0.977797513321
251	0.977797513321
252	0.977797513321
253	0.977797513321
254	0.977797513321
255	0.977797513321
256	0.977797513321
257	0.977797513321
258	0.977797513321
259	0.977797513321
260	0.977797513321
261	0.977797513321
262	0.977797513321
263	0.978241563055
264	0.978241563055
265	0.978241563055
266	0.978241563055
267	0.978241563055
268	0.978241563055
269	0.978241563055
270	0.978241563055
271	0.978241563055
272	0.978241563055
273	0.978241563055
274	0.978241563055
275	0.978241563055
276	0.978241563055
277	0.978241563055
278	0.978241563055
279	0.978241563055
280	0.978241563055
281	0.978241563055
282	0.978241563055
283	0.979129662522
284	0.979129662522
285	0.979129662522
286	0.979129662522
287	0.979129662522
288	0.979129662522
289	0.979129662522
290	0.979129662522
291	0.979129662522
292	0.979129662522
293	0.979129662522
294	0.979129662522
295	0.979129662522
296	0.979129662522
297	0.979129662522
298	0.979573712256
299	0.979573712256
300	0.979573712256
301	0.979573712256
302	0.979573712256
303	0.979573712256
304	0.979573712256
305	0.979573712256
306	0.979573712256
307	0.979573712256
308	0.979573712256
309	0.979573712256
310	0.979573712256
311	0.979573712256
312	0.979573712256
313	0.979573712256
314	0.979573712256
315	0.979573712256
316	0.979573712256
317	0.979573712256
318	0.979573712256
319	0.979573712256
320	0.979573712256
321	0.979573712256
322	0.979573712256
323	0.979573712256
324	0.979573712256
325	0.979573712256
326	0.979573712256
327	0.979573712256
328	0.979573712256
329	0.979573712256
330	0.979573712256
331	0.979573712256
332	0.979573712256
333	0.979573712256
334	0.979573712256
335	0.979573712256
336	0.979573712256
337	0.979573712256
338	0.979573712256
339	0.979573712256
340	0.979573712256
341	0.979573712256
342	0.979573712256
343	0.979573712256
344	0.979573712256
345	0.979573712256
346	0.979573712256
347	0.979573712256
348	0.979573712256
349	0.979573712256
350	0.979573712256
